@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-770,780-795'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute MSAEGY numeric
@attribute MSAGLF numeric
@attribute MSALAV numeric
@attribute MSANOR numeric

@data
GLF,2,8,23,8,7,16,18,14,16
GLF,1,5,14,5,5,53,58,51,53
GLF,0,3,9,2,2,13,14,13,12
GLF,0,3,4,1,3,28,30,28,28
GLF,1,12,21,9,6,48,51,48,46
GLF,23,29,85,31,26,324,339,308,291
GLF,0,3,8,2,1,15,16,16,15
GLF,2,10,20,3,4,87,93,82,78
GLF,2,2,9,2,0,13,13,13,13
GLF,1,4,8,2,4,14,16,16,14
GLF,1,2,3,2,2,18,19,18,16
GLF,0,5,12,2,3,18,18,17,18
GLF,1,3,9,3,2,15,18,15,16
GLF,0,7,12,6,6,15,15,14,12
GLF,1,4,5,3,2,38,41,38,35
GLF,1,10,14,10,9,25,27,26,26
GLF,0,1,10,4,2,15,15,14,14
GLF,0,3,4,3,3,15,16,15,13
GLF,4,12,19,10,6,79,83,76,76
GLF,1,2,9,1,2,29,30,28,24
GLF,0,2,8,4,4,16,17,17,17
GLF,2,9,22,7,7,31,32,29,28
GLF,1,3,9,2,3,32,33,32,29
GLF,0,7,13,4,6,19,24,21,21
GLF,0,3,4,3,2,26,26,25,23
GLF,1,4,16,2,3,23,23,22,23
GLF,0,4,10,4,2,26,26,26,20
GLF,4,2,7,2,0,14,15,15,14
GLF,0,7,24,8,6,39,40,39,40
GLF,0,6,11,7,8,9,10,10,9
GLF,1,5,18,5,2,75,82,77,75
GLF,3,6,16,5,4,50,53,44,46
GLF,3,7,12,9,5,28,30,29,29
GLF,0,3,6,3,2,20,21,21,18
GLF,1,5,12,4,1,21,23,21,19
GLF,1,2,9,6,2,33,33,32,33
GLF,1,7,22,9,6,19,19,19,19
GLF,1,5,20,6,5,26,28,25,26
GLF,0,7,19,8,6,35,35,32,34
GLF,0,10,17,9,9,29,30,29,28
GLF,0,3,10,3,2,22,26,26,22
GLF,0,9,20,9,8,31,31,30,29
GLF,1,4,8,1,3,19,20,20,18
GLF,0,7,20,9,6,58,58,56,55
GLF,0,5,17,7,5,35,35,32,33
GLF,3,14,46,18,15,76,76,76,73
GLF,6,6,13,4,4,85,86,79,75
GLF,6,17,50,16,16,158,172,157,141
GLF,1,6,10,4,5,41,42,40,42
GLF,2,5,21,6,7,118,126,116,106
GLF,1,5,14,5,4,15,16,15,14
GLF,0,4,11,3,6,9,10,9,9
GLF,0,7,11,8,7,49,49,45,42
GLF,0,9,16,5,5,32,33,30,27
GLF,7,8,30,6,8,41,46,43,39
GLF,1,5,6,5,5,16,17,13,17
GLF,4,11,26,9,8,66,69,65,65
GLF,0,4,8,4,5,13,14,14,13
GLF,1,2,5,1,1,44,47,45,37
GLF,0,4,22,4,6,20,23,19,21
GLF,2,1,6,2,0,21,21,20,21
GLF,11,13,25,10,11,156,165,147,144
GLF,1,3,15,4,7,30,32,30,29
GLF,0,5,14,6,4,23,23,20,22
GLF,1,6,13,4,8,59,60,57,58
GLF,0,1,6,3,2,14,14,14,14
GLF,6,24,48,19,22,75,80,75,68
GLF,0,6,14,3,3,29,32,29,30
GLF,1,7,16,6,5,44,47,46,39
GLF,1,1,6,1,0,49,51,45,46
GLF,0,6,10,4,5,10,11,10,10
GLF,1,3,9,2,2,11,11,11,11
GLF,1,2,7,3,1,16,16,15,15
GLF,2,9,16,6,6,67,71,65,60
GLF,1,20,34,17,17,42,42,41,42
GLF,0,1,9,0,2,19,21,18,19
GLF,1,9,54,12,11,23,25,23,22
GLF,2,1,5,1,0,21,22,20,21
GLF,1,3,9,3,3,25,25,23,25
GLF,1,1,10,4,1,116,118,107,98
GLF,0,2,9,2,1,16,16,13,14
GLF,4,5,16,6,6,30,31,26,27
GLF,1,11,34,12,13,108,113,100,101
GLF,0,3,17,2,2,26,28,24,25
GLF,1,1,3,1,0,16,17,14,16
GLF,0,5,13,4,4,17,17,18,16
GLF,2,8,13,4,5,34,35,33,34
GLF,2,1,7,0,3,37,37,36,35
GLF,0,3,10,3,5,12,12,12,12
GLF,1,6,22,8,9,34,36,34,33
GLF,2,8,22,10,11,16,17,17,15
GLF,15,21,50,24,14,170,179,165,161
GLF,0,5,12,4,2,42,46,42,40
GLF,1,1,9,5,1,20,21,19,17
GLF,2,3,12,3,4,61,68,66,62
GLF,0,9,23,9,8,22,22,21,21
GLF,5,11,16,9,6,118,120,105,106
GLF,4,13,21,7,4,71,78,71,63
GLF,7,16,23,13,9,100,103,93,90
GLF,2,3,8,3,2,13,13,13,13
GLF,13,23,52,17,16,159,163,154,151
GLF,0,3,12,2,4,15,19,15,14
GLF,1,1,8,3,1,22,23,23,21
GLF,0,11,14,8,6,21,25,21,18
GLF,4,22,38,22,17,106,108,107,97
GLF,10,10,21,4,6,97,104,98,89
GLF,2,6,20,8,7,34,36,35,34
GLF,1,2,14,4,3,26,26,26,25
GLF,0,9,22,7,9,30,36,35,29
GLF,1,7,25,7,5,53,56,53,52
GLF,1,2,5,1,1,23,23,23,23
GLF,3,0,0,0,0,28,28,26,22
GLF,0,5,10,5,6,23,23,23,23
GLF,1,3,16,5,3,23,27,24,21
GLF,1,6,13,6,8,30,31,28,27
GLF,0,7,9,4,4,23,24,23,20
GLF,2,9,24,6,8,84,85,77,75
GLF,0,3,25,5,5,24,27,24,24
GLF,2,3,21,4,7,16,18,17,16
GLF,0,1,2,2,1,25,26,24,22
GLF,1,6,25,5,9,39,41,39,37
GLF,0,16,50,16,17,75,81,78,72
GLF,1,10,34,11,9,60,61,56,57
GLF,0,4,13,5,6,29,31,30,28
GLF,2,8,21,10,8,39,42,39,39
GLF,0,5,16,6,4,20,23,21,20
GLF,1,5,12,5,5,9,9,8,9
GLF,0,6,14,3,4,17,17,17,15
GLF,0,6,34,9,6,26,26,23,24
GLF,0,5,12,4,5,34,35,32,31
GLF,1,2,12,3,6,27,27,26,25
GLF,0,3,9,2,4,43,45,42,40
GLF,0,10,34,6,7,27,31,30,27
GLF,0,9,19,8,8,23,25,24,23
GLF,1,4,12,1,2,17,18,17,16
GLF,0,10,21,7,5,37,37,35,35
GLF,1,1,7,2,0,12,13,11,10
GLF,0,1,5,0,3,16,17,15,16
GLF,0,1,8,3,1,19,20,19,18
GLF,0,9,17,6,8,41,46,43,44
GLF,1,8,22,9,7,34,35,34,32
GLF,2,1,5,2,0,19,20,19,19
GLF,0,4,9,2,4,26,27,26,24
GLF,4,7,14,5,4,59,62,60,59
GLF,12,20,45,20,18,192,196,186,175
GLF,0,0,11,5,3,11,12,10,11
GLF,1,10,32,8,10,39,39,38,39
GLF,0,5,13,5,7,29,32,31,30
GLF,3,16,46,18,14,64,65,63,60
GLF,20,53,141,40,40,413,425,402,386
GLF,2,3,10,2,1,14,14,14,14
GLF,4,6,13,4,6,33,35,33,30
GLF,1,3,5,2,2,41,42,38,38
GLF,7,3,10,5,2,55,59,53,50
GLF,1,5,13,6,5,62,63,59,61
GLF,9,12,28,10,14,94,96,91,88
GLF,1,0,7,2,1,17,18,18,17
GLF,2,3,6,3,0,40,40,35,36
GLF,10,17,51,18,16,165,175,160,154
GLF,10,22,45,16,16,169,181,164,160
GLF,3,9,24,10,9,34,37,33,31
GLF,3,6,13,6,6,117,121,117,110
GLF,4,9,31,8,3,42,43,42,39
GLF,2,9,27,6,9,46,49,46,42
GLF,2,6,14,6,3,62,65,63,61
GLF,2,6,16,7,6,31,34,29,30
GLF,2,11,24,8,10,67,69,65,66
GLF,3,11,21,16,15,74,78,75,73
GLF,5,11,21,8,11,91,95,85,83
GLF,9,7,10,6,2,71,75,71,70
GLF,6,5,11,3,5,49,50,47,46
GLF,6,1,11,2,0,23,24,22,24
GLF,3,14,32,14,8,78,79,77,75
GLF,3,0,1,0,0,34,34,33,31
GLF,2,4,10,5,4,35,36,32,30
GLF,3,8,15,4,3,37,40,40,35
GLF,4,2,7,1,0,34,37,34,27
GLF,4,2,3,1,1,29,30,29,28
GLF,1,5,10,7,7,16,17,16,17
GLF,1,5,14,4,1,35,37,35,33
GLF,2,9,26,7,11,65,68,64,58
GLF,6,5,31,7,3,122,131,123,120
GLF,7,12,34,7,9,22,22,21,18
GLF,1,10,18,11,9,37,39,37,38
GLF,5,10,23,13,10,37,43,37,33
GLF,3,9,15,9,8,41,43,39,41
GLF,0,7,16,8,8,31,33,31,31
GLF,0,3,4,2,3,21,30,29,21
GLF,1,2,8,2,1,14,15,13,12
GLF,1,3,17,2,5,19,19,18,18
GLF,1,10,17,8,6,35,35,32,29
GLF,0,3,8,3,2,17,18,17,17
GLF,0,10,26,7,11,40,44,41,42
GLF,0,3,17,6,1,16,20,17,16
GLF,1,8,16,5,3,43,45,43,42
GLF,0,1,7,2,3,10,12,11,12
GLF,6,11,22,8,10,71,75,69,65
GLF,1,4,6,2,3,26,28,28,28
GLF,0,12,18,9,10,18,21,18,19
GLF,0,5,10,5,2,10,12,12,10
GLF,0,11,20,11,9,58,63,54,52
GLF,2,9,17,9,9,62,71,61,61
GLF,2,0,6,3,0,24,27,26,24
GLF,0,6,16,7,6,12,14,11,12
GLF,1,4,10,6,3,15,15,15,15
GLF,0,6,11,5,5,31,31,30,29
GLF,1,6,14,5,4,23,23,21,21
GLF,2,3,6,0,1,64,75,59,57
GLF,0,2,9,1,2,45,53,44,42
GLF,1,12,27,14,10,57,59,57,57
GLF,1,11,30,12,11,48,51,50,48
GLF,2,3,21,9,3,44,45,39,35
GLF,1,3,11,1,3,10,10,9,10
GLF,0,1,5,2,2,21,23,22,22
GLF,0,2,6,2,3,13,14,14,14
GLF,0,6,18,8,3,27,29,28,27
GLF,7,0,3,0,0,14,17,15,12
GLF,0,12,24,10,9,45,46,45,41
GLF,0,4,14,5,6,17,17,17,16
GLF,1,6,13,7,3,50,54,50,49
GLF,3,7,18,5,6,80,80,78,75
LAV,0,7,5,11,4,11,12,14,11
LAV,3,16,14,32,9,53,50,55,49
LAV,2,6,2,20,6,27,28,29,27
LAV,2,5,9,11,5,20,21,21,21
LAV,4,8,8,36,8,40,39,41,40
LAV,1,2,2,7,2,14,15,16,12
LAV,2,8,5,23,8,26,27,28,27
LAV,2,1,2,11,3,41,41,42,39
LAV,2,1,3,11,4,12,12,12,12
LAV,4,7,5,23,5,46,43,46,43
LAV,2,9,6,20,8,35,37,37,33
LAV,1,5,1,10,2,41,37,43,38
LAV,0,3,4,10,2,26,26,27,24
LAV,1,15,14,31,17,47,45,50,46
LAV,1,6,6,12,6,20,20,23,19
LAV,0,3,2,13,4,21,23,25,22
LAV,0,5,5,18,6,18,17,18,18
LAV,1,4,5,12,5,13,14,15,15
LAV,1,3,4,8,5,16,17,17,15
LAV,4,25,20,47,24,142,146,155,139
LAV,0,5,6,12,7,60,58,63,56
LAV,0,2,3,9,2,16,16,19,17
LAV,0,3,3,14,1,22,21,24,22
LAV,2,5,6,16,5,23,22,26,24
LAV,1,4,5,21,7,21,21,22,20
LAV,0,4,5,12,4,16,16,16,16
LAV,0,2,2,14,3,13,13,13,13
LAV,0,4,2,19,4,14,14,15,12
LAV,3,4,2,8,0,17,16,17,17
LAV,1,0,1,4,2,30,29,31,29
LAV,0,8,7,18,7,28,28,30,28
LAV,0,5,5,13,4,8,9,9,9
LAV,1,5,5,10,3,16,14,16,16
LAV,1,16,13,31,15,52,53,55,47
LAV,0,5,4,10,4,14,14,14,14
LAV,1,6,4,9,5,30,28,31,23
LAV,2,9,9,20,7,24,25,25,25
LAV,0,4,4,9,3,13,13,14,14
LAV,0,5,7,12,4,25,24,25,25
LAV,2,7,10,23,12,30,28,31,30
LAV,1,8,6,15,6,22,21,23,22
LAV,0,10,5,32,6,19,17,19,17
LAV,1,12,9,31,7,57,56,61,52
LAV,3,14,19,37,13,118,115,127,117
LAV,0,1,1,4,2,16,16,20,15
LAV,3,7,7,16,8,34,32,35,30
LAV,1,7,8,22,6,26,25,29,27
LAV,1,11,10,20,8,52,54,59,50
LAV,1,6,5,15,6,20,20,22,18
LAV,0,3,5,10,4,10,9,10,10
LAV,0,4,3,13,3,18,17,20,18
LAV,1,7,4,14,3,19,21,22,21
LAV,0,3,3,8,2,48,46,50,42
LAV,0,6,5,12,5,19,20,20,19
LAV,2,6,4,19,5,33,31,35,32
LAV,5,5,5,18,5,102,105,109,99
LAV,1,4,4,11,3,34,32,35,31
LAV,2,8,8,19,6,21,22,23,22
LAV,0,5,3,15,4,25,26,26,26
LAV,6,7,10,26,9,95,95,97,93
LAV,2,8,7,10,5,16,16,16,16
LAV,0,3,4,10,4,35,35,36,35
LAV,0,3,2,7,2,15,15,15,14
LAV,1,2,1,8,2,16,16,16,16
LAV,2,6,9,23,7,25,26,27,24
LAV,1,3,3,9,3,34,35,35,34
LAV,4,13,7,38,9,104,100,108,103
LAV,0,5,5,10,6,15,15,15,15
LAV,5,9,6,21,4,76,75,76,74
LAV,0,8,7,13,8,47,48,53,41
LAV,1,4,2,9,2,32,33,35,33
LAV,0,9,6,27,8,53,48,55,46
LAV,1,7,7,14,6,18,18,20,19
LAV,1,6,7,16,10,46,45,48,44
LAV,0,9,9,21,5,38,36,40,35
LAV,0,5,5,9,5,19,19,21,19
LAV,0,5,6,15,5,15,15,16,15
LAV,1,7,7,21,11,43,44,47,43
LAV,1,17,17,28,12,43,42,43,43
LAV,1,5,5,9,5,27,28,30,26
LAV,1,8,5,14,6,15,16,17,16
LAV,1,10,11,35,7,42,41,43,40
LAV,1,3,6,10,4,17,16,18,17
LAV,5,23,22,63,23,92,90,96,86
LAV,0,6,5,27,8,38,40,41,35
LAV,3,6,3,8,3,20,21,22,21
LAV,5,11,11,23,9,28,28,30,25
LAV,0,6,4,8,4,20,19,20,19
LAV,0,1,2,5,1,14,15,16,15
LAV,3,3,3,9,5,14,14,15,15
LAV,0,6,6,19,4,23,22,23,22
LAV,1,6,4,8,4,18,17,21,19
LAV,2,6,6,10,5,18,18,19,18
LAV,0,10,7,21,10,32,32,33,32
LAV,1,3,1,5,2,17,18,19,14
LAV,1,3,2,8,3,25,24,28,27
LAV,5,18,15,40,15,65,64,67,66
LAV,0,1,4,17,3,22,23,23,23
LAV,1,1,1,4,1,17,17,18,16
LAV,1,8,7,15,4,61,57,65,57
LAV,0,4,4,9,2,17,17,19,17
LAV,1,4,4,9,3,24,24,25,23
LAV,1,3,2,13,3,5,6,7,5
LAV,0,5,7,11,4,23,23,24,24
LAV,0,1,1,3,1,28,27,29,25
LAV,0,8,4,18,2,29,31,31,30
LAV,0,3,1,9,3,12,12,12,11
LAV,3,14,16,57,16,103,99,106,102
LAV,0,6,5,8,5,24,24,25,24
LAV,0,3,4,12,3,20,21,21,18
LAV,2,22,17,47,22,125,125,130,118
LAV,1,24,23,44,19,102,100,104,98
LAV,0,3,3,9,4,11,11,14,10
LAV,1,7,4,22,5,25,25,29,27
LAV,7,20,27,63,18,149,153,161,139
LAV,0,7,5,12,4,24,23,25,22
LAV,3,5,6,17,3,86,89,95,81
LAV,1,13,15,30,9,62,60,64,60
LAV,2,15,12,38,15,74,73,78,72
LAV,1,2,3,7,1,14,12,14,13
LAV,6,9,6,13,6,81,77,84,74
LAV,1,3,3,8,1,20,20,21,19
LAV,0,9,4,27,8,46,45,50,47
LAV,0,7,9,14,10,23,24,25,24
LAV,0,14,17,31,14,17,17,17,17
LAV,0,11,12,24,10,34,35,36,35
LAV,5,9,7,15,5,68,65,69,66
LAV,0,5,1,7,1,39,38,40,37
LAV,0,3,2,7,2,18,17,19,17
LAV,3,19,22,62,18,118,122,131,115
LAV,0,3,2,10,1,42,41,46,43
LAV,1,3,5,11,4,24,25,26,25
LAV,1,13,16,37,13,48,44,52,47
LAV,6,12,16,29,10,80,76,83,75
LAV,0,6,4,15,6,21,21,21,20
LAV,3,8,8,26,11,38,36,39,37
LAV,1,4,4,10,4,15,14,15,14
LAV,0,3,3,9,2,15,14,16,14
LAV,0,3,1,9,3,53,53,56,52
LAV,8,10,8,35,4,135,129,142,124
LAV,6,1,1,2,0,28,29,29,29
LAV,3,5,5,20,5,82,78,86,76
LAV,2,6,6,27,9,86,84,94,86
LAV,2,3,0,7,2,33,33,36,34
LAV,2,4,4,8,4,30,29,30,30
LAV,9,5,9,25,7,65,65,67,65
LAV,2,12,10,31,16,30,29,32,29
LAV,1,3,3,15,5,36,35,37,33
LAV,0,5,6,16,2,20,19,21,17
LAV,0,6,6,12,4,23,22,24,23
LAV,0,2,2,7,2,25,26,29,27
LAV,1,14,11,35,11,67,68,70,67
LAV,0,4,3,11,4,16,15,16,15
LAV,3,12,11,32,9,38,38,40,37
LAV,0,2,2,8,2,10,11,11,11
LAV,0,5,7,13,5,10,9,10,8
LAV,1,6,3,18,5,32,30,34,31
LAV,1,2,4,5,1,22,22,23,22
LAV,1,10,8,28,11,25,23,27,26
LAV,1,8,8,14,4,25,26,26,26
LAV,1,7,8,19,8,14,13,14,13
LAV,0,3,3,8,2,13,12,13,12
LAV,5,10,9,21,9,62,59,62,57
LAV,2,3,6,21,2,28,29,30,25
LAV,3,12,16,50,12,33,30,35,30
LAV,0,5,3,11,5,24,23,25,24
LAV,2,3,5,12,4,16,14,17,15
LAV,1,5,7,13,6,23,21,24,23
LAV,0,4,2,11,3,27,27,29,27
LAV,1,5,1,9,4,21,21,22,22
LAV,2,3,4,19,8,34,34,37,35
LAV,1,12,10,28,9,57,55,61,54
LAV,0,9,6,9,4,22,24,24,21
LAV,1,8,4,15,7,20,19,21,21
LAV,5,7,14,34,15,94,94,100,89
LAV,2,8,5,23,6,54,51,58,51
LAV,1,3,5,16,7,17,16,18,17
LAV,6,5,7,11,5,69,69,72,70
LAV,0,6,7,25,5,10,10,14,10
LAV,1,7,3,25,6,50,45,53,45
LAV,0,7,5,14,8,25,24,26,24
LAV,0,11,10,12,7,23,24,25,22
LAV,0,5,6,12,2,31,28,32,30
LAV,1,2,9,17,6,27,28,29,26
LAV,0,10,10,29,9,27,27,28,27
LAV,0,5,4,18,4,25,24,27,22
LAV,1,3,3,6,3,29,29,31,28
LAV,1,0,1,1,0,37,35,37,31
LAV,0,8,10,23,10,28,29,29,28
LAV,1,4,3,11,3,13,13,15,13
LAV,0,6,6,18,5,42,43,44,41
LAV,0,17,15,47,13,67,67,76,67
LAV,0,2,3,9,3,24,24,25,23
LAV,1,7,11,19,5,18,18,18,17
LAV,0,19,24,42,18,75,79,84,79
LAV,4,13,14,38,8,122,119,129,110
LAV,3,13,12,30,12,67,67,71,62
LAV,1,3,2,15,2,34,36,38,32
LAV,2,10,6,21,7,39,39,42,37
LAV,1,5,4,10,3,11,11,13,11
LAV,0,9,10,20,11,19,18,20,20
LAV,0,23,18,55,27,61,62,66,62
LAV,5,11,11,24,7,85,85,91,78
LAV,3,2,1,11,2,67,68,71,64
LAV,1,4,2,13,3,18,20,20,20
LAV,0,1,1,3,2,21,20,22,21
LAV,1,7,5,16,4,18,17,18,18
LAV,0,1,1,7,3,10,9,11,11
LAV,0,4,2,14,2,47,47,48,45
LAV,2,8,9,22,9,105,107,110,100
LAV,5,9,8,13,5,16,16,18,16
LAV,4,5,3,11,4,50,47,50,45
LAV,0,7,9,19,8,25,25,25,23
LAV,0,2,0,7,1,11,11,12,12
LAV,0,2,0,9,2,20,18,21,19
LAV,6,34,28,62,31,111,108,117,111
LAV,0,6,4,12,6,27,26,27,25
LAV,0,9,6,21,7,22,20,24,21
LAV,1,1,2,10,4,19,20,21,20
LAV,0,5,5,15,6,16,17,17,15
LAV,3,1,1,6,1,74,76,79,71
LAV,0,5,7,19,5,25,25,28,26
LAV,1,9,12,25,12,21,20,23,21
LAV,4,13,10,23,8,106,106,110,104
LAV,3,10,7,27,6,139,135,149,137
LAV,2,5,2,18,5,58,58,62,55
LAV,5,38,31,84,43,103,102,108,103
LAV,2,7,7,27,5,60,61,64,60
LAV,3,4,3,8,1,71,70,72,68
LAV,4,23,16,47,22,134,134,144,123
LAV,1,1,3,10,2,14,13,14,13
LAV,3,3,4,16,3,68,65,69,67
LAV,2,7,4,24,7,87,92,96,85
LAV,3,6,6,14,6,47,47,48,45
LAV,0,5,6,12,4,15,18,20,14
LAV,1,4,3,8,4,59,54,59,51
LAV,4,18,19,43,15,101,102,105,97
LAV,2,5,2,8,2,35,35,38,33
LAV,1,16,10,43,11,60,61,63,52
LAV,0,7,5,23,9,17,17,17,16
LAV,4,13,14,41,13,86,87,92,86
LAV,0,2,1,6,0,13,12,14,11
LAV,3,12,8,18,8,37,41,43,37
LAV,0,2,2,8,2,9,9,11,9
LAV,0,4,6,12,5,42,46,48,42
LAV,1,9,8,22,6,77,78,85,72
LAV,1,15,13,32,13,60,55,61,57
LAV,0,1,1,7,2,23,21,24,24
LAV,1,4,5,12,3,10,10,11,9
LAV,3,13,14,28,12,46,48,50,48
LAV,2,10,10,19,7,23,23,24,22
LAV,1,6,5,21,4,36,35,37,36
LAV,0,13,11,22,9,39,37,42,35
LAV,0,3,4,9,3,10,11,12,11
LAV,2,4,7,10,4,86,82,87,85
LAV,2,7,1,20,1,40,39,41,34
LAV,1,4,5,9,3,12,12,13,11
LAV,0,9,9,16,5,15,16,16,14
LAV,2,9,5,19,11,26,27,27,27
LAV,0,2,4,8,1,19,20,20,18
LAV,0,3,0,11,2,35,33,39,32
LAV,0,3,3,6,3,11,11,13,10
LAV,1,2,1,4,1,16,15,16,14
LAV,9,8,5,10,5,96,97,103,91
LAV,2,4,6,14,3,52,47,55,47
LAV,0,3,4,11,5,20,20,21,19
LAV,6,5,6,9,2,58,51,64,51
LAV,5,5,5,22,4,58,60,67,57
LAV,2,11,7,21,8,48,48,50,45
LAV,1,5,4,14,3,35,34,38,37
LAV,1,2,2,5,0,21,21,21,20
LAV,1,8,6,16,4,24,24,25,19
LAV,1,14,13,32,9,50,46,54,43
LAV,3,2,3,7,0,32,30,32,29
LAV,0,3,3,4,3,21,22,22,22
LAV,0,2,2,8,0,29,28,29,29
LAV,2,27,19,57,19,146,143,157,136
LAV,2,2,4,9,4,24,24,25,22
LAV,2,2,2,6,3,28,27,29,28
LAV,9,9,11,43,8,156,156,167,150
LAV,2,2,2,9,6,28,30,32,28
LAV,1,19,15,56,18,51,48,57,50
LAV,0,8,8,19,9,17,17,17,17
LAV,4,7,3,28,5,118,115,125,108
LAV,2,9,12,23,9,70,70,72,67
LAV,1,4,8,20,3,42,39,42,41
LAV,0,7,4,19,8,34,32,37,34
LAV,1,5,4,10,4,10,9,12,11
LAV,0,2,1,6,3,14,12,15,15
LAV,1,12,11,23,12,41,40,44,42
LAV,0,4,4,14,3,29,29,29,27
LAV,0,6,2,8,3,49,49,53,47
LAV,0,9,7,17,5,38,39,41,39
LAV,1,7,6,14,7,15,16,17,16
LAV,2,14,13,22,9,37,36,39,37
LAV,3,25,23,45,21,94,90,98,90
LAV,3,5,5,24,4,46,47,49,45
LAV,0,3,3,5,1,14,12,14,12
LAV,0,5,4,14,6,15,15,16,15
LAV,5,6,7,12,5,34,36,37,36
LAV,1,6,9,27,10,34,34,36,35
LAV,1,4,5,7,4,15,15,15,14
LAV,1,5,6,10,4,18,18,20,17
LAV,0,9,7,17,8,31,31,34,29
LAV,3,5,7,14,6,31,30,31,29
LAV,0,4,4,8,5,13,13,14,13
LAV,1,2,1,8,3,27,26,28,26
LAV,2,13,18,37,15,116,119,127,118
LAV,1,6,8,15,8,21,20,22,20
LAV,2,7,7,17,6,47,48,51,40
LAV,2,2,4,16,4,43,42,44,42
LAV,2,1,2,7,1,55,54,55,48
LAV,2,3,4,9,3,16,16,17,15
LAV,1,5,6,20,5,60,61,64,55
LAV,1,2,2,5,1,14,13,14,13
LAV,0,8,8,16,7,23,23,23,23
LAV,5,32,26,67,25,114,106,115,98
LAV,1,15,10,34,13,66,65,67,61
LAV,3,16,14,28,11,66,65,70,62
LAV,0,5,6,11,6,14,12,14,12
LAV,0,6,6,14,6,20,20,21,20
LAV,0,12,10,27,9,32,31,35,32
LAV,3,5,4,12,4,33,31,36,34
LAV,3,2,5,10,4,43,42,49,42
LAV,0,14,11,20,10,48,45,49,46
LAV,0,5,3,9,4,15,16,17,14
LAV,0,5,5,15,6,21,20,23,20
LAV,1,4,3,12,5,28,28,29,27
LAV,1,4,1,9,4,22,22,24,21
LAV,0,7,6,20,7,31,29,32,30
LAV,7,16,11,35,16,104,102,123,98
LAV,2,7,8,11,6,61,57,62,58
LAV,4,6,5,13,5,31,32,33,31
LAV,1,1,3,8,1,19,21,21,19
LAV,1,21,22,49,19,108,105,112,101
LAV,0,4,5,15,4,35,35,37,33
LAV,2,6,8,11,4,39,36,40,35
LAV,0,1,1,7,1,14,13,15,11
LAV,1,8,10,38,8,60,60,65,60
LAV,0,5,5,15,5,16,13,19,15
LAV,4,19,16,45,17,121,120,126,116
LAV,0,6,9,22,10,14,16,19,14
LAV,0,7,5,17,7,24,24,26,23
LAV,1,6,5,16,5,89,89,94,83
LAV,1,5,3,15,3,79,80,86,78
LAV,2,4,3,8,4,27,25,27,24
LAV,1,3,3,13,3,12,12,12,12
LAV,4,13,13,31,11,155,145,160,144
LAV,4,21,16,73,16,114,112,121,111
LAV,6,21,12,38,16,41,42,45,39
LAV,4,11,8,17,6,39,40,42,41
LAV,1,5,4,6,4,18,18,19,18
LAV,0,2,3,8,1,14,15,16,15
LAV,5,9,6,28,7,109,110,114,107
LAV,2,12,11,35,12,68,66,71,67
LAV,0,6,7,20,6,31,29,31,28
LAV,1,17,14,32,11,45,43,47,42
LAV,1,12,14,22,7,61,68,69,58
LAV,2,15,14,27,12,93,92,96,84
LAV,7,18,17,51,17,83,84,90,83
LAV,1,9,8,17,4,50,48,54,44
LAV,3,16,14,31,15,97,98,104,94
LAV,0,2,3,8,3,13,12,14,12
LAV,4,4,3,20,4,33,33,38,32
LAV,1,5,5,18,5,79,83,86,77
LAV,0,8,8,23,10,37,38,39,38
LAV,1,9,4,14,5,91,89,101,88
LAV,0,7,7,21,6,33,32,37,33
LAV,2,17,15,32,13,154,156,160,151
LAV,0,4,4,9,5,16,16,16,16
LAV,7,13,11,55,21,155,151,163,147
LAV,0,2,2,12,4,52,53,57,50
LAV,5,41,32,112,42,155,159,165,155
LAV,7,17,13,28,14,86,87,90,83
LAV,0,2,0,8,1,14,15,16,13
LAV,1,4,5,16,5,45,44,47,41
LAV,0,6,6,21,6,44,40,47,42
LAV,0,1,1,10,2,26,26,32,24
LAV,2,7,7,15,10,35,33,38,35
LAV,5,6,6,18,5,71,75,76,74
LAV,1,4,4,18,5,28,26,30,26
LAV,2,7,4,14,4,61,61,61,55
LAV,0,3,2,9,2,27,26,28,27
LAV,3,21,20,54,16,103,103,112,97
LAV,0,7,2,14,3,11,10,11,9
LAV,2,0,1,4,1,50,49,52,43
LAV,1,11,5,19,10,45,44,45,43
LAV,2,3,4,6,3,37,41,41,35
LAV,0,8,7,18,7,30,32,33,30
LAV,0,7,8,14,7,18,18,18,17
LAV,1,8,6,20,6,45,45,46,44
LAV,3,2,1,6,1,36,38,38,35
LAV,1,4,7,16,5,29,30,31,29
LAV,4,21,12,50,11,84,83,91,76
LAV,1,5,4,15,2,23,22,24,22
LAV,4,6,6,30,3,97,93,105,89
LAV,8,8,6,15,8,108,105,110,103
LAV,2,20,19,60,21,133,137,146,142
LAV,0,5,5,20,6,56,52,58,53
LAV,2,4,4,13,4,33,35,36,34
LAV,1,3,2,6,1,23,22,24,21
LAV,5,3,3,9,3,37,38,41,34
LAV,0,3,6,14,3,30,27,33,29
LAV,0,2,2,6,2,32,33,34,34
LAV,0,2,3,13,5,35,34,37,36
LAV,1,13,12,33,14,52,51,55,48
