@relation textClassifier

@attribute textClassifier {EGY, MSA}
@attribute text String

@data
EGY,'سعيد كاكا كان الدافع الأساسي هو أننا عملت حاجة أه كبيرة أثرت فيعني وأذكره بس يعني تعبان فسبحت إنه والله أنا شفت حاجة وعايز تكلم عنها شان استعر بس وخلاص بعدين تطورت بيتنا نحس إنه اللي موجودة مهم'
EGY,'صفحة رسميا لذاعة للثورة أصلا اللي كلنا خالد سعيد أه بها في اتجاه عليها سيء جدا غياب يدعو الأولتراس الثورة وجماعة الإخوان على النت المساند جعل حركة 6 أبريل أعلنت المساند حركة مش عارف إيه الأول درسنا مع الأردن خاص'
EGY,'سفينة وظيفة جديدة على الدعوة الميدان معنا طبعا إحنا على زلمة نحن نتكلم بالميناء رغم البطائح نروح نتكلم لا يمكن الثروة عيد الأوروبية الليمفوما إحنا نعدي لأن إحنا تدين فيلم'
EGY,'صح علشان يخدم الصور بكل الأشكال اللي ممكن سواء الإمداد المادي سواء الإمداد الدوائي أه سواء الأطباء المشترك من الكنيسة في المستشفيات الميدانية اللي كانت موجودة في الميدان سواء أب لكل الصور المسلمين منهم يستخدمون ال التسهيلات اللي موجودة هنا أ زيل زي زي الأطباء اللي موجودين اللي داروا يدعم الصور'
EGY,'سحب كل أه المميزات اللي كانت بتعطى للأه للقطاع ال ال للقطاع العام وبالتالي هو وإفقاد ال التفريق القطاع العام من ال المهارات ال العمالية والكوادر العمالية اللقا قائم عليها وبالمناسبة يعني يعني فيه أكذوبة دايما بيتقال إن الناس اللي خرجت على المعاش المبكر والناس الكرد تقترب من سنة ال من سنة مع الداير حيث الدراسات أثبتت إن أكثر من ستين في المائة من يطلع على المعاش المبكر كانوا في حوالي سنة الأربعين عام والدليل على ذلك أن القطاع الخاص استفاد من هذه ال الكوادر'
EGY,'سحبت ما نعرف نعرف بس آه بس والحركة موضوع إحنا يعني يعني يعني إحنا ما هم مش مش بس لم يحصل بؤر هنا وتحت كل حاجة كل إنتاجه إلى هذه البؤرة للمشكلة د حركتنا وقت الأساتذة إن تركيز الداخلية طبعا في جزء كبير منه وقت وزيادة اهتموا بهذا الأمر حالة يعني أعداد كبيرة حمل أكبر المظاهرات لتمر بسلام وبدون مشاكل عشان ما يحصلش فيها تبعيات هناك رجل مرور بيعملوا هناك رجال المخدرات الأداب ال ال التمويل البترول وما للبترول ناشزة والغاز مش يزاول ما يتمش زايو ونقول والسواحل وال وال وال قبضة الإرهابيين هنا وهناك أثناء الأحداث ديكنسن الداخلي حتى ذكر في مؤتمر صحفي مع أربع لفات نوع أظن أن يشكك عدد الصواريخ اللي كمسك لك يعني أظن هناك م'
EGY,'سهير البابلي 3 3 جدل آلات ضربونا عليه إحنا حنكسب تامة وبيخشوا السياسي استثمار أو يستخف به أو حاجة زي كده طب وصحة إحنا عرفنا قمته في الحرب وفي السلام'
EGY,'سموهم والانفتاح الاقتصادي فبدأ عملية تدمير الصناعة والاقتصاد الوطني لصالح فالإ طبقة جديدة ما كانش ممكن هي تقوم أصلا بالاقتصاد الوطني وتدبر في ظل القطاع العام'
EGY,'سمير هايدغبر باكستان هندسى لأربع سينشر البرتين بس لملفنا في المنطقة منعزلة جدا على الجمال أه في الأول معرفناش أيام الإغريق إحنا ونسمع عن الناس أم إلى ملفين ويوجبون تبرعات وزعنا باكتمال وزعنا بطة بصورة أكثر زي ما ناس كثير بكامل لإينان جندييها الآن لثلث دايرة حلقة مفرغة إحنا اللي بنحاول نعمل لإن إحنا بنقدم نموذج بكسر الحيطة بصلح المصورة فبيحاول يعالج المشكلة من الجذور إننا شيء ساعد محتاج إن هو اللي ساعد نفسك الخطوة الأولانية أعتقد إن نهاية الخدمة أه صيغة أه جادييا كانت أه المشغل'
EGY,'صناعة صناعة في مصر هناك مصري'
EGY,'أه جميع محافظات أسعد الناس اللي هي تحت الصفر ويحاول بفضل الله سبحانه وتعالى إن أعضاء إيتا البعض أو هدية بعض الأحوال في متابعة'
EGY,'صنعاء على المحافظات المختلفة كان جزء من رؤية شاملة لأن مصر ما بدأت شيء يعني هذا المشروع من فرار ومجيء استنادا إلى فكرة شخص لكن كان لديها يعني عملية تخطيط متكاملة في جوانب اقتصادية واجتماعية وسياسية تربط بينها وبين بعضها وكانت أهمية إنه تم إنشاء صناعات في عدد من المحافظات هو تحقيق التنمية المتوازنة بين المحافظات مصر وبعدها'
EGY,'سنة 60 بذلك فكرة التخطيط المركزي والقطاع العام والاشتراكي'
EGY,'صور المظاهرات كما درج المحكمة إلى أي لازمة يعني كان ضعيفا جدا وكتب عاشور على الضربات أنك تشترك فيها بعد كده على المدونة في الوعي الموصللي ومستمرا لحد الوقت الحمد لله أولئك إقبال ضخمة جدا وأن أهم من الناس إنها تعرف إيه ال إيه اللي بيحصل في في الشارع وإيه اللي حكيت الناس المعارضين دون أي قصة كفاية قصة أيمن نور ورقصت الاشتراكيين الثوريين و والحدث'
EGY,'صور عدسة صناعية معقولة بتأميم الصناعة الإنجليزية والفرنسية بعد عدوان 56 أنشأت مؤسسة الإقتصادية التي كانت نواة القطاع العام في مصر وتوفر لها عدد من الكوادر التي تستطيع إنها تدير هذه العملية سواء كانت هذه الكوادر فنية أو كانت كوادر إدارية أو كانت كوادر مالي'
EGY,'صورة إنه فكرة دخول الشارع للمعرض من ومنها أن الوسط الإعلان فكرة إنه في ناس بتتكلم الناس بتتكلم بعضها يعني تخول سلطات الدولة الحديثة البادي هو لبيب بوصلة الناس البيبي بيقول الأسبوعي سولومي في المكان الفلاني في الوقت الفلاني أنت قوي لا يعني إلا مثال على مجال معين مثلا'
EGY,'سوزان حصلت يعني كان الفساد وصل يعني يفوز وكانت بذلك يعني عناوين واحد لما يروح يعمل أي حاجة إلى أن يطلب من نقاش وعالميا مجازر عناصر من بيتي لا البارحة وصلت لمرحلة بتاع وشعبة الخوصصة حيث فكان لازم أه زيادة كان لازم توقف'
EGY,'سيأتي مجلس تشريعي يضع قوانين صحيحة تصحيح الأوضاع الخاطئة التي كان يقوم عليها النظام السابق حين تكون هناك أوضاع صحيحة سيكون نحن موضوعنا وفقا لهذا القانون'
EGY,'سيد درويش أول حاجة اللي إحنا حبينا لأنه خد هنا الناس في الشارع وعلى سبيل المثال وليس الحصر سيد درويش اللي بيقول كذا الشارع بيغني كده بيقول بعد شهر ي صاب قضائية ديل بونتي أليس إيه الحوثيين دمبو سالمان رحنا وبإيمان ليس من هنا بدأ يأخذ من فولكلور الناس اللي هي متعلمة المصريين من الجذور ويحرق ده في عمل مسرح سيد درويش سيد بلوشي سيد درويش دوره ومن رجل عربي والناس بتعتبر بالحد الوقتي وسيد درويش المصلحة والتعبير'
EGY,'سيد درويش برضه غير في القاعة يعني مثلا سيد درويش لما أه أه عمل قومي مصري الكذا ولم يمارس لمساندة قريبا من الذي خرب الناس لنصر الدين يجب أن أبرز'
EGY,'سيد درويش مسافر للشام من أجل تعلم سيد درويش تافر يطلع بهدف التعلم ورجعت ثاني مستقر لكن لما سافر الشام سافر الشاب علشان يعمل حفلات وقدم لاشك أنه استفاد من القدود الحلبية اللي بتميز سوريا تمييز كبير لكن هذه القدود الحلبية كانت تقدمت فعلا كانت جاءت إلى مصر فعلا وقدمت حفلات دفعت بها إلى النمو والتطور في شكل فر قت أبو خليل القباني الليغا أقدم مسرح وإننا وإن في شكل آخر بلاعبيه موسيقي سوري مهم باسم شاكر الدمشقي د مع السلفيين قد شكل الدمشقي يعني مجموعة مرشحة سورية كبيرة جدا أفادت سيد درويش أفادت كامل الخلعي وأفادت كثير'
EGY,'أه كالماء يعني ال اللي زيادة الحد يعني الذي الفرد الليبي أكثر من من يعلم العادي متعارف عليه'
EGY,'سيد درويش صوفي عدد كبير جدا من أغاني يدافع عن المرأة المصرية لم يكن أبدا أقل عزيمة في الدفاع عن تحرير المرأة من أسمعني أبدا يعني سيد درويش حولني إلى لغة موسيقية في البيوت اليومية أه باختيار دايوو بنت يورو لمن بزيادة كي ينمو ومتوه بهم أمور أخرى أصيب للنوم مللي غوروش الله زاهية أظهر إيه ومن هذه الدول أعضاء أيدي غير آمنة مولن زاية المغاربة'
EGY,'سيد درويش ينادوا وعما التطور الكبير جدا الغناء الجماعي واحد الريمي للتنمية لهذا التطور ألفاز الحوار الحوار بنشوف خوست مختلفة بوش أنا أطلق الحملة لعبد الحليم حافظ ومحمد الموجي أجمل وأحسن جنيد أجمل وأجمل لكن كلنا نسق سردي والحوار عند سيد درويش وتعدد الشخوص نسق خاص إيه اللقاء بالموسيقى السيمفونية ممكن أن يكون في حتى قررت أوروبا إلا أن أوروبا شخصية خرجت على اللحن المفروض إنها تعمل تعدد الألحان كل تاريخ الموسيقى في العالم هو تاريخ تضاغط الألحان وكسرت شو خصها بالتدريج بعضهم ببعض يضر ضد إنشاء الهرموني يعني لحنيف راح والكم تربوي يعني راح والتوزيع يعني مجموعة الحال مع بعض وكلمة النسيج الموسيقي وكلمة الظفيرى الموسيقية كل التركيب الموسيقي الأوروبي الفائق لحضارة أوروبا هو قائم على التضاغط الألحان على هذا النحو سيد درويش قطع في تضع الحل والخروج عن نحن المفروض بحوار ولحمي جماعي خط وخطير جدا وقد تعاطى إيطاليا شخصيا فاتحة النهضة في أوروبا ناشئ عنده طالب ما هي بروغين قلب الدنيا إسم الوكرة'
EGY,'سيدة بيسعد الناس بسد الطالبة بالأمن والأمان'
EGY,'سيدي بالضبط هناك قوانين ولكن هناك دستور وعندما تتعرض هذه القوانين مع الدستور يتعين على القادة ويانصيب بل ويلزم بإحالة الأمر إلى المحكمة الدستورية العليا للنظر في هذه القوانين حتى تلغى لا نحدد مفاجئة إحنا انضمينا للعهد الدولي للحقوق المدنية والسياسية والذي تنص المادة 11 منه على أنه لا يجوز عند الإخلال بالتزام تعاقدي أن يتم حبس المخل لأن هناك إكراه بدني زال من العالم كله مازال مطبقا في مصر هذه الماء هذا الإعلان الدستوري العهد الدولي عندما وضعت كقانون بموجب قرار رئيس الجمهورية 536 لسنة 81 الرئيس السادات كان يتعين بموجب العهد نفسه أن يعدل الدستور المصري مش بس طيب'
EGY,'صين التعليم الصناعي بحلف اللي موجودة هي الصيغة لا يمكن أن تقدم فة للمساعدة لأسباب متعددة منها على سبيل المثال أن الصناعة بيك نحتاج بمهارة ومتابعة وملاحظة للعمل'
EGY,'تايم المحكمة بعد الثورة'
EGY,'طب أنت الآن الشعب قام عن بكرة أبيه وأنت الآن عندك مشروع تغيير ركوب هذه الموجة لم تقع أصلا'
EGY,'طب أنت قلت إنك قلت له إن في واحد من تنظيمه بيرم يتحدث عنا'
EGY,'طب هو الآن الأمير تكلم'
EGY,'طب وصحة طالبا في الكلية للنوم طالبوا بإقالة تعميد فهو معروف يطالبون بحقهم في الحقيقة إن بربوتي اعتداء عليهم بقوة وفي حالة من الانتشاء بينما في الشقة دي طفطف وتوالت بعد كذلك ماسبيرو ومحمد ومحمد محمود ومسرح البالون وبورسا قوة سعيد في الحقيقة واستخدم فيها القوة حد بيمارس قوة ومع سلاح وعرف إنه مش عقب القمة ولم يعقب'
EGY,'أه كانت أنا شخصيا كنت عصب بازوباندي تتنازع تصورا بين سيئة من للنتائج في حاجات مهمة من زمن في الكاميرا بتبقى مش مسد النقطة للفشل يعني لا تقصي أو هي على إنها تثق أبدا'
EGY,'طب خليني أسألك سؤال بسيط إحنا على بلادهم تمت بالضبط من الميدان التحرير من الحص الإثمد ده ينفع 20 3 عيل مسلط عليهم عشرات الكاميرات عملي حدف الطوب وشرط الشرطة مش قدرة مهم وهذا المشهد الرديء عن مصر يديه بعشر دقائق'
EGY,'تبادلت بيلمير مبادرة عمل 20 بلدا آشر سوى نصف النهائي غير جلده أ تبع أسس مع حين كان فكرتها الأساسية منعها دخول مجتمع صغير مجتمع الأطفال حد عملهم توعية صحية مهمة إزاي اهتموا بالجانب الصحي ب من حياتهم ومهما أرسلت يوم فكرة العمل التطوعي'
EGY,'طباعة حصار بالكامل وتتنادى وسلمية'
EGY,'طباعة'
EGY,'طبعا إن ظهرت دعوات الاحتجاج فيوم 25 يناير الدعوة ديت أه بعنوان يوم الثورة على الفساد والظلم شرائح كبيرة من الشباب اللي رمصيص من المواطنين العدين اللغم وشافوا صورة تونس وأيضا يعني كانت موجودة قدمهم على الشاشات تبعه وفصوله يعني التعاون لاحظ لوقت آخر فبالتالي كل إذا كان شحن الشارع المصري عما تنوي الشارع السكندري قصة'
EGY,'طبعا أنا جزء من هدف والتفاعل عملنا قناة قناة اتصال مع الناس'
EGY,'طبعا الممثل القانوني أل الشرعية لل للقضاء العادي فمصر ومجلس المجلس الأعلى للقضاء في النادي عبارة عن مؤسسة اجتماعية مالوش علاقة بالمسائل لولا الموقف على الإطلاق النادي أه ك كجمعية لأداء خدمات للقضاة تقديم خدمات'
EGY,'طبعا باشهر عرب على السيد درويش أن يلاحق كبرى شمشون ودليلة فسيدلون يطلب ألف جنيه تستغربي أنا مش حقدر فيجب أن عاوز ثاف الإيطالي عشان نعرف قال إن دول بيعملوا إيه عشان أجي أعمل الأوبرا المصرية مش مجرد الهوفرنج اللي موجود فيه الأوبرات الإيطالية طبعا رفض طلعت باشا حرب وهو سنة عمل هذه الليلة إلى الفنان دوكوسن وأخلت سبيله'
EGY,'طبعا بالتأكيد حرب وقعت بالتأكيد الاتفاقية اتفاقية السلام وانتهاك لكل أه لكل ما فيه به إنما في الواقع أنا أعتقد إنه نوع من الحرب النفسية لمواجهة التهديدات والكلام الذي زاره بنفهمه أنا أتصور إنه سواء أل أه أل أل الحكام الفعليين للسلطة في مصر المجلس العسكري أو مرشح رئاسي على الجانب المصري أو المسؤولين الإسرائيليين كلاهما يدرك أن المعاهدة بين مصر وإسرائيل مسألة لها أولوية حتى ولو زارت عبرت هنا وهناك وبالتالي نوع من الحرب النفسية نوع من التصريحات والتصريحات المضادة إنما أنا لا أتصور أن هناك نية حقيقية للنخبة السياسية في كلا البلدين لإحداث تغيير حقيقي على المعاهدة أو للإخلال بالسلام المصري إسرائيلي على الأقل في الملحق'
EGY,'طبعا بالتأكيد كان في ومقالات كثيرة بلدنا نتمتع بها وبدأنا بالفعل أو ماذا نفسر الولاية جدا وعرفنا جوار فكرة العنف بصفة عامة إذا شفنا بعرض أفلام وثائقية كثير موجودة الإنترنت تكلم عن تجارب شعوب للبلاد تكلم عن الطبقة فكرة العنف كان فيه انكنلد الفكرة نفسها وملفقة وشكل جفناه أو من كتب'
EGY,'أه لا مع الفارق لا هناك فرق كبير إحنا ممكن نقول الوضع في تركيا'
EGY,'طبعا بيأثر الطلبة تتطلع مستوى في ضعف شديد أشانتي أه طبعا مفترض إنها أه أدخلوا التعليمية الكومبيوتر كنت كنت أيضا من شهر الكافي العدد أقل فبنضطر نرجع لل الأسلوب البدائل لول شرح اليادوس سبور'
EGY,'طبعا ده برضو حاجة مؤسفة جدا لأنها كانت بتعمل ليه إحنا كنا في النص الثغرات اللوري بتعمل المنزل التصنيع 60 70 اليوتوبي 80 العربيات الركوب كنا لانتييري موتور المحاجر بتحط حالك كنفسك ننتهج ربك ستكون النتيجة كلام دا كله توقف أه أه للسياسات أنا مش فاهمة ومش ح كم عليها'
EGY,'طبعا في حاجة اسمها معروفة في أه الاقتصادات الناشئة كلما زادت كميات المضبوع كلما انخفض السعر لأن هناك تكاليف سبتة تقسم على عدد النسخ المطبوعة هناك دراسة قد أجريتها منذ عدة سنوات إذا فنشرت من أو طبعة من الكتاب ألف نسخة وكان مثلا بسعر عشرة جنيه إذا اتبع من هذا نفس الكتاب بنفس المواصفات عشرة آلاف نسخة يصبح سعره 4 ونص هذا الفرق كبير لابد أن تصل إلى كلمة الكبيرة'
EGY,'طبعا هذا وهذا مسعى تسعى يعني هذا ليس سؤال نظري مطروح وإنما هو كما يعلم الدكتور حسن نافعة إنه كثير من ال ال الفصائل الوطنية المصرية تسعى من خلال الجمعية الوطنية للتغيير وغيرها الآن بمحاولة خلق هذا الاتجاه العدو الرئيسي في مثل هذا المسعى هو الواقع وأرجو إنه الحركة الوطنية المصرية والحركة الديمقراطية تنجح في خلق هذا الفريق الرئاسي الذي يضم شخصيات متنوعة في أصولها الفكرية ولكنهم وحدث في هدف سياسي من إنت ليخ لإنشاء مصر الجديدة مصر الثورة عشان كدا مطروح في هذا الفريق الرئاسي أسماء زي الدكتور عبد الله مفتوح خلفيتي الإسلامية و غيره من الأسماء وهذه مسألة تجري الآن وطبعا نفس محاولة سيجري تخريبها ولكن من الناحية الأخرى أرجو إنه القوى الوطنية المصرية تنجح لأول مرة في تاريخها في التخلص من هذه الآلاف المزمنة اللي سببها الانقسام والتشرذم'
EGY,'طبعا لم يعني مش إنجازات لكن حياله الليبية صعب عليه هو المواطن المصري إل أه إل بنفرحوش بالأخبار'
EGY,'طبعا من الاحتمالات الواردة واردة بس أصلا ما عندناش أه يعني أولا الحكومة العراقية وهي تمد النظام من ال من الخارج يعني الحكومة العرقي المال المستهدف ها لإسرائيل أن لبنان يعني نتكلم أنا شخصيا أستبعد إسرائيل بأي حال من الأحوال لأني لا يوجد لهم سيادة بشار لا يمكن فعله في هضبة الجولان الذي لم يستطيع فعله في 40 عاما لا يستطيع فعله الآن لا يلزم القوات المسلحة مفككة ومجزئة وجزء كبير من قادتها أصبحوا منشقي الحاد تحرك في اتجاه لبنان'
EGY,'طبعا قضية المساعدات مهمة جدا بالنسبة للناس يعني بالذات الأسلحة اللي موجودة في مؤسسة معظم قطع الغيار كلها أسلحة بكين فالطبع المساعدات مهمة في جزء من المساعدات بعد دعوة مساعدات اللي مادية قطع غيار أو أسلحة فموضوع المساعدات اللي اللي هي المدينة دينيا معظمها يعني ما بيروحش يصفي والطريق الصليب فلذلك لازم الحكومة المصرية تشوف بالذات المساعدات تبين كيفية استخدامها بطريقة سليمة قاسمي تساعد الاقتصاد المصري مش مجرد النية في اجتماعات ولقاءات ومؤتمرات وخلافه'
EGY,'طبعا طبعا أنا في الواقع لا أميل إلى المبالغة في الطعن في شرعيته في كفاءته في نزاهة الانتخابات الرئاسية في النهاية لن متشكل من عناصر قانونية لا أحد لا مصلحة لأحد هم لا مصلحة لهم في إن لم يتلاعب في الانتخابات إن لم يحدث أي نوع من التزوير الفاضح أي حاجة لا أتصور هذا على الإطلاق وبالتالي أنا لم أكن سعيدا على الإطلاق لطعن الذي دار بين بعض الأطراف بعض المرشحين إذا قررت هذه اللجنة لا أعتقد على الإطلاق أن تكون مع هذا ضد ذاك على الإطلاق'
EGY,'طبعا يعني هو في أخطر من النهب عندنا فراغ كامل يكاد يكون عميقا عم يصوت تنفيذا يقول عندي سلطة تشريعية يعني مصطفي الزايدي لا طبعا حظ مصر ودا الغرض منه'
EGY,'طبعا يعني من وجهة النظر الأميركية الشأن الداخلي المصري مرتبط بالشو بالاستقرار الإقليمي وزي ما قال الضيف الأمريكي قضية الاستقرار في المنطقة أه مصلحة أميركية بالدرجة الأولى الاستقرار بمعنى إل البترول والمواصلات وإلى آخره وكذلك وأمن إسرائيل هما دول القضيتين فهي من وجهة النظر الأميركية استقرار الوضع الداخلي في مصر يساعد على المنطقة بشكل عام قضية العلاقات المصرية الإسرائيلية أعتقد الدكتور مرسي حسمها في أه في حديثه لما قال إن مصر ملتزمة باتفاقاتها الدولية وبتعهداتها معتقدش إنه القيادة المصرية جديدة حتى تفرغ من طريقها علشان تاخد أي تحرك إيجابي تجاه إسرائيل ولكن أعتقد أن مسألة الالتزام بالتعهد بالتعهدات المصرية إزاء طبعا إذا إسرائيل حتى وإن لم تذكر بالاسم يعني مسألة سب تنفيس خارج مصر يعتبر سبتة السياسة الخارجية الجديدة ولكن مع بعض ال يعني مع بعض التعديلات لأنه الاتجاه العام في مصر والرأي العام في مصر من فترة طويلة هو إنه مصر تأخذ سياسة أكثر حزما إزاء إسرائيل ونسف الخارجية المصرية تكون أكثر وضوحا إزاء إسرائيل ما كنش شريف مكة وما تبدوش حتى وكأنها شريك لإسرائيل فاعتقد سواء الرئيس مرسي أو أي حكومة منتخبة مصر حيكون علينا تلتزم بهذا التوجه ولكن في نفس الوقت دون التورط في حاجة قد تقود إلى نزاع مسلح بين المنطقتين دون منطق أل أل أل رفض أو تحاشي تظاهر العلاقات وات وصولا للنزاع المسلح وبين مسألة الحسم أعتقد أنه الموقف المصري من إسرائيل سواء تحت رئاسة الدكتور مرسي أو في أي حكومة منتخبة قادمة حيكون الموقف المصري وهو أحد أعرب إلى العلاقة التركية الإسرائيلية'
EGY,'أه مدة اليونانية من مادة البولونيوم مادة هي مادة خطيرة جدا ما عدا سهم مشاع بي يصدر إشعاعات خطيرة سم أشعة ألفا أو جسيمة تالفة وتداول هذا المعدل لا يمكن تداوله بالآب اليد ولكن بيعتبر كوشنز وأجهزة ومعدات خاصة لنقله من مكان إلى آخر ما مش من السهل وودان لشدة خطورة التعرض الإشعاعي منه'
EGY,'طبعا'
EGY,'تبنى النظارات من عن محطة قطار مكون سوريا معروفة جدا يعني في أوساط الناس الشعبيين الشعارات أه له والتي كانت مرتبطة بشكل أساسي قضايا والعملاني ومرتبطة مباشرة طيب ماشي ابتعدت النخب'
EGY,'طبيعة المدينة خلت من كل المسيرات اللي لازم يطلع أشهر طويل عشان كام العلاقة داخل المدينة يعني ماكانش ممكن ال طابع المدينة هو الخلل الثورة يمشي بالحركة ففكرة الثورية أقطار فكرة المسيرة هي الفكرة متماشيا مع لتفتح مستقبل بكامل تضم والمحدد جنبات بتمشي جامبو يتغير عليك الكعبة يعني كل الحاجات ديه خلاقة علاقة ال المسيرة في المسيرة يشكل مناسبة أضفت الصور'
EGY,'تضاربت تصريحات بعض الوزراء خاصة فيما يتعلق بوزارة الخارجية مثلا لما أعلنت الخارجية وتجاوز الخارجية إحنا مسؤوليتنا'
EGY,'تضربنا في ألمانيا حيدر لتصنيع المعدات ثم حضرنا لما المعدات وصلت ودي نركبها ودي كانت حاجة كبيرة جدا بالنسبة لنا تعقدت الدولة شركة الدمج الألمانية لإنشاء مصنع بطاقة 400 ألف طن بطريقة الأفران العالية التي تستخدم فيها خامات ليست موجودة عندنا في أسوان في ذلك الوقت'
EGY,'تعالى الأول الاتفاق على إنه كلنا مؤمنين بحق ال حق القصاص لشهداء الثورة لا يستطيع أي مصري زيادة حق هؤلاء في القصاص لكن على الجانب الآخر إرتضى الرئيس مرسي ورطل المصريون أنفسهم إنهم يتخذون بالانتخابات بديل للشرعية الثورية وتم الاتفاق على إنه الشرعية الشرعية الدستورية هي الأساس وعلق أذكرك عندما عقد البرلمان وحاول الثوار الوصول إلى البرلمان رافعين راية الشرعية الثورية صار البرلمان بأغلبيته من جماعة الإخوان المسلمين وأغلبية من من التيار الإسلامي ضد هذه الفكرة وقال البرلمان هو صاحب صاحب الصف فأنا أعتقد إن إحنا مش حا آه مش م مش سنراوح مكاننا مرة مع الشرعية الدستورية عندما تناسب ما نرغب فيه ومرة مع الشرعية الثورية عندما نرى فيه علينا جميعا أن نتفق على إن المجال الطبيعي الآن هو الشرعية الدستورية التي ارتضيناها جميعا'
EGY,'تعاملوا مع الوزراء يعني قبل ترك العمل المستثمرين حتى مسؤولين مصريين يقولون كل هؤلاء الآن في شبه شلل لأحد يوقع على شيء وأن كل الكل متخوف إما أن يلبس البدلة البيضاء في السابق أو أن هذه الحكومة حكومة مؤقتة وستمشي قريبا'
EGY,'تعلم باعتقال لأن الأمور واضحة وهو واضح من الماء ما حدث في مصر الآن إحنا لا عندنا آخر ما عندناش وقتل هذا أعتقد الخطوة أية خطوة أه تطوير أو تطهير القضاء كان يجب أن تبدأ من الآن'
EGY,'تعلم في مطلع مرب يبحث عن إجابات لأسئلة كبرى يحاول أن يلتمس هذه الجدة عند تيارات مختلفة'
EGY,'تعليم'
EGY,'أه موضوع تعز مثلا إبتدا بأن ناشط اشتراكي أه غالي وأني أه أه في جماعة أه في امبابة معهم فيديوهات نورها لك أه كانوا فيديو هي للتعذيب في إس من بابه فأقتل مدينا نشرته حصلت ردة فعل جامد يعني لأن البديل نصف الإسم تدرب على فتح وده يعتبر في العرف الشيء المعتاد وحصل فلاقته أه حتى في الأفلام والمسرحيات هو عبارة عن فصل كوميدي يعني حد يروح الإسم الضرب على عفاف دا شيء عجيب جدا لحد ما يجي في مجالي مدة والزميل وجاب لي فيديو بتاع مادي كبير وهوبيو تصب في بلادكم طبعا الفيديو كان صادم بشكل يعني يفوق كل ما نشرته قبل ذلك مجتمعة أه وتحولت لموضة تحول الموضوع إلى قضية رأي عام تكلم عنه في الفضائيات والصحف المطبوعة مؤدلج تتجاهل الموضوع'
EGY,'تعمل باستقلالية كاملة لكن يعني قيل لك مدى خلافات كبيرة ويجب يعني هذا الدستور يجب أن يعني يعاد بالكامل فسألت عمدا خلافات أو الاكتفاء أقرتها معركة الدستور بالكامل بتقول هذه المادة إن الدولة والمجتمع مسؤول عن حماية الآداب العامة فالمجتمع دي لفتت نظري فهؤلاء شيء إنشاء المصري يعني يرفضوا فلما استفسرت من الإخوة زمايلنا في الجمعية السينما وأضاف الوزراء عندنا قانونين هي مادة من دستور 71 وعندما أتت بدأ قديمة ولم يعني لم يظهر عليه أي شيء ولما أثير ال الشك حول شال المجتمع الدولة مسؤولة عن حماية الآداب العامة طبعا'
EGY,'تعمل معهم على في البداية الأمام اصابات يعني يعني أنها عنف بلا حدود يعني بداية طبعا مش صحيح'
EGY,'تعرف نعرف 50 مغالاة لسنا بحظر'
EGY,'طغت على جبال ليصير للحد من داخل العملاء يعني هذه البطولة بين العروش على أن يكون مرتبطا رتب للدفاع عن نفسه'
EGY,'تغير الآن بعد الحكم بعشر أيام على مسلم البراك لنترك مانشيت كتب يعني الحكومة هي التي تشعل الما'
EGY,'تحسن بإذن الله سبحانه وتعالى في النظافة تتحسن في الأمن لأخذ إجراءات لدعم الليرة لتوفير فرص العمل لأخذ إجراءات لمحو الأمية'
EGY,'تجمع ضباطا الله ومواد سندمر بلدانهم محمد جمال كان وبرينغل متعذرين مير بتاعة ضمت آلاف وستة آلاف واحد ما كملوا سليمان بعدين يعني حرية وعدالة اجتماعية وتضيف ليه يعني نحن نعتبر أن الملا نحنا كنا ب أو نتميز الملك غازي طبيعي الموقف النزيه من اليمين عينيها'
EGY,'تجمعوا تدمر مليون اللي تشوفه بعد كله بسبب ما تنحط على ال على اليوتيوب والفيسبوك و أنا أتحداك أولي صاحب أو أي حاجة يعرفه كان موجود في الشارع اليوم حصل حاجة لازم أريبو ستحاول معرفة'
EGY,'طلبة أو تنمية قادة طالبان أربع مدارس ابتدائية بيتحولوا فلما كندي فهنا بالاجساد مسؤول إبعاد الثورة تطوير المدرسة بالمعامل فالميديا مما مرضية من معان كل النفوس الطالب مصلحة الطفل وأماكن ضياء غلط أن هناك فصول بداية فصل 76 طالبا'
EGY,'تم الاتفاق مع السيد مدير أمن السويس وإذا قامت مرة على السد السويس سيكون هناك جماهير مصاحبة لنادي الإسماعيلي بالإضافة إلى جماهير نادي السويس أعتقد المبرح تقوم بجماهير وحب الدافع الأول للنادي الإسماعيلي طبعا المكسب لإرضاء الجماهير وإرضاء طموحاته في البطولة العربية'
EGY,'شوف عندما ظهر الجيل الجديد اللي وإبنه وأصدقاؤه وشليتو من رجال الأعمال صغار يعني تغيرت الأمور تعر زامارى يقول تقدما بيسان فأعطى مقود السيارة لإبنه فدخل بين كلمة في الحقيقة'
EGY,'أه طبعا بالنفس في الفصل تهويل غير أسئلة الطلبة يعني أنا مو ضحلة 30 أو 35 طالبا غير ما أوضح 61 طالب بيسألوا وعاوزين بدنا نعيد وعاوزين أنا أوضح وفساد فالكثافة المعقولة المنظمة 30 35 طن'
EGY,'تم حله أو جهد الآثار وجود مجلس رغم أنه نفس حكم حل المجلس ولية تحفظت عليه أيضا أه ل إني أعمال المجلس وقوانين وقرارات تبقى صحيحة لا تتأثر'
