@relation textClassifier

@attribute textClassifier {EGY, GLF, LAV, MSA, NOR}
@attribute text String

@data
EGY,'مدرعة كانت ماشية باب باب ب سبايت وبكى بسقف نفس ه و عساكر أمن مركزي وراها عددهم كبير بدأت من أول من ابن عم بالخطوط البيض اللي في الشارع بعد اندلاع الشارب واحدا واحدا بدأ الشباب يجيء أي حزب لابان مسافة عم بقول الأول وائل مسفر مونزر عدد منهم بقى بدأ يتراجع والمدرعة بدأ التقرب أكثر لغاية ما وصلت هنا بالضبط مفاجئ هو ظاهر'
EGY,'مدينة مصل للناس لكن نحنا للإساءة في البيت للإسراع في البيت وينزل وهذا جاوبنا معينة'
EGY,'مع الاحتلال البريطاني بدأ الاهتمام الشعبي بالصناعة وبالتعليم الصناعة والسبب في كده إن الحركة الوطنية المصرية إن أحد أهم أهداف الاستعمار البريطاني هو إنه ياخد المواد الخام خام ويصنعه بلاده ويجيء ويرجع أني بيعهن كسلع كاميرات التصنيع وإن هو ده الهدف الرئيسي للاستعمار وعلشان كدة كان منطق مواجهة هذا الهدف بإننا نعمل صنعت ما صنعت ما لازم نعمل كما تعلمنا فن عشان كدا كان الاهتمام بالتعليم الفني يأتي على رأس أولويات الجمعيات الأهلية'
EGY,'مع نهاية 2008 واختيار من المتطوعين الشخصي تمام هو وأنتم حدس الأحداث بصفة عامة كانت بتحصل من أعلى إلى أسفل لنظرية الإعلام المنفيين صنع قرر أو في صالح درسوا في مطلق لكن سوشميتا مايرز المعتدي بعثي من أسفل إلى أعلى فبدأ إن سوشيال ميديا زاي الفيس بوك جيكلي تورزاي يوتيوب بدل ما هي دي وسيلة'
EGY,'أعتقد أنها المتحدثة إذا نظرنا إلى المدينة ولكن لدينا على الأرض مناطق آمنة اتسعت في الشمال تماما ووصلت إلى ريف حلب حماة الشمالي لدينا مناطق مرشحة الآن وكما تحدثت هيلاري كلينتون أمس على أن هذه المناطق ستؤسس للمناطق الآمنة التي قد يفكر المجتمع الدولي أو تحالف الرغبة الرغبة خارج مجلس الأمن في أن يبدأ في فرض حظر جوي وربما بدرجة من التأمين بمن يتواجدون على الأرض'
EGY,'مع ظهور المدونات الطوارئ التطور التقني الخلل صناعة النشر على الإنترنت سهل خالص بسهولة كتابة اليمين المدة ولا يعبر عن تكفيها سطح العنوان تكفيها نصف أنت عاوز ويندوز 7 زي كأنك تبعث مال هذا أسهل من في التسعينات على شان ثم شوي حكيت أنت محتاج الأولاد تعلم شوي أدوات'
EGY,'معالي الدكتور يعلم جيدا ليلة في العلاقة في التشريعات عمل سننظر إلى ملوك القضاء هو الذي أسس طالب العمل وبالتالي عندما يحتج بها يبارك لها مردود على صاحبه لن تصعب النظرية أساسا الأمر التالت إن إيه جمعت السير غيبيات ماينتس مش ليبيا لا أساسيا من العلم العام ولا والعلم العام عند القاضي لا يحتاج معارضة بلاده 4 الأستاذ نجيب الأمر تقبلكم الداء الذي ذهب إليه الأداء الذي ذهب إليه نظرية الضرورة الملجئة سواء كان يصمد بل الجاني الضرورة الملجئة إدارة علم البيئة إن إحنا عندنا مؤسسات منتخبة بإرادة شعبية بتتردد بأحكام إحنا محناش هم'
EGY,'معلش هو أمن الحركة حاجة ال يعني أه يمكن طبيعة ال الزخم الإعلامي الموجود حاليا يعني بالنسبة للبرامج ال اللي على التليفزيون يوجد حوالي أه توك شو زي يعني في حوالي 700 ساعة خلال أسبوع ف 700 ساعة'
EGY,'معليش غسان أمام أشياء بس بهذا الأمر إنه منعدم إنما أقول شامل عدم وعض وإلا'
EGY,'معنى ذلك أن المحكمة الدستورية في اثنين ديسمبر لا يحفظ لها وفق الإعلان الدستوري أن تصدر أحكاما في القضايا المرفوعة عندها الخاصة بمجلس الشورى أو الجمعية التأسيسية وكذلك القضايا التي حركها النائب العام للتحقيق في قانونية وشرعية الرئيس'
EGY,'معركتي مسألة 6 4 المستثمرون العملة يعني حركة سألت اللواء لما 49 مشكلة مشاكل تعهد أن المرافقين له أنا أتحرك هيك بس معدلات الحل تباشير الخير مستثمرين'
EGY,'معسكر أنا عايز بس توصل ومش مسلمات يعني لأنه حصل قبل كده وبركة مسلم إل الرئيس مرسي أصدر إعلانا دستوريا ما حكم العسكر فهذا شرف هوستنش ورحب به الجميع كان ساعتها يملكون الوقت أصبح لا يملك لمنح سلوك الوجه الثاني يعني في 5 6 إجراء فحص زي كده مش للمرة الأولى'
EGY,'معظم القصص عندهم عندهم نسبة فساد عالية جدا في الكونغرس ومخالفات ومعظم أعضاء الكونغرس في كتب صدرت حوالين فسادهم المستشري في هذا الموضوع أنتم كبرلمانيين ضد الفساد كمنظمة عالمية ومنها برلمانيون عرب ضد الفساد كمنظمة تؤسسها في العام 2004 كعمل وأنت كنت رئيس أيضا في فترة لهذه المنظمة ومن أيام انتخبوا أو لا يشعر أحد بأي جهد ملموس لكم صوتكم ضعيف في الإعلام وفي غير الإعلام وأه لولا أننا باحثون وننقب ونقرأ ونعرف ما الناس تقول فيه برلمانيون ضد الفساد هذه سوى أنها أسماء لأناس ربما يجتمع في غرف مغلقة ولا يعلم عنها لماذا لا يوجد لكم تأثير فاعل ومؤثر ضد الفساد بشكل فعلي من خلال برلمان'
EGY,'مفاوضات على كل صندوق أصبح في مشكلة السائد داخل الصندوق ليث حوزة القاضي يتخاطفها أصوات لصالح الحزب الو وبالتالي كانت فكرة يعني يمكن استخدام والتدريب بحيث إنه ما يقفوا أمام اللجان من خلال أعمال الترميم يقظة لمنعهم كلنا فوجئنا سنة 2000 كان فيه بعض المواطنين كبير لليبيا على السلم نقالي من الشبابيك مش من باب لأن البركان محرز بلطجية ولأول مرة مصلين البلطجية واقفين دارون الشرطة ومن المواطنين وبالتالي إذا كان معناه إن البلطجية في حماية الشرطة'
EGY,'مفهوم الدولة كمعرفة موصل التفاصيل مدينة على الحافة اليومي يعني مصر متأخرة فكان فيه ضرورة للظهور من يقوم بدور حافظ الأمن أو ال يعني ال شخص يقوم بحماية أه أه أه أه الحارة أو الحي أو كذا وفي مقابل التهديد الحرة المجاورة أو الأحياء المجاورة'
EGY,'أعتقد دي مسؤولية اللجنة اللجنة العليا للانتخابات لديها حلول قطعا في ال في في مسألة دمج اللجان و وتوفير إمكانية خلق وظل عدد إلا يتطوع للقيام بواجبه لكن أنا أؤكد مرة أخرى لن يحدث مقاطعة الإشراف القضائي على الاستفتاء'
EGY,'محكمة القضاء الإداري مصدومة ما أعطاك أمس حكمت بحكم ضد شركات أوروبية عشر منجم دخل مصر 15 مليون كحكومة والشركة أخذت من مائة وسبعين مليون'
EGY,'مهما كان النهضوي أو كان عددنا البئر مهما كان سنة مش فعال مسندة وشهر فكانت بذلك فكرتك أنت تتكلم'
EGY,'مهما كانت لأنه ما فيش ديمقراطية من غير سادت قانون وإحنا أول ناس اللي بمصدر القانون نحترمه'
EGY,'محمد النظرية ببسب رمز الفساد بلير في وداي فصلين ناس عجمي في النهاية'
EGY,'محمد علي في مشروعه بداية نعتمد على قاعدة من الحرفيين كانت موروثة من من عصور سابقة وقادرة بشكل أو بآخر لكنه أيضا نعتمد على تطوير المشروع في الاستعانة بالخبراء الإذن الأجنبية'
EGY,'محمد علي لما رحت على مصر لم تأخذ القصور وأن تأخذ القناطر ولن تأخذ ما هو ثابت في أرض وهو مشروع للنهضة هو قاده بشكل أو بآخر بصرف النظر عن النوايا'
EGY,'محمد علي لما يهيمن المشروع الصناعي كان حريص جدا إنه يوزع منافذ الصناعة فأكثر من مكة ولما لكن تم مثلا تجاوز فراح التالية وأصبح التركيز كله القاهرة وإسكندرية وأحيانا السويس فمحمد علي كان بيعمل وفي زيادة كمية من في المنيا أميال في درجة كبيرة من في إسكندرية دائم الوسيلة الأفضل إنه هو يعمل'
EGY,'محمد مرسي الرئيس محمد مرسي في كثير من خفض أكد على إنه هو لن يستخدم سلطته التشريعية في تعديل قوانين أو في إنشاء قوانين تمس تمس قاعدة عريضة من قواعد المجتمع الرئيس مرسي قال أنا استخدمت في ثلاث حالات فقط وقانون السلطة القضائية يحتاج إلى دراسات ويحتاج إلى مجلس الشعب المنتخب من الأمة لكي يتم تعديل ولا يجوز للرئيس بأي حال من الأحوال إنه يتدخل في التشريع لإغراء الشخصي لأن كنت معناها بالضرورة مادي نفس المشكلة اللي تمت من البرلمان المنتخب لما حبوا يمنعوا عمر سليمان أو يشتكي من ال الدخول في سباق الرئاسة لا يجوز بأي حال من الأحوال إنك تستخدم التشريع أو تستخدم سلطتك في التشريع في أمر شخصي في شخصنة التشريع القاعدة العامة القاعدة القانونية قاعدة عامة مجردة لا يجوز بأي حال من الأحوال للرئيس وللمجلس التشريعي إنه استخدم في قضية كقضية خاصة أنا أعتقد إذا كان هناك أه من ضرورة لهذا الأمر كان يستطيع أن يتم ذلك بالتفاهم مع مجلس القضاء الأعلى أو مع سيادة المستشار محمود عميلة نفسه وكان يمكن له أن يقبل ذلك لكن الطريقة والإخراج التي تم بها يسأل عنها مستشار الرئيس لأن هذا الإخراج إخراج سيء وضع الرئيس للمرة الثانية في حرج شديد مرة فمجلس الشعب ومرة في محاولة إقالة النائب العام'
EGY,'محمد تأسست أثناء الاحتجاجات'
EGY,'محمد تصنيع كانت بالتركيز على صناعات جديدة وكان هناك تركيز على صناعة الملابس حتى يمكن الاستفادة وأضافت قيمة مضافة'
EGY,'شوف أولا دعني أتفق مع الأستاذ جمال تاج الدين على أنه مصر في حاجة إلى لم الشمل وإلى توافق وطني بين جميع الفصائل الجماعة الوطنية المصرية من أقصى اليمين إلى أقصى اليسار و علمانيين وإسلاميين ليبراليين يساريين لأن إحنا بمرحلة تأسيس جمهورية جديدة ولكن النقطة بس ال وعشان كده يعني من هذه ال ال من الحرص على هذه المسألة نتعلم من أخطاء لابأس كل ولأن الإخوان المسلمين هم اللي موجودة في الحكم الآن فأخطائهم أكبر بكثير جدا جدا والمسألة ليست كما يصورها الأستاذ جمال تاج الدين وهو شخص محترم ومهذب أه ليستشير بالإخوان المسلمين ولفترة علي في أخطاء أي جماعة سياسية ترتكب أخطاء وأنا أعتقد إنه الإخوان ارتكبوا أخطاء إستراتيجية أخرها الخطأ الاستراتيجي بتاع ال النائب العام وين مش مسألة للنائب العام عندنا طبعا كل المصريين كل المصريين جميعا يشعرون بالإهانة لأن دم الشهداء حتى الآن بلا قصاص ولكن هل هذا الشعار الذي يرفعه الإخوان بإقالة النائب العام هو غاية المراد من رب العباد أبدا بالعكس على الإطلاق أولا لأنه النائب العام كان معروف لم يكن له علاقة بهذه القضية على الإطلاق الأو ولهذا بصرف النظر عن رأينا في أداء النيابة العامة في السنوات الماضية المسألة إنه الجهات الرئيسية التي كان يجب أن تقدم الأدلة هي أجهزة الأمن التلة للمخابرات العامة المخابرات الحربية وأن مباحث أمن الدولة التي أصبحت الأمن الوطن والتبت أجهزة تحت إمرة الرئيس محمد مرسي شخصيا المسألة الثالثة إنه المسألة للعدالة وتحقيقها ليست مسألة استبدال شخص بشخص مش مسألة استبدلوه مش مسألة المستشار عبد المجيد محمود ونجيب مكانه المستشار عبد المجيد عبد العزيز لا المسألة نحن قلنا من البداية من أول يوم 11 فبراير 2011 ولما إنه ال هذه و والثورة لا يمكن أن تستمر لمنذر منظومة جديدة العدالة الإنتقالية وهذه العدالة الانتقالية تفترض تغيير في الآليات وفي الأنظمة بحيث إنه لا تحقق العدالة الناجزة لن يوافق كثير من شركائنا في الأفق في الوطن على هذه المسألة وهل نحن ندفع الثمن ليس الحل عندي قلما المسألة كلها في رقبة المستشار عبد المجيد محمود ليس دفاعا عنه لأنه لأنه هذه الحقيقة بل بالعكس مملة نوصل إنه الله اللواتي كن في مظاهرة مقررة منذ أسبوعين من أجل لحركتي من أجل محاسبة الرئيس على برنامج المائة يوم وأ تقييم الأداء بشكل عام وأن الدفاع عن حقوق المصابين من ال و وأسر الشهداء فجأة ظهر هذا الحكم إخواننا في الإخوان المسلمين دخلوا على الخط بهذه المظاهرة التي يعلم إنه هو في مظاهرة موجودة سلفا ودخلت في نفس المكان هنا إحنا قدام عدد من القضاة لن نتنازل أخت خطوات للأمام شعب يعن نهاية بالعكس أنا أبحث عن أبحث عن أرضية مشتركة لكي نتقدم للأمام أول حاجة إنه أدبيات التظاهر كلنا بكلمة الحق في التظاهر ولكن بنتكلم عن الآتي إنه أنت موجود موجود في الحرب بمفردنا كنت كتبت لازم حق التظاهر بشكل واضح تقرير الشعب والدستور وغير عاوزين يعملوا هذه المظاهر بلغ وعن هيبة معروف المصدر بتاع من شارع كذا المدى انتزعت تحت حراسة الأمن الإخوان المسلمين عاوزين يعملوا مظاهرة في نفس اليوم لا بأس هذا حقهم بس ميبقاش في نفس المكان يبلغ إلا إنه هذا المنصب بتاعنا في هذا المكان من كذا'
EGY,'أعتقد محسوبين في السوق ومن سيعكس وبسعر بطرس كثيرا بس برضه يعني لو مثلا تشونما معين'
EGY,'محمد ياسر أن 27 7 أه لاعتداء بالضرب من زمان يعني كنت نسمع الأول الجاز والبلوز والسول نيزك قطره أهليا بشموليتها خطط لضرب قبطي بوفون 93 2 3 2000 الحمد الله أو مستمر'
EGY,'مجموعة من ال من الكتب الفترة اللي فاتت صدرت عن عن الصورة يعني إن فيه أه كتب باسم صورة الخلو بصل برضو صدر للصحفي محمد السور اللي كان بيتكلم فيها عن الصورة كيف حدثت كيف تمت و مشاهدات هو ال للصور أو بيتكلم فيها عن صورة مصر بالذات كان فيها عنصر الخلو بس طبعا هو استخدم لأ كنت دون خلو البصل هو كان شيء جديد علينا كمصريين إحنا نعمل في وقفة احتجاجية وفن المظاهرات صورة خلو البصل كذب نزل بالضبط يعني بلاد مسلمة بعض الناس عندنا دلوقت يعني تنكران الصلاح وليس حسب الحاجة'
EGY,'مجموعة صناعية سواء إلى عشرين سنة إلى وسحبت مهورهن للدولة لأنهما لهبوط ومياه وكهرباء و سبيكة وتمور وكل حاجة دينيين مهمين جدا وده السروال حقيقية تعيد المحنة عندنا أيد يعني صور محافظ عليها ولازم يدي محوها ولازم يبقى عندها طريق التوصل لازم الآلي نهائي ما في المقدمة هو ده المطلوب وعشان كده أنا فتنة طيب العرب مليون 5 مليون صناي موجودين على الموقع يتنفسوا بنوبة بعد علاجه'
EGY,'مكتبه بالتوازي مع الموقع ودخلت على المدى البعيد كل أصدقائي ولسنا نعرف بدأت أعمل دعوات مكثفة يجمع أي حد يعرف أي صناي يفطس ولو سمحتوا على الموقع ده كل واحد عنده صناعي بخطي صوم تيليفونو فأنا بالتالي أنا عايز صناي فاستعمل سنايب الفكرة دي بتخلي صناعية مثل ضبي حسب أماكن مهنته'
EGY,'ملاحظات كثيرة هذا الشخص يستخدم بشكل أو بآخر فحالات للاحتشاد السياسي في لحظة انتخابه والشخص اللي بيقدر ينزل يجمع ويضمن إن الناس تصوت وتأوي فالحزب الوطني ليان وينبئ بدور سياسي في مواسم السياسة'
EGY,'ملحمة ليتكامل على أبل لهذا لادامز زوجة المعارض يعني خلاص نمضى ذاك مع منابر الثورة الكردية بالثورة على الطلب'
EGY,'ممكن أن توجد فأثار لهذا لا العنصر البولونيوم 210 في في عظام ال أه الجثمان'
EGY,'ممكن تطبيقها إحنا بنراهن على الشعوب وعلى المبدعين العرب فمن خطة التحديات قدامهم ومؤمنين تماما من هتيجي أفكار من الناس من الشعب من الشباب تقدر أنها تعالج المشاكل ديه محاربة الفساد على سبيل المثال لها معالج على مستوى اجتماع على مستوى التكنولوجي على مستوى برمادية فأنا أنظر نحن من الشباب دعوات نقدر نطلع بأفكار في تحديات كبيرة جدا في العالم وبدل أن الشباب يضرون هما يصل الحلو اللي هم تحت عودة نسمع منهم عظيمة تواصل معهم'
EGY,'ممكن يطلع من المعداني وأنا وأنا أحاول أجيال ولا يهم إن مجموعة والمكان كلنا مصريين يوم ذاك وأدان المجموعة الثانية وتدخل أسماء المدمنات'
EGY,'من أحد نستفز واحدة ينفيها شكرا لكي أربع سنين 4 4 2 والتي تؤدي إلى هذا اليوم يصنع الثورة فحان الوقت لسطح الفور نأخذ للتنبه إلى وبشرية قوية جدا في الدفع'
EGY,'أعتقد مرحلة جس النبض تم تجاوزها من قبل ولكن دي أو الزيارة في الوضع الجديد دول الدكتور محمد مرسي رئيس للجمهورية فهي مش بس النظر بمعنى أن الطرفين يتعرفوا على بعض ولكن جس النبض معنا بداية أه م نحنا نشوف السياسة الخارجية المصرية بداية التحول في السياسة الخارجية المصرية المصرية الجديدة شكلها إيه العلاقة المصرية الأميركية أه حتبدأ تأخذ شكل مختلف ولا تستمر في نفس الاتجاه فهي مش جس نبض وكأنهم ما تحدثوش من قبل ولكن جس نبض على قضايا حقيقية وعلى مسائل بتجري في المنطقة والتجريف مصر ولا تتطلب تدخل من الأطراف'
EGY,'من أهم النجاحات التي تحققت من خلال أرض اللوى نحنا قدرنا نعمل عدة معارض يعني فاق عددها تقريبا التأثير معارض و استضفنا أكثر من سبعة أشهر وما قدرنا نتوصل مع عدد كبير من أفراد المنطق أو نقدم لهم الفهم سواء في المعارضة أو في ورش'
EGY,'من أقوى النشأة كانت لما كانوا أم كانت عربية تدهس المتظاهرين وكانت العريق ترجع لورا وتدهس ساواراغ كمان عند العمود لكن في لشخص لتعتقل بالرصاص من مسافة غريبة أوي'
EGY,'من أول يوم الثلاث يوم الأربعاء والخميس كم تقريبا عدا للعراقيين لم كلمة العرب حولت غير وارد يقطع مع كذا حد انسحاب 20 مهندسا نزلناها تقول أنت المعدول'
EGY,'من 67 إلى 75 تقريبا يعني التركيز كان على اقتصاديات الحرب إذا قصدت الحرب يعني معنى المصانع لابد أن تعمل لصالح القوات المسلحة وبالتالي كان على المصانع وهنا مائة الخطة العامة للدولة نسيطر على القطاع العام وبالتالي نقدر نأخذ قرارات في تحويل هذه المصانع لقيادة القوات المسلحة'
EGY,'من الشارع ومن الصعب وأ ر من الشارع مصالح لا ديمقراطية ولا ويقل واحد يحاكمون طبقات الطبيعي وكل واحد تبحث سيطرح البلد زاي السكوتش عايز حكم رابع نحنا لما بدأ بدأ في الأول قبض على بعض الناس مواضيع و الدين لاهاي وكلهم بل طبيعية'
EGY,'من المواقف اللي مش هننساه أبدا في تكسي الخير اليوم اتصل بي محمد طالب عنده عشر سنين بيقول لي أنا عايزة بارع محمد غانم مع مصر عبارة عن ربع جنيه وصدقني وجنين كما 10 جنيه عشان فرحهم لتكس الخير أنا فضلت محتفظ في هذا الكيس لها وكان بالجماعة واستبدلت طبعا بفلوس نقدية من جيب'
EGY,'من تخطي رد'
EGY,'من يريد أن ينضم إلى الإخوان فأهلا وسهلا به يذهب إلى الشعب التي ويعيش في في دائرتها أو المحافظة ليعيش في دائرة ويلتقي بالإخوان وينتسب إلى الإخوة نحن لسنا منغلقين على الإطلاق كل ما يثار دائما كان النظام السابق أن يقال إنه إحنا بنعمل كذا وكذا حضرتك إحنا كنا بنعرف قدرة السقوط مش بس انتظر أيضا بنزين ما كانش حديث'
EGY,'من يوم 4 نوفمبر سيكون يوم حاسم'
EGY,'من يوم الثلاث خمسة وعشرين يوم الجمعة 28 قرارنا نحنا ما نخليش الأمن المركزي ولا المباحث العامة ولا مباحث أمن الدولة ولا أي فرد الداخلية ويعرف روحه لا يعرف ينام ولا أعرف من أي حد عمان ندعن طريق نحن شكلنا مجموعة صغيرة شاب يعني بتقول من ثلاثين أو أربعين شاب كان بيتحرك بشكل سريع جدا'
EGY,'أعتقد ربما جانبين الجانب الأول هو كما يعني قال الزميل معنا في أستوديو هو فكرة إهدار سيادة الدولة لم يعود لأن قيمة الدولة والسيادة هي خيبة مرتبطة بالحدود بالدرجة الأولى ولدينا كما هو واضح لدينا معبرين الآن الجيش السوري الحر يسيطر عليهم سواء معبر الوليد أبو كمال أو معبر الرابية القامشلي أو ربيع القامشلي ولدينا مجموعة المشاهدة على الحدود التركية السورية لدينا معابر عدة مثل معبر عين العرب ومعبر جرابلس ومعبر السلام هو قرب من منطقة إعزاز ولدينا أيضا معبر باب الهوى هنا في هذه التجمعات ربما عندما تنشأ المنطقة الآمنة بمساحة كبيرة والحديث عنها بدأ يقترب على أنه واقع أضيفت ستيف زون هنا وبوجود المعابر يعني أن خطوط الإمداد أصبحت مفتوحة أن من يسيطر على المناطق الآمنة يستطيع أن يتعامل مع دول الجوار وأن يؤمن للقطاع السكاني والقطاع العسكري الذي يعمل من خلاله كل ما يحتاجه من ضرورات'
EGY,'مناشدة المؤسف جدا وبفضل الكثير من الأمور الغنوشي نيس'
EGY,'منع المصلين من مجتمع بتشيت العالي يفكر في الإطار الحرف التقليدية إلى إطار الصناعة الحديثة'
EGY,'منعزل إنت عندك حاجتين في عندك مخطط موجود يديره ناس يعني تابع للنظام السابق أو من أصحاب الأموال التي نهبوها ويريدون أن يستمروا لكن هناك أيضا لشخصيات عادية جدا من الناس لكن بيدفعها الحاجة إلى أنها تريد أن تحسن دخولها المعيشية أريد أن تحل مشكلة'
EGY,'منفذ ينزل أنا شوفت ردة فعل مش طبيعية يعني عشان الفيديوية ها يحصل أكثر من 250 ألف واحد يشوفه بالبيتين بالوحدة بالليل ثاني يوم الطفولة 52 ألف واحد شاف الفيديو الذي هدد من كل أنحاء العالم من أمريكا ومستوى يكون متعاطف مع الشعوب'
EGY,'منوعات'
EGY,'منزل قلنا المنافس للحزب الوطني الذي وكندا أعلن ب دا مصر اللي بيني حليمة الحاسم سبيوس الألفية'
EGY,'مرحلة ما تعرف كل التلفزيونات كمسبب الناس العرض ودليل جدا كان الإقبال بطل غينيا'
EGY,'مسؤول زي الحفاظ على ما بنية وعلى ما سوف يؤول'
EGY,'مسألة التحول مصر دولة صناعية جديدة أو دولة صناعية'
EGY,'مساء 29 اللجان الشعبية في الإسكندرية بدأت بشكل فطري وطبيعي كل منزل كانوا يكتمون عدد من سكان وإنه ما يعرفوا على باب الشارع تم تشكيل لجان شعبية هدفها الرئيسي حماية المنشآت العامة وعلى رأسها البنوك الآن موجودة بكثافة في منطقة وسط البلد كان العيب الذي تحملته القوى الوطنية والسياسية والحركات الشبابية وهي حماية المنشآت العامة إلى جانب طبعا ما قام به الشعب السكندري فيكفي التحية والسكنية من حماية الممتلكات بقى ممتلكاتهم الخاصة وهذا منازلهم وأصيل'
EGY,'أعتقد طبعا القضاء العادي في انقسام لكن أنا صار في النهاية للأغلبية ستلبي نداء الواجب وتشرف على ال على ال على الاستفتاء يعني لأن إحنا تعودنا من القضاء خصوصا القضاء ال قضاء القضائية أو القضاء العادي أنه أنه رجال يتحملون المسؤولية فوقت الجد بتحمل المسؤولية فأنا أتصور إن مسألة الانسحابات ستقتصر على عدد قليل جدا من نقله لمجلس الدولة أعتقد إنه أعلن منح يشرف على الإعلان الدستوري على آسف على الاستفتاء بتاع استفتاء الدستور وعندنا هيئتين الحياة الدستور دون حق الإشراف الأميركي قال النيابة الإدارية وهيئة قضايا الدولة وهي هيئة هذه من من الهيئات القضائية وليس من السلطة'
EGY,'مسجد عمر مكرم قبل الثورة كان مسجد عليه ومنذ لمناسبات الرسمي بعد الثورة أعتقد إنه ضوء الثوري وحضور الوطني الآن أصبح أكبر وأعظم وأبرز من غور كمسجد تقام في عز هيئات رسمية المسجد سيصبح له هوية وهو وسيفرض حتى على الخطيب الذي يقف فيه أن يكون منتميا إلى الثورة طوال الوقت'
EGY,'مصل موضوع الاستغلال دا يعني لو تعدى أل أل التاجر أو تعدى هناك آليات وقوانين بتضبط ذلك وفي نفس الوقت فرصة إذا هناك سينغلا بالأسعار نفتح باب الصراع'
EGY,'مسلمين الحدث اللي يكون شهر لحركة الناس كلها وفي محافظة كثير حصلت لك نشر رسالة حركة الناس كنا مسنين دولي'
EGY,'مصر قبل كوليت محمد علي حكم البلاد هي زراعية منذ بدء التاريخ مع بعض تصنيع المنتج الزراعي لا ي مسائل الغزل والناس كل من كان عصر الجيوب عنصر الكروم والعنب الشأنين هذا ألقاب يليه'
EGY,'مصطفى الفقي تحدي على المتظاهرين إنهم يعدون كوبري علشان يوصلوا بميدان التحرير الكوبري كان كان هو رمز المعركة فعلا هي اللحظة لما المتظاهرين عدد الكبري هي لحظة انهيار وزارة الدفاع فعالة لحظة عبورهم الكبري هي اللحظة هي وزارة الداخلية'
EGY,'مصطفى محمد طه فضيلة امتياز بكلية طب أسنان جامعة القاهرة مشاكل التعليم في مصر ملحوظا إحنا نسبة الأمية عندنا من 30 35 في المية وإحنا داخلين دلوقت على مرحلة الديمقراطية فيها أي بلد بالطب فيها الديمقراطية لازم يوازيها العلم عندنا في عمان في كل فن د ربما كنا نشوفها للعمال في أخبار نسبة الأمية عندهم نسبة التعليم فى عملنا إحصائية ولئن إن في ثلاثين عام الأمم فوجدنا إن إحنا ممكن نشارك ونساهم في محو أمية العمال دون'
EGY,'مواد الإعلان الدستوري الأخير كان هناك تخوف أعتقد إنه مشروع من أعمال المحكمة لرقابتها على تلة الدعاوي اللي كانوا موجودين قدام المحكمة لتتحفظ همبارسوم ما لم تنعقد المحكمة كان ال ال الدعوة الأولى تتعلق بطعن في الإعلان الدستوري الصادر في 11 أغسطس من رئيس الجمهورية والذي قام بتعبئة بتغيير تركيبة المجلس الأعلى للقوات المسلحة وأن أه أه منحها سلطة التشريع للرئيس الجمهوري وهو إعلان دستوري الحقيقة يمثل نقطة فاصلة في مصر إن الدعوة ثانيا كانت تتعلق بال بنجمات تأسيسي و يمكن كثير إذا تعلم أن هزيلة ليست الدعوى الأصلية الخاصة بالجمعية التأسيسية والمحالة من محكمة القضاء الإداري للمحكمة الدستورية العليا إنما هي دعوة غريبة جدا أحد المحامين كتب عريضة الدعوى أن وجود المحكمة الدستورية العليا يمثل عقبة في سبيل تنفيذ حكم المحكمة الدستورية بحل مجلس الشعب'
EGY,'مواضيع و الأقصى موضع تهمة'
EGY,'مواطن إحنا وقفنا عنده للمقصورة انتهك اللي فيها عل المبدأ مبدأ أن يكون هناك ضمانات موقعة يتم الاحتكام إليها في حال خرقتها قوة سليما بالطالب ب يعني لا يجب الشك على من قوة أخرى كانت عرضة مش متفقة مع أجندتها وهي مختلفة مع تراه الأقرب بعد'
EGY,'مواطن رافعين يقولون في المياه نفتح الجاكت ومش مع السلاح قتل ضابط صومالي ولم الثورة'
EGY,'أه شكرا بالهجري قطر أفريقيا منوعات تعريف أنور إبراهيم'
EGY,'موضوع الطاقة ودعم هذا موضوع موضوع الاستغلال لعلاقة أخرى'
EGY,'مولاي وداخل أو مرقش من طريق بالنصر إن بخشونة انطلقت منذ الربع مثلا بالموضوع إنه الباب الحديد البلدان ثلاث أربع مرات'
EGY,'موسى فكي تسجل سفينتين كدولة انشوتز اتعمل مؤتمر تونس الفكرة كلها يعني كأن الموضوع إنتابتني إنفاق فنتأ الميثان داء بغض النظر هو مش معنى لما ونظرا لأهمية أعدمهم لغروسمان هم إن كنت حتى خطأ ممكن أوراق أوليمبيك أو ادامكم ممكن حد لأنه بلا معنى'
EGY,'موت قال لنا سبيلهم عنهم تديهم أي شيء ممكن نجحوا في الأسعار أكثر من 12 1 ومات غير الناس من'
EGY,'موزعين نفسنا على طول كل تلك الحواجز كنا حريصين على أن ما حصلش أي تسرب سوائل الهلال للوراء أو للأفراد المهدي مبروك فوجئنا بوابل من الرصاص ينهمر فوق رؤوسنا وفوجئنا بزجاجات حارقة ومولوتوف بتتحدث علينا ست لهذه الأحزاب'
EGY,'ميلان عرفنا نيفي أه فرم للمستندات بتاعتنا أوفر مستندات أمن الدولة عامة يعني فيجي شوافع على حمايتها وبرضه طارق أه المستمر تفرم أه أحد زملائنا وحسن مصطفى كان بمرب بأنامل مقررة'
EGY,'مين اللي للشرطة مش قادرة تصل إلى ما ما ولهؤلاء ودفع هؤلاء إلى أن يقوموا بهذا'
