@relation textClassifier

@ATTRIBUTE class {EGYpos, GLFpos, LAVpos, MSApos, NORpos}
@ATTRIBUTE uniqueTags  NUMERIC
@ATTRIBUTE /CC NUMERIC
@ATTRIBUTE /CD NUMERIC
@ATTRIBUTE /DT NUMERIC
@ATTRIBUTE /EX NUMERIC
@ATTRIBUTE /FW NUMERIC
@ATTRIBUTE /IN NUMERIC
@ATTRIBUTE /JJ NUMERIC
@ATTRIBUTE /JJR NUMERIC
@ATTRIBUTE /JJS NUMERIC
@ATTRIBUTE /LS NUMERIC
@ATTRIBUTE /MD NUMERIC
@ATTRIBUTE /NN NUMERIC
@ATTRIBUTE /NNP NUMERIC
@ATTRIBUTE /NNPS NUMERIC
@ATTRIBUTE /NNS NUMERIC
@ATTRIBUTE /PDT NUMERIC
@ATTRIBUTE /POS NUMERIC
@ATTRIBUTE /PRP NUMERIC
@ATTRIBUTE /RB NUMERIC
@ATTRIBUTE /RBR NUMERIC
@ATTRIBUTE /RBS NUMERIC
@ATTRIBUTE /RP NUMERIC
@ATTRIBUTE /SYM NUMERIC
@ATTRIBUTE /TO NUMERIC
@ATTRIBUTE /UH NUMERIC
@ATTRIBUTE /VB NUMERIC
@ATTRIBUTE /VBD NUMERIC
@ATTRIBUTE /VBG NUMERIC
@ATTRIBUTE /VBN NUMERIC
@ATTRIBUTE /VBP NUMERIC
@ATTRIBUTE /VBZ NUMERIC
@ATTRIBUTE /WDT NUMERIC
@ATTRIBUTE /WP NUMERIC
@ATTRIBUTE /WRB NUMERIC
@ATTRIBUTE /DTNNS NUMERIC
@ATTRIBUTE /DTNNP NUMERIC
@ATTRIBUTE /DTNN NUMERIC
@ATTRIBUTE /DTJJ NUMERIC
@ATTRIBUTE /DTJJR NUMERIC
@ATTRIBUTE /NOUN NUMERIC
@ATTRIBUTE /ADJ NUMERIC
@ATTRIBUTE /VN NUMERIC
@ATTRIBUTE /PUNC NUMERIC
@ATTRIBUTE readability NUMERIC
@ATTRIBUTE pureMSA NUMERIC
@ATTRIBUTE pureEGY NUMERIC
@ATTRIBUTE pureGLF NUMERIC
@ATTRIBUTE pureLAV NUMERIC
@ATTRIBUTE pureNOR NUMERIC
@ATTRIBUTE MSAEGY NUMERIC
@ATTRIBUTE MSAGLF NUMERIC
@ATTRIBUTE MSALAV NUMERIC
@ATTRIBUTE MSANOR NUMERIC

@data
GLFpos,16,2,2,1,0,0,4,8,0,0,0,0,29,10,0,4,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,3,0,2,1,6,2,0,0,0,0,0,4.086468141379314,4,8,23,6,5,58,58,55,56
GLFpos,15,0,0,1,0,0,3,1,0,0,0,0,5,4,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,1,1,5,4,0,0,0,0,0,54.092770729459446,0,2,14,3,5,18,21,19,18
GLFpos,9,0,0,1,0,0,3,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,1,0,0,48.218704441764714,1,4,12,7,2,18,21,17,17
GLFpos,17,0,3,6,0,0,11,9,0,0,0,0,57,7,0,3,0,0,0,0,0,0,0,0,0,1,0,7,0,2,8,0,0,1,0,3,0,12,3,0,1,3,0,0,-38.775461993602946,1,6,26,7,10,105,108,103,98
GLFpos,17,0,3,6,0,0,11,9,0,0,0,0,57,7,0,3,0,0,0,0,0,0,0,0,0,1,0,7,0,2,8,0,0,1,0,3,0,12,3,0,1,3,0,0,-38.775461993602946,1,6,26,7,10,105,108,103,98
GLFpos,8,0,0,0,0,0,1,2,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,70.08379843571431,0,4,7,3,4,11,13,11,11
GLFpos,8,0,0,0,0,0,1,2,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,70.08379843571431,0,4,7,3,4,11,13,11,11
GLFpos,8,0,0,0,0,0,1,2,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,70.08379843571431,0,4,7,3,4,11,13,11,11
GLFpos,17,1,2,4,0,0,7,4,0,0,0,0,42,4,0,0,0,0,2,2,0,0,2,0,0,0,0,8,0,1,8,0,0,1,0,0,4,19,3,0,0,0,0,0,-21.701489713826106,2,10,27,9,10,80,85,79,76
GLFpos,12,0,0,0,0,0,2,1,0,0,0,0,10,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,4,3,0,1,0,0,0,47.50748579382356,1,3,10,3,5,19,20,19,19
GLFpos,12,0,0,0,0,0,2,1,0,0,0,0,10,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,4,3,0,1,0,0,0,47.50748579382356,1,3,10,3,5,19,20,19,19
GLFpos,11,0,0,0,0,0,1,2,0,0,0,0,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,76.87495257406252,0,3,13,2,4,14,15,15,15
GLFpos,11,0,0,0,0,0,1,2,0,0,0,0,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,76.87495257406252,0,3,13,2,4,14,15,15,15
GLFpos,14,0,0,3,0,0,6,8,0,0,0,0,38,5,0,7,0,0,6,0,0,0,7,0,0,0,0,4,0,0,18,0,0,1,0,0,0,12,1,0,1,0,0,0,-24.31848256341462,5,9,23,6,5,87,93,87,85
GLFpos,11,0,0,0,0,0,2,2,0,0,0,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,1,0,0,1,0,0,51.28199636521738,1,3,11,3,5,11,12,11,10
GLFpos,11,0,0,0,0,0,2,2,0,0,0,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,1,0,0,1,0,0,51.28199636521738,1,3,11,3,5,11,12,11,10
GLFpos,11,0,0,0,0,0,2,2,0,0,0,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,1,0,0,1,0,0,51.28199636521738,1,3,11,3,5,11,12,11,10
GLFpos,11,0,0,2,0,0,5,3,0,0,0,0,14,2,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,2,0,0,0,5,0,0,0,0,0,0,49.67178212702129,1,3,10,2,3,32,34,31,32
GLFpos,7,0,0,1,0,0,2,3,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.61526388000001,0,6,12,7,7,16,16,16,15
GLFpos,7,0,0,1,0,0,2,3,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.61526388000001,0,6,12,7,7,16,16,16,15
GLFpos,14,2,3,0,0,0,2,2,0,0,0,0,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,0,54.508829849999984,2,1,7,0,0,17,17,16,16
GLFpos,14,2,3,0,0,0,2,2,0,0,0,0,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,0,54.508829849999984,2,1,7,0,0,17,17,16,16
GLFpos,14,2,3,0,0,0,2,2,0,0,0,0,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,0,54.508829849999984,2,1,7,0,0,17,17,16,16
GLFpos,14,2,3,0,0,0,2,2,0,0,0,0,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,0,54.508829849999984,2,1,7,0,0,17,17,16,16
GLFpos,10,0,0,0,0,0,3,2,2,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,61.6796162535484,1,5,8,7,6,21,23,23,21
GLFpos,10,0,0,0,0,0,3,2,2,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,61.6796162535484,1,5,8,7,6,21,23,23,21
GLFpos,10,0,0,0,0,0,3,2,2,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,61.6796162535484,1,5,8,7,6,21,23,23,21
GLFpos,10,0,0,0,0,0,3,2,2,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,61.6796162535484,1,5,8,7,6,21,23,23,21
GLFpos,10,0,0,0,0,0,3,2,2,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,61.6796162535484,1,5,8,7,6,21,23,23,21
GLFpos,8,0,0,0,0,0,7,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,89.78086139249999,0,1,5,1,1,17,18,18,17
GLFpos,8,0,0,0,0,0,7,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,89.78086139249999,0,1,5,1,1,17,18,18,17
GLFpos,10,0,0,0,0,0,7,0,0,0,0,0,27,9,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,4,0,0,2,0,0,0,16,1,0,0,0,0,0,22.419741169189194,1,6,19,7,7,49,53,48,48
GLFpos,10,0,0,0,0,0,7,0,0,0,0,0,27,9,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,4,0,0,2,0,0,0,16,1,0,0,0,0,0,22.419741169189194,1,6,19,7,7,49,53,48,48
GLFpos,11,0,0,2,0,0,1,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,3,1,0,0,0,0,0,48.843554075000014,0,5,14,6,6,8,9,9,9
GLFpos,11,0,0,2,0,0,1,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,3,1,0,0,0,0,0,48.843554075000014,0,5,14,6,6,8,9,9,9
GLFpos,7,0,0,0,0,0,1,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,75.87131450052632,0,5,11,7,6,9,9,9,9
GLFpos,16,0,0,3,0,0,5,5,0,0,0,0,40,12,0,3,0,0,3,0,0,0,2,0,0,0,0,10,1,1,8,0,0,1,0,0,4,15,2,0,0,0,0,0,-17.427027607413777,0,14,38,14,13,73,77,73,69
GLFpos,16,0,0,3,0,0,5,5,0,0,0,0,40,12,0,3,0,0,3,0,0,0,2,0,0,0,0,10,1,1,8,0,0,1,0,0,4,15,2,0,0,0,0,0,-17.427027607413777,0,14,38,14,13,73,77,73,69
GLFpos,17,1,2,1,0,0,5,3,0,0,0,0,35,8,0,1,0,0,1,0,0,0,3,0,0,0,0,7,0,0,9,0,0,3,0,1,0,6,2,0,0,1,0,0,21.041266714137947,5,7,18,8,6,62,66,62,61
GLFpos,17,1,2,1,0,0,5,3,0,0,0,0,35,8,0,1,0,0,1,0,0,0,3,0,0,0,0,7,0,0,9,0,0,3,0,1,0,6,2,0,0,1,0,0,21.041266714137947,5,7,18,8,6,62,66,62,61
GLFpos,11,1,0,1,0,0,2,3,0,0,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,6,0,0,0,0,0,0,8,4,0,0,0,0,0,48.61072633046514,2,1,10,1,1,28,31,30,28
GLFpos,11,0,0,0,0,0,0,1,0,0,0,0,7,9,0,1,0,0,1,0,0,0,6,0,0,0,0,3,0,0,6,0,0,1,0,0,1,3,0,0,0,0,0,0,69.51062238749999,8,4,21,6,3,17,18,16,17
GLFpos,11,0,0,0,0,0,0,1,0,0,0,0,7,9,0,1,0,0,1,0,0,0,6,0,0,0,0,3,0,0,6,0,0,1,0,0,1,3,0,0,0,0,0,0,69.51062238749999,8,4,21,6,3,17,18,16,17
GLFpos,7,0,0,0,0,0,1,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,73.53828901142859,0,1,7,1,0,12,13,11,11
GLFpos,7,0,0,0,0,0,1,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,73.53828901142859,0,1,7,1,0,12,13,11,11
GLFpos,12,0,0,2,0,0,3,4,0,0,0,0,34,15,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,0,2,0,10,5,0,1,0,0,0,2.3797578419318484,1,12,45,12,8,39,41,36,37
GLFpos,15,0,0,6,0,0,11,7,0,0,0,0,33,7,0,3,0,0,1,1,0,0,2,0,0,0,0,10,0,0,11,0,0,3,0,3,0,18,1,0,0,0,0,0,-27.25505993322578,2,13,30,14,13,85,87,85,86
GLFpos,15,0,0,6,0,0,11,7,0,0,0,0,33,7,0,3,0,0,1,1,0,0,2,0,0,0,0,10,0,0,11,0,0,3,0,3,0,18,1,0,0,0,0,0,-27.25505993322578,2,13,30,14,13,85,87,85,86
GLFpos,8,0,0,0,0,0,2,1,0,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,67.614546865,0,3,8,3,4,16,16,14,15
GLFpos,8,0,0,0,0,0,2,1,0,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,67.614546865,0,3,8,3,4,16,16,14,15
GLFpos,8,0,0,0,0,0,2,1,0,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,67.614546865,0,3,8,3,4,16,16,14,15
GLFpos,8,0,0,0,0,0,2,1,0,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,67.614546865,0,3,8,3,4,16,16,14,15
GLFpos,10,0,0,0,0,0,3,1,0,0,0,0,14,9,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,1,0,0,1,7,0,0,0,0,0,0,62.71974099244899,4,3,18,8,4,27,28,27,27
GLFpos,10,0,0,0,0,0,3,1,0,0,0,0,14,9,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,1,0,0,1,7,0,0,0,0,0,0,62.71974099244899,4,3,18,8,4,27,28,27,27
GLFpos,9,0,0,0,0,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,2,4,0,0,0,0,0,48.47091159125,0,4,6,4,4,14,17,17,14
GLFpos,9,0,0,0,0,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,2,4,0,0,0,0,0,48.47091159125,0,4,6,4,4,14,17,17,14
GLFpos,9,0,0,0,0,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,2,4,0,0,0,0,0,48.47091159125,0,4,6,4,4,14,17,17,14
GLFpos,11,0,0,0,0,0,2,0,0,0,0,0,11,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,3,1,0,0,0,0,0,64.41816950892859,0,3,9,4,2,19,20,19,20
GLFpos,7,0,0,0,0,0,0,2,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,72.30933030434784,1,3,6,1,3,15,17,16,16
GLFpos,7,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,44.418351840000014,0,2,11,3,5,15,16,15,15
GLFpos,15,1,2,0,0,0,7,5,0,0,0,0,25,1,0,6,0,0,0,0,0,0,2,0,0,0,0,5,0,0,7,0,0,1,3,4,0,5,1,0,0,0,0,0,6.923452750370387,3,14,27,10,9,42,46,39,37
GLFpos,15,1,2,0,0,0,7,5,0,0,0,0,25,1,0,6,0,0,0,0,0,0,2,0,0,0,0,5,0,0,7,0,0,1,3,4,0,5,1,0,0,0,0,0,6.923452750370387,3,14,27,10,9,42,46,39,37
GLFpos,15,1,2,0,0,0,7,5,0,0,0,0,25,1,0,6,0,0,0,0,0,0,2,0,0,0,0,5,0,0,7,0,0,1,3,4,0,5,1,0,0,0,0,0,6.923452750370387,3,14,27,10,9,42,46,39,37
GLFpos,15,1,2,0,0,0,7,5,0,0,0,0,25,1,0,6,0,0,0,0,0,0,2,0,0,0,0,5,0,0,7,0,0,1,3,4,0,5,1,0,0,0,0,0,6.923452750370387,3,14,27,10,9,42,46,39,37
GLFpos,10,0,0,1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,2,0,4,1,0,0,0,0,0,49.614987297241385,0,3,11,4,5,12,17,16,12
GLFpos,10,0,0,1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,2,0,4,1,0,0,0,0,0,49.614987297241385,0,3,11,4,5,12,17,16,12
GLFpos,10,0,0,1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,2,0,4,1,0,0,0,0,0,49.614987297241385,0,3,11,4,5,12,17,16,12
GLFpos,10,0,0,1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,2,0,4,1,0,0,0,0,0,49.614987297241385,0,3,11,4,5,12,17,16,12
GLFpos,11,0,0,2,0,0,3,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,0,0,4,2,0,0,1,0,0,62.50978587,0,1,3,1,1,27,29,28,25
GLFpos,11,0,0,2,0,0,3,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,0,0,4,2,0,0,1,0,0,62.50978587,0,1,3,1,1,27,29,28,25
GLFpos,12,0,2,0,0,0,1,3,0,0,0,0,13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,2,0,0,1,0,0,51.26781100142857,1,4,12,5,4,20,21,19,20
GLFpos,12,0,2,0,0,0,1,3,0,0,0,0,13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,2,0,0,1,0,0,51.26781100142857,1,4,12,5,4,20,21,19,20
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,8,0,1,0,0,0,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,66.34707858818183,0,3,9,2,4,9,12,9,11
GLFpos,12,0,0,5,0,0,3,3,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,76.83945508400001,0,2,8,2,3,19,20,19,19
GLFpos,12,0,0,5,0,0,3,3,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,76.83945508400001,0,2,8,2,3,19,20,19,19
GLFpos,12,0,0,5,0,0,3,3,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,76.83945508400001,0,2,8,2,3,19,20,19,19
GLFpos,12,0,0,5,0,0,3,3,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,76.83945508400001,0,2,8,2,3,19,20,19,19
GLFpos,17,0,2,0,0,0,7,3,0,0,0,0,26,9,0,2,0,0,1,0,0,0,1,0,0,0,0,6,0,1,2,0,0,7,0,2,0,10,2,0,1,1,0,0,12.953977074000008,1,9,26,11,11,53,56,52,52
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,13,0,0,5,0,0,10,8,0,0,0,0,44,10,0,2,0,0,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,9,0,0,0,0,0,0,-9.922444632586192,1,19,39,19,16,65,66,62,63
GLFpos,12,0,0,1,0,0,1,2,0,0,0,0,18,6,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,1,5,0,0,1,0,0,0,2,0,0,0,0,0,0,51.71117123409091,3,8,26,8,8,17,17,17,17
GLFpos,13,0,0,2,0,0,1,1,0,0,0,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,3,0,0,0,1,1,0,40.56730403900002,1,4,14,7,6,13,14,14,13
GLFpos,11,0,0,2,0,0,3,3,0,0,0,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,5,1,0,0,0,0,0,71.10508356767444,0,5,16,4,3,20,20,19,19
GLFpos,11,0,0,2,0,0,3,3,0,0,0,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,5,1,0,0,0,0,0,71.10508356767444,0,5,16,4,3,20,20,19,19
GLFpos,11,1,0,2,0,0,5,5,0,0,0,0,29,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,28.22146300809524,3,11,24,9,8,35,37,35,37
GLFpos,11,0,0,1,0,0,4,4,0,0,0,0,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,5,0,0,2,0,0,0,6,3,0,0,0,0,0,63.62844917181819,5,8,15,5,6,34,34,34,32
GLFpos,10,0,0,1,0,0,1,6,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,74.94040265709678,0,3,11,3,5,18,19,19,15
GLFpos,13,0,0,3,0,0,5,9,0,0,0,0,20,12,0,5,0,0,1,0,0,0,0,0,0,0,0,8,0,1,11,0,0,2,0,0,0,11,6,0,0,0,0,0,-11.66743067712764,5,9,18,7,8,75,76,73,68
GLFpos,6,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,48.20535812285715,0,3,12,3,6,7,9,8,8
GLFpos,12,0,0,0,0,0,1,1,0,0,0,0,8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,2,0,1,0,0,0,55.47608721120001,0,4,9,5,5,16,16,16,16
GLFpos,7,0,0,0,0,0,1,1,0,0,0,0,11,7,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,73.07782920888887,0,6,11,4,4,14,16,15,15
GLFpos,7,0,0,0,0,0,1,1,0,0,0,0,11,7,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,73.07782920888887,0,6,11,4,4,14,16,15,15
GLFpos,7,0,0,0,0,0,1,1,0,0,0,0,11,7,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,73.07782920888887,0,6,11,4,4,14,16,15,15
