@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-24,31-37,39-49'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute readability numeric
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute Conjunctions numeric
@attribute typeTokenRatio numeric

@data
EGY,181.20714,0,0,0,1,0,0,1
EGY,138.815228,0,4,0,0,0,0,1
EGY,117.687207,1,1,0,0,0,0,0.857143
EGY,199.776,3,56,5,2,0,0,0.776316
EGY,86.400773,1,2,0,0,1,1,1
EGY,68.844045,2,6,1,1,1,0,0.911765
EGY,178.594924,0,2,1,0,0,0,0.4
EGY,69.73383,1,1,1,0,0,0,1
EGY,94.166382,1,11,2,0,1,0,0.92
EGY,73.704547,1,3,1,0,0,2,0.944444
EGY,81.598767,0,6,0,0,0,0,0.952381
EGY,89.944547,0,0,0,0,0,0,1
EGY,103.587837,1,2,0,0,0,1,1
EGY,130.187415,0,3,0,0,0,0,1
EGY,133.984978,0,4,1,0,0,4,0.071429
EGY,124.171817,0,4,2,0,0,1,0.196429
EGY,90.313051,2,4,0,0,0,0,0.894737
EGY,68.414614,2,18,0,1,1,0,0.933333
EGY,140.250695,0,0,1,2,0,0,0.305556
EGY,129.104166,1,6,0,1,0,0,0.5
EGY,98.602746,0,4,2,1,1,1,0.966667
EGY,114.006937,1,5,1,0,0,0,1
EGY,101.990622,1,0,0,0,0,0,1
EGY,100.572807,0,2,0,0,0,0,0.944444
EGY,49.457193,5,24,2,1,1,1,0.875
EGY,130.127893,0,3,1,0,0,0,0.1875
EGY,101.960861,0,4,1,0,0,0,1
EGY,84.28149,1,3,0,1,0,0,0.928571
EGY,85.202074,1,7,0,0,0,1,0.852941
EGY,49.911256,6,3,0,0,0,0,1
EGY,127.411644,0,2,0,0,0,1,0.221429
EGY,51.225742,1,22,0,2,0,1,0.783333
EGY,113.380219,0,4,0,0,0,0,0.851852
GLF,64.322205,2,2,1,0,1,0,0.909091
GLF,92.959786,0,0,1,0,0,0,1
GLF,136.866508,1,1,1,2,0,0,0.916667
GLF,112.685074,1,0,1,1,0,0,1
GLF,133.262176,0,0,0,0,0,0,0.6
GLF,81.824547,0,1,2,1,0,0,1
GLF,105.013302,0,0,1,0,0,0,1
GLF,111.05122,1,0,2,1,0,0,1
GLF,108.274937,0,0,7,1,0,0,0.388889
GLF,136.108424,0,0,5,1,0,0,0.142157
GLF,128.007985,0,0,0,0,0,0,1
GLF,102.990742,1,1,1,0,0,0,1
GLF,132.605558,0,0,2,0,0,0,1
GLF,142.516845,1,1,0,0,0,0,1
GLF,126.731384,0,0,8,0,0,0,0.5
GLF,103.587837,0,1,1,0,0,0,1
GLF,132.545828,0,0,1,0,0,0,1
GLF,62.605088,0,0,3,0,0,0,0.193182
GLF,33.486488,1,2,16,1,1,0,0.92
GLF,126.172056,0,0,1,0,1,0,1
GLF,29.859466,2,0,7,2,3,0,0.897436
GLF,108.035981,0,0,0,0,0,0,1
GLF,108.146823,0,0,2,0,1,2,0.882353
GLF,124.602351,0,0,3,0,0,0,0.681818
GLF,72.652346,0,0,5,0,1,0,0.88
GLF,121.043688,0,0,5,0,1,0,0.47619
GLF,95.648154,5,0,11,0,1,0,0.210227
GLF,99.4952,0,0,0,0,0,0,1
GLF,121.141698,0,1,0,0,0,0,1
GLF,104.319483,3,0,9,1,0,0,0.95
GLF,133.262176,0,0,0,0,0,0,1
GLF,81.6311,0,0,13,1,1,0,0.971429
GLF,56.956873,0,1,4,1,1,0,1
GLF,114.275828,0,0,8,0,0,1,0.962963
GLF,65.510144,0,3,10,1,2,0,0.944444
GLF,84.18296,0,0,0,0,0,0,1
GLF,145.323132,0,0,1,0,0,0,1
GLF,112.57,0,0,7,0,1,0,0.472222
GLF,126.142295,0,0,2,0,1,0,0.916667
GLF,44.559717,0,0,2,0,0,0,1
GLF,86.204754,3,0,6,0,0,0,0.954545
GLF,116.058784,2,0,11,1,1,0,0.138889
GLF,86.786522,0,0,5,0,0,0,0.473684
GLF,112.006698,0,1,6,0,0,0,1
GLF,95.288646,1,1,2,1,0,0,1
GLF,100.005264,0,0,0,0,0,0,1
GLF,63.865515,0,0,13,1,1,0,0.911765
GLF,132.187654,0,0,0,0,0,0,0.916667
GLF,99.416395,2,0,14,1,1,0,0.460526
GLF,104.981918,1,0,18,0,2,0,0.25
GLF,72.229801,1,1,14,0,1,0,0.953488
GLF,94.646909,0,0,7,0,0,3,0.894737
GLF,100.170815,1,1,1,0,0,0,1
GLF,130.142773,0,0,1,0,0,1,0.9375
GLF,133.262176,1,1,2,0,0,0,0.5
GLF,99.483196,0,0,7,0,1,0,1
GLF,53.962842,1,0,4,1,1,0,0.952381
GLF,109.080742,0,0,0,0,0,0,1
GLF,134.95966,1,0,0,0,0,0,1
GLF,57.727269,0,0,1,1,0,0,1
GLF,105.013302,0,0,0,0,0,0,1
GLF,102.54995,1,0,8,1,1,0,0.5
GLF,85.795264,1,0,9,0,1,0,0.833333
GLF,136.277415,0,1,1,0,0,0,0.4
GLF,128.809741,2,0,5,1,1,0,0.046939
GLF,103.869245,1,0,0,0,0,0,1
GLF,142.516845,0,1,2,0,0,0,1
GLF,129.859002,0,0,1,0,0,0,1
GLF,126.186937,0,0,2,0,1,0,0.428571
GLF,94.265232,0,0,5,2,1,1,0.454545
GLF,110.778226,0,0,0,2,0,0,1
GLF,108.364394,0,0,1,0,0,0,1
GLF,117.687207,1,0,0,1,0,1,1
GLF,106.090137,0,0,2,0,0,0,1
GLF,173.564566,0,0,0,0,0,0,1
GLF,166.148085,0,1,0,0,0,0,0.291667
GLF,117.687207,0,1,1,0,0,0,1
GLF,119.111698,0,2,0,0,0,0,1
GLF,146.29349,0,2,2,0,0,0,0.916667
GLF,135.240094,1,0,0,0,0,0,1
GLF,105.013302,0,1,2,0,0,0,1
GLF,119.111698,0,1,1,0,0,0,1
GLF,77.144022,0,0,8,0,1,1,1
GLF,77.144022,0,0,8,0,1,1,1
GLF,84.743063,0,0,8,1,0,0,0.807692
GLF,65.733352,0,0,0,0,0,0,1
GLF,130.187415,0,1,0,1,0,0,0.454545
GLF,134.247415,0,0,0,0,0,0,1
GLF,73.79383,1,0,0,0,0,0,1
GLF,98.751551,0,0,3,1,0,0,1
GLF,162.595585,0,0,2,0,0,0,1
GLF,89.131197,0,0,7,2,2,0,1
GLF,124.596188,0,0,0,0,0,0,0.857143
GLF,94.930264,1,0,1,0,0,0,1
GLF,48.537874,0,0,7,1,0,0,1
GLF,79.645117,0,0,2,0,1,0,1
GLF,99.996588,0,1,11,0,1,0,1
GLF,121.798524,0,1,1,0,0,0,0.888889
GLF,123.171698,0,1,2,0,0,0,1
GLF,79.657521,1,1,11,0,1,0,0.8
GLF,99.88622,3,5,14,2,1,2,0.222222
GLF,114.455251,0,1,7,0,2,1,0.241379
GLF,138.414151,0,0,1,0,1,0,0.727273
GLF,68.42122,0,0,20,0,0,2,0.846154
GLF,81.496134,2,0,1,0,1,1,1
GLF,94.644962,0,0,9,1,0,0,0.931034
GLF,60.002359,2,0,20,0,1,0,0.911111
GLF,53.672396,1,0,0,0,0,0,1
GLF,83.965389,1,0,7,0,0,0,0.833333
GLF,115.678555,0,0,1,0,0,0,0.9
GLF,159.414088,0,2,0,0,0,0,1
GLF,93.92245,2,0,6,0,1,0,0.941176
GLF,92.359283,0,0,5,1,0,0,1
GLF,84.430921,2,2,8,3,0,5,0.885714
GLF,119.111698,0,0,2,0,0,0,1
GLF,103.673226,0,0,3,0,0,0,0.928571
GLF,97.975264,0,0,1,0,1,1,1
GLF,98.967943,0,0,1,0,0,0,1
GLF,82.122434,4,0,17,1,0,0,0.405172
GLF,78.964414,0,0,11,1,1,0,0.878049
GLF,72.59235,3,1,25,4,1,0,0.465517
GLF,66.340374,2,2,15,2,1,0,0.947368
GLF,82.164641,1,0,9,3,0,0,0.9375
GLF,89.31769,0,0,1,0,0,0,1
GLF,72.768576,3,0,16,1,2,0,1
GLF,66.962365,1,0,5,1,0,1,1
GLF,86.975815,1,1,6,0,0,0,0.884615
GLF,66.650236,0,3,13,1,0,0,0.787234
GLF,144.813463,1,0,4,1,0,0,1
GLF,91.87735,2,0,7,0,0,2,0.473684
GLF,64.420117,2,0,10,0,0,0,1
GLF,111.05866,0,0,1,0,0,0,0.8
GLF,108.364394,0,0,0,0,0,0,1
GLF,70.917142,0,0,1,0,0,0,1
GLF,78.677791,3,1,13,0,1,0,0.215517
GLF,108.035981,0,1,1,0,0,0,1
GLF,76.510834,1,1,6,1,0,0,1
GLF,88.96567,0,0,4,1,0,0,0.84375
GLF,133.165453,0,0,5,0,0,0,1
GLF,110.842268,0,1,0,1,0,0,1
GLF,107.020981,0,1,6,2,0,0,0.444444
GLF,142.516845,0,0,0,0,0,0,0.416667
GLF,86.30406,1,0,6,1,1,0,0.931034
GLF,146.338132,0,0,0,0,0,0,1
GLF,142.845154,0,0,1,0,0,0,0.5
GLF,97.975264,0,1,1,2,0,0,1
GLF,132.844272,0,0,2,0,0,0,1
GLF,101.408407,0,1,2,0,0,0,0.30303
GLF,141.263132,0,0,0,0,2,0,1
GLF,76.122482,0,1,0,0,0,0,1
GLF,76.83883,0,0,0,0,0,0,1
GLF,117.104019,1,0,2,0,0,0,1
GLF,73.275169,1,1,5,0,0,0,0.5
GLF,99.945742,0,0,3,0,0,1,1
GLF,103.891825,0,0,2,0,0,0,1
GLF,118.096698,0,0,3,0,0,1,0.909091
GLF,97.975264,0,0,1,0,0,0,1
GLF,70.073924,0,1,15,2,0,0,0.9375
GLF,91.077576,0,0,6,0,1,0,1
GLF,164.399492,0,1,1,0,0,0,0.5
GLF,107.323736,0,0,4,0,0,0,1
GLF,101.945981,0,0,5,0,0,0,1
GLF,96.893302,1,0,7,1,0,0,0.9375
GLF,67.768497,1,0,12,1,2,0,0.857143
GLF,92.243438,0,0,1,0,0,1,1
GLF,72.77883,0,1,0,0,0,1,1
GLF,35.491679,0,0,4,1,1,0,1
GLF,118.081817,1,0,1,0,0,1,1
GLF,122.112056,0,0,4,0,0,0,1
GLF,98.751551,0,0,4,1,0,0,1
GLF,111.947176,0,1,4,0,1,2,0.958333
GLF,69.217654,2,1,21,1,3,4,0.462121
GLF,89.078977,2,0,1,1,0,0,1
GLF,121.141698,0,0,0,0,0,0,1
GLF,102.990742,0,0,2,0,1,0,1
GLF,75.301762,1,1,6,1,0,0,0.95
GLF,117.081698,1,0,1,0,0,0,1
GLF,133.262176,0,0,4,0,0,0,0.666667
GLF,123.171698,0,0,0,0,0,0,1
GLF,118.335411,0,0,1,1,0,0,1
GLF,119.704208,1,0,5,2,1,0,0.166667
GLF,96.767325,0,0,4,0,1,1,0.9375
GLF,77.33864,1,0,17,0,0,0,1
GLF,111.05866,0,1,0,0,0,0,0.875
GLF,88.303177,1,0,5,0,1,0,1
GLF,145.26361,0,1,8,0,0,0,0.8
GLF,108.424124,0,0,2,1,0,0,1
GLF,137.373022,0,0,3,1,0,0,1
GLF,117.104019,0,0,0,1,1,1,1
GLF,95.344888,0,1,9,0,0,0,0.941176
GLF,111.200337,0,0,1,0,1,0,0.5
GLF,53.249939,1,3,22,0,1,1,0.967213
GLF,142.322773,0,0,2,0,0,0,0.8
GLF,90.051283,1,0,0,0,0,0,1
GLF,135.232654,0,0,4,0,0,0,0.888889
GLF,142.307893,0,0,2,1,0,0,0.833333
GLF,141.093242,3,0,2,0,1,0,1
GLF,96.960264,0,0,1,0,0,0,0.857143
GLF,117.29517,0,0,9,0,1,0,0.454545
GLF,96.100896,0,0,6,0,0,0,0.407407
GLF,113.021698,0,0,2,1,0,1,0.933333
GLF,100.170815,0,0,0,0,0,0,1
GLF,67.525472,0,0,10,1,0,1,0.888889
GLF,131.50517,0,0,0,0,1,0,1
GLF,169.504566,0,0,0,0,0,0,0.777778
GLF,100.414754,1,1,4,0,0,0,0.857143
GLF,127.85466,0,0,8,0,0,0,0.466667
GLF,154.726919,0,0,0,0,1,0,0.5
GLF,145.979958,0,1,1,0,0,0,1
GLF,134.408628,0,0,17,0,0,0,0.958333
GLF,97.930622,0,1,0,0,0,0,1
GLF,148.777623,0,1,7,1,0,0,0.857143
GLF,143.461444,0,0,4,0,0,0,1
GLF,157.025706,0,1,2,0,0,0,1
GLF,114.051578,0,0,3,1,0,0,1
GLF,77.809188,0,0,0,1,0,0,1
GLF,69.833893,1,0,9,0,0,0,0.447368
GLF,121.638038,0,0,2,0,0,0,0.472222
GLF,147.860632,0,0,2,0,0,0,0.409091
GLF,142.516845,0,0,0,0,0,0,1
GLF,82.925938,0,0,2,1,0,0,0.309524
GLF,107.323736,0,1,0,0,0,0,1
GLF,152.189419,0,0,1,0,0,0,1
GLF,126.186937,0,0,1,0,0,0,1
GLF,139.06482,0,1,0,0,0,0,0.733333
GLF,136.277415,0,0,0,0,0,0,0.296296
GLF,112.095981,0,0,0,0,0,0,1
GLF,123.171698,0,0,1,0,1,0,1
GLF,117.14122,0,0,0,0,0,0,1
GLF,186.670283,0,0,2,0,0,0,1
GLF,175.594566,0,0,0,0,0,0,1
GLF,166.504207,0,0,3,0,0,0,1
GLF,108.662837,0,0,0,0,0,0,1
GLF,111.05122,0,0,2,1,0,0,1
GLF,57.628232,0,0,4,1,0,0,0.916667
GLF,118.141339,0,0,1,0,0,0,1
GLF,127.172176,0,0,0,1,0,0,1
GLF,105.946459,0,0,5,0,0,1,1
GLF,172.549566,0,1,2,0,1,0,0.5
GLF,144.278371,0,0,3,0,0,0,0.833333
GLF,140.141396,0,0,1,1,0,0,0.311111
GLF,121.798524,0,0,1,0,1,0,1
GLF,95.199155,0,2,5,0,0,0,1
GLF,134.426502,0,0,0,1,0,0,0.227273
GLF,147.353132,0,0,2,0,0,0,0.416667
GLF,77.779427,0,0,0,0,0,0,0.461538
GLF,109.714688,0,1,10,0,1,0,0.172727
GLF,107.127717,0,0,9,1,0,0,0.4375
GLF,57.3147,0,0,3,0,0,0,1
GLF,48.597396,0,2,6,0,0,0,1
GLF,142.516845,0,1,1,1,0,0,0.416667
GLF,118.335411,0,0,0,0,0,0,1
GLF,116.245889,2,0,11,1,0,0,0.227273
GLF,136.277415,0,0,0,0,0,0,1
GLF,130.217176,0,0,0,0,0,0,1
GLF,103.975981,0,2,1,0,0,0,1
GLF,86.596792,1,1,1,0,0,0,1
GLF,141.868641,0,1,1,0,0,0,1
GLF,118.141339,0,1,0,0,0,0,1
GLF,147.353132,0,0,1,0,0,0,1
GLF,123.679198,0,1,0,0,0,0,0.45
GLF,124.48535,0,0,0,1,1,0,1
GLF,131.50517,0,0,0,0,0,0,1
GLF,105.677568,0,0,2,0,0,0,1
GLF,101.169694,0,1,3,1,0,0,1
GLF,56.04211,0,0,19,3,0,0,0.941176
GLF,96.450595,0,0,1,0,0,0,0.464286
GLF,128.050679,1,0,1,0,0,0,1
GLF,108.11501,1,1,15,0,1,0,0.423913
GLF,89.765981,1,0,9,0,0,0,0.961538
GLF,67.695916,1,1,4,0,0,2,0.5
GLF,93.309754,0,0,3,0,2,0,0.857143
GLF,110.065981,0,0,2,1,0,0,1
GLF,90.701952,0,1,0,0,0,0,0.909091
GLF,100.303916,0,0,1,1,0,0,0.888889
GLF,130.187415,0,1,1,2,1,0,1
GLF,36.53644,0,0,1,0,1,0,1
GLF,148.545213,0,0,2,0,0,1,0.238095
GLF,94.153977,0,0,3,0,0,0,1
GLF,112.309453,0,0,0,0,0,0,0.785714
GLF,84.606962,3,1,9,0,1,1,0.150943
GLF,101.693513,0,0,1,0,0,0,1
GLF,103.826551,0,0,0,0,0,0,1
GLF,106.050622,0,0,0,1,0,0,1
GLF,103.869245,0,1,1,0,0,0,1
GLF,109.797507,0,1,5,0,1,0,1
GLF,113.499124,0,0,0,0,1,0,1
GLF,95.915503,0,2,0,0,0,0,1
GLF,95.391326,1,3,14,0,1,1,0.126984
GLF,110.598386,0,0,9,0,0,0,0.318182
GLF,103.975981,0,0,1,0,0,0,1
GLF,41.31128,4,3,9,0,1,1,0.847458
GLF,51.494286,1,2,12,0,2,0,0.892857
GLF,108.364394,0,1,3,0,0,0,1
GLF,104.628704,1,0,6,1,0,1,0.952381
GLF,109.080742,0,0,1,0,0,0,1
GLF,101.990622,0,0,2,0,0,0,0.3
GLF,131.50517,0,0,0,0,0,0,1
GLF,105.677568,0,0,2,0,0,0,1
GLF,148.368132,0,0,1,0,1,0,1
GLF,75.363613,1,0,6,1,2,0,0.90625
GLF,110.065981,1,0,0,0,0,0,1
GLF,150.398132,0,0,1,0,0,0,1
GLF,102.417566,2,1,6,0,0,0,0.964286
GLF,128.050679,0,0,2,0,0,1,1
GLF,60.986661,1,1,4,1,0,0,0.5
GLF,146.338132,0,0,1,1,1,2,0.458333
GLF,66.00113,0,0,16,1,1,3,0.869565
GLF,100.660912,6,1,21,1,0,0,0.113801
GLF,65.375178,0,0,5,0,0,0,1
GLF,117.687207,0,0,0,0,0,0,1
GLF,138.277654,0,0,1,0,1,0,1
GLF,101.990622,2,2,0,0,0,0,1
GLF,81.598767,0,0,9,0,0,0,0.913043
GLF,124.48535,0,0,1,0,0,1,0.888889
GLF,53.836765,5,2,13,0,1,0,0.938776
GLF,108.633285,2,1,4,1,1,0,1
GLF,91.885264,1,1,0,0,0,0,0.833333
GLF,99.148322,1,0,7,0,1,1,0.857143
GLF,108.662837,0,1,3,1,0,0,0.458333
GLF,86.993432,4,1,13,2,1,5,0.300654
GLF,95.945264,0,0,2,0,0,0,1
GLF,111.857372,0,0,8,0,2,0,0.465517
GLF,122.156698,0,0,0,1,0,0,1
GLF,100.303916,0,0,0,0,0,0,1
GLF,113.499124,1,0,0,0,0,0,1
GLF,111.223596,0,1,18,1,0,0,0.95
GLF,117.687207,1,0,1,0,0,0,1
GLF,83.824786,0,1,10,2,1,0,0.44
GLF,53.330645,1,0,3,1,0,0,0.458333
GLF,63.226134,0,1,10,3,0,0,0.962963
GLF,93.437837,0,1,12,0,0,0,0.9
GLF,115.763943,0,3,0,1,0,0,1
GLF,87.855025,2,0,2,3,1,0,0.461538
GLF,147.353132,0,0,0,0,0,0,1
GLF,120.872911,1,0,0,1,0,0,0.5
GLF,91.437286,0,1,2,0,1,0,0.5
GLF,107.289872,0,1,7,0,0,0,0.944444
GLF,108.662837,0,0,1,0,0,0,1
GLF,117.491188,0,2,2,0,1,0,0.928571
GLF,127.120094,1,0,10,0,2,0,0.9375
GLF,159.141094,0,2,1,0,0,0,0.857143
GLF,81.771631,1,1,10,2,1,0,0.414894
GLF,89.019872,0,0,12,1,0,0,0.944444
GLF,87.144325,0,1,15,2,0,1,0.439655
GLF,114.006937,0,0,4,0,1,0,0.722222
GLF,150.368371,0,0,0,0,0,0,1
GLF,93.689213,0,1,7,0,0,0,1
GLF,9.324886,0,0,0,0,0,0,1
GLF,127.85466,1,2,1,0,0,0,0.928571
GLF,86.131888,0,0,12,0,1,0,0.863636
GLF,95.945264,0,0,2,2,0,0,1
GLF,133.165453,0,0,3,0,0,0,1
GLF,144.278371,1,0,2,0,0,0,1
GLF,150.35349,0,0,1,0,0,0,0.875
GLF,117.081698,1,0,1,1,0,0,0.909091
GLF,130.232056,0,1,0,0,0,0,1
GLF,69.778471,0,0,2,0,0,0,1
GLF,85.884547,0,0,0,0,0,0,1
GLF,105.916698,0,0,12,1,0,0,0.909091
GLF,100.170815,0,0,2,0,0,0,0.857143
GLF,73.749188,1,0,5,0,0,0,0.923077
GLF,149.383132,0,0,2,0,0,0,1
GLF,126.21236,0,1,5,0,0,0,0.923077
GLF,115.029377,0,0,8,0,0,0,1
GLF,112.095981,0,0,1,0,0,0,1
GLF,147.353132,0,0,2,0,0,0,1
GLF,85.884547,0,0,1,0,0,0,0.857143
GLF,74.570117,0,0,1,0,0,0,1
GLF,51.285264,0,1,15,1,0,1,0.942308
GLF,76.508887,0,0,15,0,0,2,0.962963
GLF,117.491188,0,0,4,0,0,0,1
GLF,110.778226,0,1,0,0,1,0,0.666667
GLF,114.883386,0,0,2,0,0,0,1
GLF,97.296888,0,0,1,2,0,0,1
GLF,103.797415,2,0,2,1,0,3,0.833333
GLF,65.763113,0,0,1,0,0,0,1
GLF,103.826551,0,0,3,0,0,0,1
GLF,108.00622,1,0,3,0,1,0,0.916667
GLF,103.587837,1,0,0,2,0,0,1
GLF,67.817368,0,1,14,0,0,0,0.972973
GLF,124.596188,0,0,0,1,0,0,1
GLF,24.415962,1,0,4,0,0,0,1
GLF,136.277415,1,0,1,0,1,0,1
GLF,137.91948,0,0,1,0,0,0,1
GLF,148.30861,0,1,3,0,0,1,1
GLF,82.23485,1,1,7,1,0,0,0.947368
GLF,125.709198,0,0,1,0,0,0,0.5
GLF,82.134847,0,0,8,3,1,0,0.931034
GLF,126.172056,0,0,2,0,0,0,1
GLF,100.005264,0,0,0,0,0,0,1
GLF,105.751146,0,1,6,0,0,0,0.8
GLF,175.931453,0,0,10,0,0,0,0.117647
GLF,52.657396,0,0,0,0,0,0,1
GLF,63.584308,3,2,10,1,0,0,1
GLF,91.49712,2,0,0,1,0,0,1
GLF,97.975264,0,0,1,1,0,0,1
GLF,109.474325,0,0,3,1,0,0,0.458333
GLF,114.469483,0,0,5,0,0,0,0.301587
GLF,93.676551,1,0,3,0,0,0,0.933333
GLF,129.859002,0,2,0,0,0,0,1
GLF,63.584308,3,2,10,1,0,0,1
GLF,95.945264,0,0,1,0,0,0,1
GLF,67.421608,3,1,16,0,1,0,0.970588
GLF,131.792691,0,1,0,0,1,2,0.866667
GLF,97.61709,3,1,3,0,0,0,1
GLF,45.313683,0,0,4,0,1,1,0.888889
GLF,81.854308,0,1,0,0,0,0,1
GLF,84.899308,0,0,1,0,0,0,1
GLF,90.870264,1,0,1,0,2,1,1
GLF,111.05122,0,0,3,1,0,0,1
GLF,129.859002,0,0,1,0,1,0,1
GLF,67.768497,2,2,11,2,2,2,0.952381
GLF,91.077576,0,1,7,0,0,0,1
GLF,109.024685,1,0,8,0,1,1,0.459184
GLF,107.127717,0,0,3,0,0,0,0.928571
GLF,80.131395,1,0,7,1,0,0,0.842105
GLF,72.77883,0,0,0,1,0,1,1
GLF,111.05122,0,0,1,1,0,0,0.45
GLF,121.798524,0,0,2,1,0,0,1
GLF,36.118535,0,0,0,0,1,0,1
GLF,145.421141,0,1,0,0,1,0,0.4375
GLF,103.869245,0,2,0,2,0,0,0.777778
GLF,74.607943,0,1,16,1,1,0,0.878788
GLF,94.840668,0,0,3,0,0,0,0.176471
GLF,90.051283,0,0,0,0,0,0,1
GLF,154.39861,0,0,4,0,0,0,0.428571
GLF,70.206597,0,0,11,0,1,2,1
GLF,92.922585,1,0,1,0,0,0,1
GLF,124.48535,0,0,1,1,0,0,1
GLF,78.998202,4,1,13,2,0,0,0.829787
GLF,124.596188,0,0,0,0,0,0,0.857143
GLF,121.478322,0,0,4,0,0,0,0.923077
GLF,124.754241,0,0,10,1,0,0,1
GLF,103.826551,1,0,0,1,1,0,1
GLF,22.46523,1,0,17,1,1,0,0.797101
GLF,148.368132,0,0,0,0,0,0,1
GLF,151.390811,0,0,1,1,0,0,0.15
GLF,89.761282,0,1,11,3,1,1,0.870968
GLF,145.323132,0,0,0,0,0,0,1
GLF,112.006698,0,0,9,0,0,1,0.941176
GLF,77.779427,0,1,1,0,0,0,1
GLF,108.984019,1,1,6,1,0,0,1
GLF,51.582874,0,0,5,0,0,0,1
GLF,60.718499,2,2,9,0,2,0,0.967742
GLF,129.194736,1,0,0,1,0,0,1
GLF,134.95966,0,0,0,0,0,0,1
GLF,105.013302,0,1,5,0,0,0,0.3125
GLF,88.213199,2,1,13,1,2,0,0.224359
GLF,75.048585,2,1,9,0,1,1,0.955556
GLF,75.82383,0,1,2,0,0,0,1
GLF,134.247415,1,0,1,0,0,0,1
GLF,100.005264,0,2,0,0,0,0,0.5
GLF,85.884547,0,0,0,0,0,1,1
GLF,109.471367,0,0,3,0,0,0,0.923077
GLF,67.883021,0,0,4,0,0,0,1
GLF,68.71883,0,0,1,0,0,0,1
GLF,101.91622,0,0,2,2,1,1,0.944444
GLF,70.461051,2,0,9,1,1,0,0.931034
GLF,124.48535,0,0,2,0,0,0,1
GLF,89.429357,0,1,6,0,1,0,0.954545
GLF,104.319483,0,0,5,0,2,0,1
GLF,68.741151,1,0,2,1,0,0,1
GLF,97.296888,0,0,0,0,0,0,1
GLF,118.828343,0,0,4,0,0,2,0.904762
GLF,122.404039,0,0,5,1,1,0,1
GLF,103.673226,0,0,2,1,1,1,1
GLF,120.126698,0,0,2,0,0,0,1
GLF,125.50689,1,0,6,0,1,0,1
GLF,68.599786,0,2,8,0,1,2,0.962963
GLF,127.769272,0,1,1,0,0,0,1
GLF,74.101729,3,0,18,1,1,1,0.976744
GLF,136.490887,2,0,0,0,1,0,0.928571
GLF,155.226568,0,0,5,0,0,0,0.083333
GLF,121.798524,1,0,0,2,0,0,1
GLF,81.34712,0,2,12,1,0,0,1
GLF,126.172056,0,0,2,0,1,0,1
GLF,69.949739,1,0,10,0,1,0,0.921053
GLF,79.710391,0,1,1,0,0,0,1
GLF,93.945025,0,0,2,0,1,0,1
GLF,103.587837,1,1,6,0,0,0,0.318182
GLF,148.368132,0,0,1,1,0,0,1
GLF,140.098702,0,1,0,0,0,0,0.5
GLF,150.368371,0,0,0,0,0,0,1
GLF,152.189419,0,0,1,0,0,0,0.833333
GLF,131.309151,0,0,0,0,1,0,1
GLF,74.80883,0,0,0,0,0,0,1
GLF,134.66997,0,0,2,0,0,0,0.5
GLF,39.551679,1,1,1,0,0,0,1
GLF,111.573913,0,0,9,1,1,0,1
GLF,105.013302,0,0,2,0,1,0,1
GLF,109.234692,0,0,2,1,1,2,0.913043
GLF,103.796894,2,0,11,0,0,1,0.428571
GLF,94.590485,0,0,3,2,0,1,1
GLF,103.826551,0,2,0,1,0,0,1
GLF,117.870647,0,1,7,0,0,0,0.947368
GLF,77.512079,2,1,1,0,0,0,0.909091
GLF,161.861992,0,0,0,0,0,0,0.285714
GLF,93.505773,0,0,4,1,0,0,1
GLF,93.945025,0,0,1,0,0,1,1
GLF,84.493808,0,0,13,1,0,0,1
GLF,103.869245,0,1,0,0,0,0,1
GLF,81.34712,2,0,2,0,1,0,0.9
GLF,112.685074,0,2,8,1,0,0,0.431818
GLF,154.41349,0,0,1,0,0,0,1
GLF,99.4952,0,0,2,0,0,0,0.416667
GLF,103.869245,0,0,0,0,0,0,0.857143
GLF,165.466887,0,0,0,0,0,0,0.875
GLF,126.172056,0,0,2,0,0,0,0.75
GLF,124.48535,0,1,4,0,0,1,1
GLF,99.856459,1,0,5,1,1,0,0.48
GLF,142.110411,0,1,1,1,0,0,0.309524
GLF,97.61709,0,0,3,0,0,0,1
GLF,100.414754,1,0,1,0,0,0,1
GLF,141.285453,0,0,2,0,0,0,1
GLF,69.674308,1,1,8,0,1,0,1
GLF,85.032732,1,0,10,0,0,0,0.909091
GLF,56.975029,2,1,17,2,2,3,0.447368
GLF,96.990025,0,0,2,0,0,0,0.285714
GLF,122.112056,0,0,1,0,0,0,0.916667
GLF,66.340374,3,1,11,1,0,1,0.897436
GLF,145.421141,0,0,1,0,0,0,0.5
GLF,123.676634,0,0,1,0,0,0,1
GLF,138.277654,0,0,1,1,0,0,1
GLF,79.709602,2,0,2,0,0,0,0.923077
GLF,137.680558,0,1,0,0,0,0,1
GLF,124.127176,0,0,2,0,1,1,0.916667
GLF,93.505773,1,0,0,0,0,0,0.857143
GLF,93.516977,0,2,7,1,1,1,0.301075
GLF,96.960264,1,2,5,0,0,0,0.5
GLF,105.677568,1,3,3,0,0,0,1
GLF,114.006937,2,1,6,2,0,0,0.888889
GLF,130.75475,0,0,8,0,0,0,1
