@relation textClassifier-weka.filters.unsupervised.attribute.Remove-R26-34

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute uniqueTags numeric
@attribute /CD numeric
@attribute /DT numeric
@attribute /DTJJ numeric
@attribute /DTJJR numeric
@attribute /DTNN numeric
@attribute /DTNNP numeric
@attribute /DTNNS numeric
@attribute /IN numeric
@attribute /JJ numeric
@attribute /NN numeric
@attribute /NNP numeric
@attribute /NNS numeric
@attribute /NOUN numeric
@attribute /PRP numeric
@attribute /RB numeric
@attribute /RP numeric
@attribute /UH numeric
@attribute /VBD numeric
@attribute /VBN numeric
@attribute /VBP numeric
@attribute /WP numeric
@attribute /WRB numeric
@attribute readability numeric
@attribute Adverbials numeric
@attribute Adverbs numeric
@attribute ConjSub numeric
@attribute Conjunctions numeric
@attribute Demonstratives numeric
@attribute Modals numeric
@attribute Negation numeric
@attribute Particles numeric
@attribute Prepositionals numeric
@attribute Prepositions numeric
@attribute Pronoun numeric
@attribute Quantitives numeric
@attribute QuestionWords numeric
@attribute Relatives numeric
@attribute StopWords numeric
@attribute typeTokenRatio numeric

@data
EGY,5,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,1,0,0,126.366024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.333333
EGY,5,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,1,0,1,0,0,152.253904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,9,0,2,1,0,4,0,0,1,0,10,0,1,1,0,0,0,0,2,0,2,0,0,97.182798,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0.208333
EGY,4,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,3,0,0,115.051698,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1
EGY,10,0,0,1,0,4,0,1,4,3,9,6,0,1,0,0,0,0,1,0,1,0,0,100.227971,0,0,0,0,0,0,1,2,0,0,0,1,0,0,5,0.279279
EGY,10,0,0,0,0,3,0,0,3,2,13,2,1,0,1,0,0,0,3,1,1,0,0,105.590405,0,0,0,0,0,0,0,0,0,3,0,0,3,2,4,0.967742
EGY,11,0,2,2,0,6,1,2,2,0,15,10,0,2,0,0,0,0,5,0,1,0,0,63.471466,0,0,0,0,2,0,0,3,3,2,0,1,1,1,10,0.784314
EGY,7,0,0,0,0,2,0,0,1,1,6,0,0,0,0,0,0,0,1,0,1,1,0,126.21236,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,1
EGY,11,0,1,3,0,3,0,0,1,0,3,1,0,0,1,0,1,0,1,0,1,1,0,129.325011,0,1,0,0,0,0,0,0,0,1,1,0,1,0,5,0.857143
EGY,11,0,0,2,0,4,1,0,2,2,13,2,0,0,0,0,2,0,5,0,2,1,0,79.581309,0,0,0,0,0,0,0,2,0,1,0,0,1,2,5,1
EGY,7,1,0,0,0,1,0,0,2,2,5,2,0,0,0,0,0,0,0,0,2,0,0,111.05122,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.46875
EGY,5,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,108.364394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EGY,8,0,0,0,1,0,0,0,5,0,5,4,0,0,0,0,0,0,3,1,1,1,0,103.718386,0,0,0,0,0,0,0,1,0,2,0,0,0,1,5,0.954545
EGY,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,121.141698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
EGY,10,0,2,0,0,3,0,0,3,2,7,3,0,0,1,0,0,0,2,0,1,1,0,108.675242,0,1,0,0,0,0,0,0,0,1,1,0,0,1,5,0.96
EGY,10,0,0,2,0,4,0,0,3,0,12,8,0,1,0,0,2,0,3,0,1,1,0,89.580653,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0.902439
EGY,7,0,0,0,0,1,0,0,1,3,1,2,0,0,0,0,0,0,1,0,1,0,0,132.605558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
EGY,10,0,0,1,0,4,0,2,6,0,15,4,1,0,2,0,0,0,3,0,2,0,0,63.794417,0,0,0,0,0,0,0,0,0,6,0,0,2,2,9,0.804348
EGY,3,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,127.568585,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0.282051
EGY,5,0,0,0,0,1,0,0,1,0,5,2,0,0,0,0,0,0,0,0,1,0,0,122.932985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
EGY,8,0,0,0,0,3,4,0,4,1,11,7,0,0,0,0,1,0,0,0,1,0,0,74.030839,0,0,0,1,0,0,1,0,0,3,0,0,1,1,4,0.208333
EGY,6,3,0,0,0,2,0,0,0,0,4,4,0,0,0,0,1,0,0,0,1,0,0,143.454384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333
EGY,11,0,1,1,0,8,1,0,2,0,15,16,0,0,0,0,3,0,3,0,1,2,0,67.952207,0,0,0,2,0,0,2,0,1,1,0,0,1,2,9,0.946429
EGY,6,0,0,0,0,1,0,0,2,0,2,5,0,0,0,0,0,0,1,0,2,0,0,100.170815,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.923077
EGY,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,133.262176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,142.516845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
EGY,6,0,0,1,0,2,0,0,0,3,9,4,0,0,0,0,0,0,0,0,2,0,0,106.931698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.904762
EGY,10,0,0,0,0,1,0,0,1,1,10,6,0,0,1,0,1,0,3,0,1,1,0,114.87747,0,0,0,0,0,0,1,1,0,1,1,0,1,1,5,0.923077
EGY,7,0,0,0,0,1,1,0,2,0,6,0,0,2,0,0,0,0,1,0,3,0,0,118.052056,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1
EGY,12,0,0,2,0,8,0,1,4,2,10,3,0,0,1,0,0,0,4,1,3,1,0,76.160517,0,0,0,0,0,0,1,0,0,3,1,1,0,0,7,0.85
EGY,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,138.307415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,10,0,0,2,0,3,0,0,2,1,10,2,0,1,0,0,0,0,1,0,1,1,0,99.856459,0,0,0,0,0,0,2,1,0,1,0,1,1,1,5,0.958333
EGY,4,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,89.899905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
EGY,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,120.465886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
EGY,5,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,1,0,0,138.262773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EGY,9,0,0,0,0,3,0,1,3,1,25,7,0,0,0,0,0,0,5,0,5,1,0,79.326573,0,0,0,0,0,0,0,0,2,1,0,0,0,0,10,0.823529
EGY,11,0,0,2,0,7,0,0,4,4,24,9,2,0,0,0,1,0,7,0,8,3,0,199.776,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0.802817
EGY,9,0,1,0,0,1,1,0,2,0,12,11,0,2,0,0,0,0,3,0,1,0,0,71.303856,0,0,0,0,0,0,0,1,0,1,0,2,1,0,6,0.885714
EGY,14,0,2,1,0,10,0,0,9,4,30,18,0,1,1,1,1,0,4,0,8,1,0,45.44798,0,0,0,0,2,0,1,0,0,3,1,0,3,2,13,0.879121
EGY,11,1,0,4,0,9,0,0,2,3,18,8,5,2,0,0,0,0,2,0,5,0,0,67.124532,0,1,0,0,0,0,0,0,0,2,0,1,2,2,4,0.934426
EGY,8,0,0,0,0,1,1,2,1,3,9,0,0,0,0,0,0,0,2,0,4,0,0,77.566164,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,1
EGY,10,0,0,0,0,3,4,0,1,2,10,9,0,1,1,0,0,0,1,0,3,0,0,79.594634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.914286
EGY,12,0,2,0,0,5,2,0,2,5,23,15,1,1,1,0,0,0,2,0,6,0,0,58.325615,0,0,0,0,1,0,0,1,0,1,0,0,1,1,5,0.820896
EGY,6,0,0,0,0,2,0,0,2,0,7,4,0,0,0,0,1,0,1,0,0,0,0,112.414135,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1
EGY,8,3,0,0,0,1,0,0,0,0,2,6,0,0,1,0,0,0,1,1,1,0,0,139.636263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333
EGY,9,1,1,0,0,1,0,0,1,1,7,0,0,0,0,0,0,0,1,0,1,1,0,116.245889,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1
EGY,11,2,0,1,0,3,0,1,5,1,9,0,1,0,0,0,0,0,1,0,3,1,0,78.799477,0,0,0,0,0,0,0,1,0,3,0,1,3,4,8,0.931034
EGY,8,0,0,0,0,1,1,0,1,4,5,1,0,0,0,0,0,0,1,0,1,0,0,88.840264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
EGY,12,2,2,2,0,13,0,0,6,0,43,33,3,1,0,0,0,0,6,0,6,3,0,99.301422,0,0,0,0,1,0,0,1,2,6,0,1,5,4,14,0.053991
EGY,7,2,0,1,0,4,0,0,3,0,7,1,0,0,0,0,0,0,0,0,1,0,0,83.765264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.95
EGY,4,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,110.778226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
EGY,17,5,2,3,0,16,0,2,16,12,62,35,7,1,2,1,6,0,13,0,9,7,0,199.776,0,0,0,3,0,0,6,6,2,5,1,0,4,4,31,0.777228
EGY,13,1,0,0,0,17,1,1,10,4,34,18,1,2,2,0,0,0,4,0,10,0,0,-2.016804,0,0,0,10,0,0,3,1,1,5,1,0,1,0,9,0.766667
EGY,5,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,0,1,0,1,0,0,115.763943,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
EGY,14,1,6,6,0,10,0,2,9,2,31,18,1,1,0,0,0,0,5,1,8,0,0,54.462554,0,0,0,0,0,0,0,1,0,6,0,1,5,4,14,0.434579
EGY,7,0,0,0,0,1,0,1,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,79.406403,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1
EGY,8,0,0,0,0,3,0,0,2,1,5,2,1,0,0,0,0,0,5,0,1,0,0,95.855981,0,0,0,1,0,0,0,1,0,2,0,0,1,1,4,1
EGY,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,181.625044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,6,0,0,0,0,1,0,0,1,0,3,5,0,0,1,0,1,0,0,0,0,0,0,154.353968,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.833333
EGY,11,0,1,1,0,3,1,0,2,3,11,19,1,0,0,0,0,0,1,0,1,0,0,79.190074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.954545
EGY,7,0,0,0,0,2,1,0,1,1,10,3,0,1,0,0,0,0,0,0,0,0,0,106.416284,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,0.947368
EGY,6,0,0,0,0,2,0,0,3,0,2,0,0,0,1,0,0,0,3,0,1,0,0,124.352249,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0.923077
EGY,11,0,0,1,0,7,0,0,5,1,7,11,0,0,1,0,1,0,2,0,1,1,0,106.858243,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,0.973684
EGY,12,0,0,2,0,2,4,0,3,0,13,18,1,1,0,0,1,0,3,0,1,1,0,68.51085,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0.851852
EGY,12,0,1,0,0,2,2,0,4,2,21,9,0,0,2,0,2,0,1,0,3,1,0,66.373238,0,0,0,0,0,0,0,1,1,2,1,1,3,2,10,0.9
EGY,12,0,0,0,0,0,1,1,2,3,15,3,0,2,0,0,1,0,4,1,4,1,0,131.95678,0,0,0,3,0,0,0,0,3,2,0,1,1,1,7,0.215116
EGY,13,2,1,0,1,5,0,0,2,1,10,10,1,1,0,0,0,0,2,0,3,1,0,96.555918,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0.952381
EGY,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,123.149377,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
EGY,6,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,153.37617,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
EGY,9,0,1,1,0,6,1,0,4,4,10,1,0,0,0,0,0,0,3,0,0,0,0,80.234862,0,0,0,2,0,0,0,1,0,3,0,0,0,0,4,0.868421
EGY,10,0,0,2,0,5,0,1,1,0,10,8,0,0,0,0,2,0,1,0,1,1,0,100.300717,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.90625
EGY,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,148.368132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,87.914547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EGY,9,0,0,2,0,4,2,0,2,0,9,6,0,0,0,0,1,0,1,0,3,0,0,107.941571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.555556
EGY,11,0,0,0,0,4,1,0,1,1,10,1,1,0,2,0,0,0,1,0,3,1,0,126.927726,0,0,0,1,0,0,1,1,0,1,0,0,1,1,2,0.122449
EGY,13,2,0,1,0,5,0,0,3,4,21,7,1,1,0,0,1,0,3,2,3,0,0,56.867938,0,0,0,1,0,0,1,0,1,2,0,1,0,0,5,0.962963
EGY,6,0,0,0,0,1,0,0,0,2,4,2,1,0,0,0,0,0,0,0,1,0,0,101.693513,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
EGY,5,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,3,0,0,120.514841,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
EGY,9,1,1,0,0,1,0,0,1,1,5,2,0,1,0,0,0,0,0,0,0,1,0,102.901146,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.472222
EGY,7,0,0,0,0,1,4,0,2,0,4,6,0,0,1,0,0,0,1,0,0,0,0,92.726825,0,0,0,1,0,0,0,1,0,2,1,0,3,0,5,0.833333
EGY,19,11,3,4,0,21,3,4,25,3,63,20,3,1,1,2,4,0,11,1,8,2,0,199.776,0,3,0,2,3,1,1,5,0,17,1,1,11,10,41,0.772277
EGY,10,1,0,0,0,3,0,0,4,1,12,7,0,0,1,0,4,0,4,0,2,0,0,89.967631,0,0,0,9,0,0,3,1,2,1,1,0,0,1,15,0.804348
EGY,8,1,0,0,0,3,0,0,2,1,2,0,0,0,2,0,0,0,0,0,1,1,0,133.165453,0,0,0,2,0,0,1,1,0,1,0,0,1,1,2,0.875
EGY,6,0,1,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,97.930622,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0.928571
EGY,13,0,0,1,0,3,0,1,2,3,23,1,1,0,0,0,1,0,1,1,2,1,0,65.465503,1,0,0,0,0,0,0,1,1,1,0,0,0,1,6,1
EGY,12,0,0,1,0,2,1,1,2,1,3,8,1,0,0,0,0,0,3,0,1,1,0,102.786753,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
EGY,8,0,0,0,0,1,0,1,1,1,2,4,0,0,0,0,1,0,0,0,0,1,0,134.202773,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,1
EGY,6,0,0,0,0,1,0,0,0,0,5,3,0,0,0,0,1,0,1,0,0,1,0,118.081817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,5,0,0,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,125.369419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.5
EGY,12,0,0,4,0,7,2,1,5,4,15,11,1,0,0,0,0,0,2,0,1,3,0,110.996838,0,0,0,0,0,0,0,0,1,3,0,0,1,1,4,0.119048
EGY,11,2,0,0,0,1,0,1,1,0,7,4,0,0,0,0,2,0,2,0,3,1,1,102.786753,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,0.961538
EGY,8,0,0,0,0,1,0,0,2,0,7,6,0,0,2,0,0,0,5,0,3,2,0,117.674636,0,0,0,2,0,0,1,1,0,1,1,0,0,1,4,0.104247
EGY,4,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,122.156698,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.5
EGY,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,166.698279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EGY,12,0,0,1,0,4,0,1,2,3,15,18,0,0,3,0,0,0,2,1,4,2,0,129.579248,0,0,0,0,0,0,0,0,1,2,1,0,0,0,5,0.027451
EGY,5,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,121.141698,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1
EGY,4,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,138.414151,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
EGY,5,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,114.232717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,5,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,118.126459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EGY,8,0,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,0,2,0,2,0,0,127.530558,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1
EGY,14,0,0,3,0,6,0,6,16,3,37,9,2,1,1,0,2,0,10,1,5,0,0,199.776,0,0,0,2,0,0,2,0,1,7,0,1,4,4,23,0.854369
EGY,11,1,1,0,0,2,0,0,1,1,12,1,1,0,1,0,0,0,1,0,3,0,0,97.977855,0,0,0,1,1,0,2,0,1,2,1,0,0,0,6,0.931034
EGY,5,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,119.111698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,9,0,0,0,0,0,0,0,3,2,8,10,0,0,0,0,1,0,1,1,3,1,0,99.222001,0,0,0,6,0,0,0,1,2,3,0,0,1,1,7,0.868421
EGY,8,1,0,1,0,3,0,1,0,2,10,0,1,0,0,0,0,0,1,0,0,0,0,74.756748,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0.423077
EGY,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,157.025706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
EGY,6,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,114.232717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,7,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,120.126698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EGY,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,108.662837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,15,1,1,0,0,7,0,1,6,21,50,14,4,2,2,0,2,0,12,0,21,1,0,199.776,0,0,0,1,0,0,3,1,0,2,1,1,2,1,8,0.531034
EGY,8,0,0,1,0,0,0,0,3,0,10,4,0,1,2,0,0,0,1,0,2,0,0,104.646863,0,0,0,0,0,0,2,2,0,1,1,1,1,1,7,0.615385
EGY,11,0,1,0,0,5,0,2,4,1,6,1,1,0,3,0,0,0,5,0,1,0,0,110.021339,0,0,0,3,1,0,0,0,0,1,3,0,0,0,8,0.162162
EGY,10,0,1,3,0,7,0,0,3,0,10,3,0,0,0,0,1,0,3,0,1,2,0,82.571698,0,0,0,12,1,0,0,0,0,3,0,0,1,1,6,0.76087
EGY,3,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,153.37617,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
EGY,9,0,0,3,0,4,0,1,3,4,17,10,0,0,0,0,0,0,4,0,1,0,0,39.38181,0,0,0,0,0,0,0,1,0,3,0,0,3,2,4,0.93617
EGY,6,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,138.262773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EGY,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,147.353132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EGY,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172.549566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EGY,7,0,0,0,0,2,0,0,1,2,6,1,0,0,1,0,0,0,1,0,0,0,0,124.40017,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0.928571
EGY,5,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,1,0,1,0,0,128.07247,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1
EGY,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,137.680558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,3,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,143.293132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
EGY,4,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,2,0,0,0,0,142.278132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
EGY,5,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,114.232717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,100.005264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,5,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,1,0,2,0,0,142.409153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.168421
EGY,4,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,125.351128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
EGY,9,3,0,0,0,3,2,0,0,1,14,11,1,0,0,0,0,0,2,0,1,0,0,85.561514,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,0.190476
EGY,6,0,0,0,0,3,0,0,3,0,7,7,0,2,0,0,0,0,2,0,0,0,0,112.087305,0,0,0,1,0,1,0,1,0,2,0,1,1,1,4,0.407407
EGY,5,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,1,0,0,148.706465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.153846
EGY,6,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,1,0,1,0,1,0,0,112.309453,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1
EGY,7,0,0,0,0,2,0,0,1,2,5,2,0,0,1,0,0,0,0,0,1,0,0,131.202415,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0.472222
EGY,7,0,0,0,0,3,0,0,4,4,10,9,0,0,0,0,0,0,2,0,4,0,0,87.676459,0,0,0,0,0,0,0,0,1,3,0,0,1,1,6,0.916667
EGY,5,0,0,0,0,0,0,0,2,2,4,0,2,0,0,0,0,0,0,0,1,0,0,103.975981,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0.916667
EGY,5,1,0,0,0,0,0,0,1,1,8,3,0,0,0,0,0,0,0,0,0,0,0,131.309151,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0.928571
EGY,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,190.685641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,102.005503,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
EGY,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,126.186937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.75
EGY,8,1,1,0,0,0,0,0,3,1,9,3,0,0,0,0,0,0,1,0,2,0,0,135.391332,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0.791667
EGY,6,0,0,0,0,1,0,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,53.627754,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
EGY,6,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,124.596188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,5,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,97.975264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EGY,4,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,138.414151,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
EGY,4,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,123.149377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EGY,5,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,2,0,0,0,0,130.426128,0,0,0,0,0,0,1,0,0,0,2,1,1,0,3,0.272727
EGY,5,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,114.232717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,4,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,96.960264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
EGY,6,0,0,0,0,1,0,0,0,1,3,4,0,0,0,0,0,0,2,0,1,0,0,115.051698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EGY,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,159.414088,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.45
EGY,5,0,0,0,0,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,1,0,0,89.556612,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
EGY,4,0,0,0,0,2,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,101.990622,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1
