@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-24,26-49'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute readability numeric
@attribute typeTokenRatio numeric

@data
EGY,104.96122,0.933333
EGY,115.051698,1
EGY,123.171698,1
EGY,101.325456,1
EGY,136.277415,1
EGY,97.206031,0.091631
EGY,63.426768,0.917808
EGY,98.404641,0.9375
EGY,132.844272,1
EGY,104.628704,0.418605
EGY,114.125981,1
EGY,108.275319,0.8
EGY,96.276367,0.807692
EGY,109.214166,1
EGY,129.259134,0.333333
EGY,78.944274,0.888889
EGY,69.599905,0.892857
EGY,138.277654,1
EGY,124.48535,1
EGY,118.126459,1
EGY,90.051283,1
EGY,60.529364,0.73913
EGY,105.59649,0.46875
EGY,104.466966,0.18232
EGY,101.9311,0.184314
EGY,134.247415,1
EGY,170.519566,1
EGY,107.127717,1
EGY,60.299969,1
EGY,113.191588,1
EGY,135.266008,0.210526
EGY,130.358291,0.091346
EGY,118.728019,0.092857
EGY,113.431976,0.135417
EGY,117.687207,0.4375
EGY,131.396487,0.096591
EGY,107.692687,0.140351
EGY,144.64732,0.305556
EGY,106.005981,1
EGY,108.2397,0.210526
EGY,115.333819,0.116071
EGY,144.308132,0.8
EGY,186.670283,1
EGY,141.322654,1
EGY,68.414614,0.934783
EGY,116.40674,0.291667
EGY,124.352249,0.923077
EGY,140.722151,1
EGY,116.540717,0.9375
EGY,100.022717,0.952381
EGY,56.035217,0.913793
EGY,111.200337,0.214286
EGY,93.825981,1
EGY,130.232056,1
EGY,122.246294,0.363636
EGY,161.861992,1
EGY,71.303856,1
EGY,93.499688,0.622222
EGY,101.169694,1
EGY,28.625392,0.8
EGY,97.206422,0.923077
EGY,103.387151,0.282051
EGY,132.146258,0.15
EGY,83.901761,0.904762
EGY,100.420917,0.956522
EGY,61.434639,0.933333
EGY,74.570117,1
EGY,77.512079,1
EGY,97.065053,0.95
EGY,118.081817,1
EGY,148.533683,0.923077
EGY,66.973087,0.802817
EGY,86.877226,1
EGY,118.335411,1
EGY,152.338849,1
EGY,103.826551,1
EGY,130.271571,0.818182
EGY,123.171698,0.8
EGY,97.61709,1
EGY,84.107015,0.909091
EGY,199.776,0.893204
EGY,108.675242,0.88
EGY,131.457447,0.5
EGY,119.218434,1
EGY,49.38432,0.910714
EGY,105.013302,1
EGY,47.777926,0.861111
EGY,199.776,0.888889
EGY,199.776,0.938462
EGY,86.884166,0.886364
EGY,124.243515,0.042702
EGY,94.388031,0.913043
EGY,100.218736,0.928571
EGY,69.527757,0.926829
EGY,92.500013,0.888889
EGY,113.417844,0.294118
EGY,112.095981,1
EGY,118.081817,1
EGY,65.733352,1
EGY,165.504088,1
EGY,118.771919,1
EGY,117.687207,0.833333
EGY,105.961339,1
EGY,98.423763,0.944444
EGY,83.03269,0.275
EGY,138.307415,1
EGY,110.875172,0.043152
EGY,76.299864,0.891304
EGY,130.134499,1
EGY,74.793449,0.909091
EGY,66.00113,1
EGY,120.126698,1
EGY,95.288646,1
EGY,38.233924,1
EGY,108.364394,1
EGY,79.16769,1
EGY,110.842268,0.9
EGY,127.172176,1
EGY,111.05122,1
EGY,77.017392,0.66129
EGY,128.07247,0.428571
EGY,81.908703,1
EGY,122.961476,0.789474
EGY,76.929155,0.254386
EGY,152.189419,1
EGY,126.844395,0.049036
EGY,85.858577,0.921053
EGY,67.401075,0.928571
EGY,171.534566,1
EGY,132.545828,1
EGY,127.769272,1
EGY,83.779637,0.852941
EGY,78.801106,0.852941
EGY,86.594868,0.5
EGY,141.285453,1
EGY,90.051283,1
EGY,58.787255,0.866667
EGY,56.829276,0.857143
EGY,111.05866,1
EGY,120.126698,1
EGY,108.783132,0.906977
EGY,108.783132,0.906977
EGY,73.79383,1
EGY,117.104019,1
EGY,91.885264,1
EGY,91.885264,1
EGY,199.776,0.898305
EGY,124.48535,0.888889
EGY,81.854308,1
EGY,125.578459,0.024161
EGY,90.051283,1
EGY,114.081339,1
EGY,63.909522,0.952381
EGY,199.776,0.863158
EGY,97.975264,1
EGY,79.687811,1
EGY,123.171698,1
EGY,89.31769,1
EGY,155.686604,1
EGY,120.096937,1
EGY,-37.068716,0.775641
EGY,93.959905,1
EGY,112.095981,1
EGY,73.79383,1
EGY,92.922585,1
EGY,33.49144,1
EGY,126.186937,1
EGY,128.007985,0.833333
EGY,97.065053,1
EGY,108.984019,0.9375
EGY,108.367084,0.884615
EGY,131.309151,0.248227
EGY,132.217415,1
EGY,124.596188,1
EGY,138.262773,0.75
EGY,86.052971,0.894737
EGY,95.011028,0.939394
EGY,130.255663,0.431818
EGY,162.444207,1
EGY,120.703802,0.84375
EGY,105.400471,0.928571
EGY,97.296888,1
EGY,76.166314,0.953488
EGY,134.202773,1
EGY,118.081817,1
EGY,109.569261,1
EGY,129.961364,0.405405
EGY,97.819497,0.155738
EGY,109.863333,0.164706
EGY,103.891825,0.909091
EGY,150.056381,1
EGY,86.877226,1
EGY,95.011028,0.939394
EGY,64.554166,0.939394
EGY,120.703802,0.84375
EGY,140.755632,0.456522
EGY,118.771919,1
EGY,123.171698,1
EGY,138.17349,0.95
EGY,66.359894,0.90625
EGY,121.12687,0.15
EGY,79.709602,1
EGY,120.514841,1
EGY,88.840264,1
EGY,57.142144,0.76
EGY,154.39861,1
EGY,93.362842,0.830508
EGY,75.213596,0.87931
EGY,62.782791,0.955882
EGY,103.869245,1
EGY,116.245889,0.8
EGY,110.778226,1
EGY,82.034333,0.866667
EGY,77.849492,0.857143
EGY,78.144276,0.909091
EGY,112.261265,1
EGY,154.39861,1
EGY,114.232717,1
EGY,126.186937,1
EGY,199.776,0.857143
EGY,45.879161,0.894737
EGY,64.065905,0.910714
EGY,103.349124,1
EGY,199.776,0.420382
EGY,178.580044,1
EGY,36.675963,0.923077
EGY,108.854962,1
EGY,65.883407,0.875
EGY,95.133639,0.92
EGY,85.228555,0.975
EGY,199.776,0.869048
EGY,99.945742,1
EGY,103.891036,0.857143
EGY,113.836573,1
EGY,156.398849,1
EGY,70.084161,0.892308
EGY,58.296282,0.935484
EGY,117.104019,0.75
EGY,101.990622,1
EGY,128.016845,0.06344
EGY,57.807433,0.876923
EGY,111.589002,1
EGY,115.051698,1
EGY,152.232113,1
EGY,78.060588,0.870968
EGY,98.582286,0.897436
EGY,103.673226,0.928571
EGY,126.216698,0.5
EGY,90.632176,0.933333
EGY,113.499124,1
EGY,-7.054603,0.748031
EGY,199.776,0.85
EGY,66.359894,0.90625
EGY,106.050622,0.5
EGY,86.305327,1
EGY,81.966188,0.918367
EGY,51.557651,0.931034
EGY,124.264039,0.101923
EGY,199.776,0.890909
EGY,113.524071,0.422414
EGY,154.39861,1
EGY,72.589714,0.938776
EGY,86.075836,0.770833
EGY,199.776,0.889908
EGY,105.528555,0.9
EGY,83.255595,0.884615
EGY,93.075229,0.459184
EGY,93.199124,1
EGY,97.977855,0.931034
EGY,94.441559,0.935484
EGY,79.787732,0.975
EGY,69.843657,0.882353
EGY,89.171271,0.046296
EGY,76.345617,0.767123
EGY,137.441845,0.9
EGY,125.421842,0.303922
EGY,91.820615,0.939394
EGY,108.854962,1
EGY,101.461975,1
EGY,85.032732,1
EGY,90.297352,1
EGY,148.777623,1
EGY,84.107015,1
EGY,95.855981,0.285714
EGY,122.112056,1
EGY,77.407415,0.935484
EGY,123.149377,0.40625
EGY,108.662837,1
EGY,117.687207,1
EGY,115.661402,0.245098
EGY,109.797507,1
EGY,102.879138,0.96
EGY,126.21236,1
EGY,61.345981,0.851852
EGY,108.11501,0.958333
EGY,145.173806,0.5
EGY,87.231044,0.954545
EGY,69.313385,1
EGY,73.995444,0.698113
EGY,113.499124,1
EGY,82.968689,0.896552
EGY,60.061256,1
EGY,143.461444,1
EGY,80.652012,0.131841
EGY,77.600861,0.888889
EGY,73.79383,1
EGY,97.975264,1
EGY,79.698077,0.647059
EGY,113.518038,1
EGY,95.098576,0.909091
EGY,113.260411,1
EGY,83.802532,0.422414
EGY,148.666784,1
EGY,77.849492,0.857143
EGY,145.979958,0.888889
EGY,89.460305,0.975
EGY,107.323736,1
EGY,113.260411,1
EGY,93.92245,1
EGY,92.243438,0.692308
EGY,88.48209,1
EGY,113.518038,1
EGY,69.426276,0.869565
EGY,100.420917,0.954545
EGY,61.50525,0.893617
EGY,88.95924,0.183673
EGY,108.475232,0.106771
EGY,137.868102,0.063034
EGY,102.999656,0.154122
EGY,98.189762,0.941176
EGY,133.262176,1
EGY,136.866508,1
EGY,130.255663,0.454545
EGY,126.24044,0.5
EGY,113.499124,1
EGY,129.194736,1
EGY,108.00622,1
EGY,112.095981,1
EGY,111.05122,1
EGY,74.008328,1
EGY,199.776,0.8
EGY,102.632915,0.962963
EGY,93.766459,0.967742
EGY,83.03712,0.866667
EGY,128.007985,0.833333
EGY,80.636108,1
EGY,109.080742,1
EGY,81.01071,0.880952
EGY,91.820615,0.969697
EGY,73.338718,0.87234
EGY,90.701952,1
EGY,117.231024,0.465517
EGY,81.720383,1
EGY,58.247661,0.853333
EGY,117.29517,0.952381
EGY,99.969926,0.96
EGY,105.050503,0.5
EGY,105.751146,0.923077
EGY,89.780861,0.961538
EGY,93.621992,0.825
EGY,75.659996,0.810811
EGY,106.040054,0.125786
EGY,96.490764,0.869565
EGY,122.156698,0.857143
EGY,118.126459,1
EGY,59.236434,0.964286
EGY,77.645503,0.966667
EGY,99.229394,1
EGY,95.199155,1
EGY,106.573316,0.933333
EGY,125.351128,1
EGY,53.374161,1
EGY,117.930095,0.30303
EGY,94.572507,0.9
EGY,124.127176,0.846154
EGY,107.323736,0.545455
EGY,101.034637,1
EGY,114.09622,1
EGY,131.50517,1
EGY,101.034637,1
EGY,114.09622,1
EGY,124.306367,1
EGY,93.309754,1
EGY,131.011671,0.052707
EGY,-27.62551,0.784173
EGY,80.184761,0.421569
EGY,96.860201,0.314815
EGY,159.421528,1
EGY,61.430137,0.909091
EGY,73.481339,0.8125
EGY,145.659756,0.909091
EGY,120.672198,1
EGY,130.098132,0.954545
EGY,55.750907,0.824324
EGY,133.750695,0.113636
EGY,49.911256,1
EGY,89.855264,0.928571
EGY,120.813285,0.316667
EGY,64.416951,1
EGY,186.670283,1
EGY,115.029377,0.9375
EGY,120.948759,0.882353
EGY,96.100896,0.96
EGY,79.963377,0.928571
EGY,91.795981,1
EGY,103.673226,1
EGY,71.76383,0.875
EGY,172.549566,1
EGY,102.030926,0.923077
EGY,85.913293,0.911765
EGY,74.570117,1
EGY,70.45866,0.916667
EGY,144.278371,1
EGY,119.544483,0.228261
EGY,98.78159,0.161404
EGY,98.848899,1
EGY,76.43243,0.909091
EGY,78.850474,0.430233
EGY,117.454583,0.314815
EGY,107.004431,0.826087
EGY,88.574238,0.45
EGY,110.386188,0.956522
EGY,35.745907,0.807692
EGY,79.884872,0.911111
EGY,43.142109,0.695122
EGY,91.885611,0.962963
EGY,23.4698,0.839506
EGY,100.696231,0.916667
EGY,99.408794,0.735294
EGY,122.371196,0.75
EGY,138.018007,0.882353
EGY,115.196883,0.221311
EGY,136.277415,1
EGY,76.46436,0.734375
EGY,95.874156,0.290909
EGY,84.481403,1
EGY,89.31769,1
EGY,86.801588,0.897436
EGY,115.11866,0.259259
EGY,117.732502,0.088123
EGY,124.596188,1
EGY,107.827654,0.211538
EGY,134.202773,1
EGY,136.277415,1
EGY,56.865595,0.942308
EGY,199.776,0.743902
EGY,95.915503,1
EGY,75.245013,0.842105
EGY,79.62068,0.914286
EGY,124.818212,0.022287
EGY,48.561284,0.756098
EGY,144.696275,1
EGY,85.795889,0.976744
EGY,115.051698,1
EGY,68.778352,1
EGY,105.528555,0.95
EGY,57.687754,0.5
EGY,103.477207,0.952381
EGY,117.372992,0.081633
EGY,137.441845,1
EGY,122.492139,1
EGY,83.824786,0.916667
EGY,78.809308,1
EGY,123.171698,1
EGY,78.809308,1
EGY,124.186698,0.4
EGY,72.589714,0.959184
EGY,154.41349,1
EGY,76.558794,0.830508
EGY,90.363285,0.944444
EGY,110.582207,1
EGY,152.232113,0.857143
EGY,89.678867,0.294686
EGY,150.398132,1
EGY,112.685074,1
EGY,110.12275,0.428571
EGY,110.486761,0.818182
EGY,94.930264,1
EGY,101.520074,0.863636
EGY,98.751551,1
EGY,126.216698,1
EGY,74.821234,1
EGY,55.857388,0.904762
EGY,107.707985,0.96
EGY,80.775284,0.292398
EGY,146.338132,1
EGY,158.428849,1
EGY,103.886698,0.75
EGY,117.974522,0.46875
EGY,92.064455,1
EGY,65.720337,0.8
EGY,107.688991,1
EGY,97.296888,1
EGY,98.49149,0.928571
EGY,154.41349,1
EGY,152.232113,0.857143
EGY,64.919135,1
EGY,89.078977,0.305556
EGY,134.247415,0.6
EGY,110.021339,0.5
EGY,88.128019,1
EGY,116.144432,0.217742
EGY,199.776,0.792208
EGY,111.002731,0.095238
EGY,90.180605,0.941176
EGY,103.826551,0.238095
EGY,145.323132,0.571429
EGY,158.428849,1
EGY,130.217176,1
EGY,87.137902,0.964286
EGY,149.383132,1
EGY,134.95966,1
EGY,123.149377,0.875
EGY,116.858738,0.072
EGY,115.029377,0.933333
EGY,89.721339,0.735294
EGY,115.104208,0.153846
EGY,127.530558,1
EGY,128.007985,1
EGY,154.41349,1
EGY,69.972543,1
EGY,152.189419,0.45
EGY,114.713365,0.269841
EGY,68.384019,0.892857
EGY,120.205727,0.954545
EGY,118.141339,1
EGY,121.141698,1
EGY,118.335411,1
EGY,103.891825,0.909091
EGY,97.144013,0.870968
EGY,112.964739,0.470588
EGY,108.364394,1
EGY,172.039503,0.363636
EGY,81.501784,0.461538
EGY,94.751698,0.939394
EGY,79.981183,0.45
EGY,129.859002,1
EGY,124.171817,0.307692
EGY,117.857985,0.941176
EGY,107.885737,0.3
EGY,112.782985,0.85
EGY,112.087305,0.961538
EGY,118.141339,1
EGY,152.189419,0.45
EGY,111.05122,1
EGY,165.504088,1
EGY,148.777623,1
EGY,83.092951,0.902439
EGY,119.47008,0.933333
EGY,60.792902,1
EGY,97.975264,1
EGY,97.61709,1
EGY,129.859002,0.888889
EGY,141.868641,0.857143
EGY,130.232056,0.5
EGY,101.693513,1
EGY,101.960861,1
EGY,100.681929,0.935484
EGY,102.035264,1
EGY,118.335411,1
EGY,121.141698,0.311111
EGY,130.217176,0.307692
EGY,111.05122,1
EGY,121.478322,0.275362
EGY,71.842859,0.869565
EGY,117.081698,0.909091
EGY,134.426502,0.3
EGY,86.063634,0.3
EGY,98.512837,0.3125
EGY,95.098576,0.916667
EGY,122.445221,0.116667
EGY,108.662837,1
EGY,95.468244,0.24359
EGY,135.381772,0.277778
EGY,159.239104,0.166667
EGY,147.353132,1
EGY,20.415484,1
EGY,142.509729,0.216667
EGY,178.594924,0.4
EGY,118.335411,1
EGY,130.217176,0.428571
EGY,105.274752,0.472222
EGY,94.646909,1
EGY,68.778352,1
EGY,138.262773,1
EGY,106.050622,1
EGY,81.869188,1
EGY,97.875727,0.795455
EGY,97.975264,1
EGY,132.605558,1
EGY,149.383132,1
EGY,141.322654,1
EGY,125.201698,1
EGY,130.217176,1
EGY,118.126459,0.428571
EGY,96.960264,1
EGY,111.05866,1
EGY,121.688768,0.947368
EGY,105.0777,0.454545
EGY,141.591441,0.333333
EGY,114.006937,0.473684
EGY,184.590473,0.333333
EGY,160.458849,0.4
EGY,154.726919,0.357143
EGY,89.281735,1
EGY,69.494123,0.397849
EGY,124.818723,0.16129
EGY,157.44361,1
EGY,126.773231,0.047273
EGY,28.475962,1
EGY,107.719968,0.291667
EGY,111.973725,0.316384
EGY,77.195041,0.878049
EGY,57.643113,1
EGY,131.073717,0.114286
EGY,93.505773,1
EGY,69.73383,1
EGY,122.112056,0.909091
EGY,133.652801,1
EGY,116.424872,1
EGY,109.080742,1
EGY,71.76383,1
EGY,83.109063,0.891304
EGY,116.984975,0.958333
EGY,104.381981,0.09319
EGY,89.31769,1
EGY,129.859002,0.888889
EGY,96.581573,0.970588
EGY,100.196893,0.902439
EGY,99.321761,0.954545
EGY,123.144509,0.928571
EGY,106.005981,1
EGY,100.005264,1
EGY,110.486761,1
EGY,107.102574,0.428571
EGY,105.608281,0.095918
EGY,199.776,0.906977
EGY,69.763591,0.75
EGY,117.14122,1
EGY,114.117324,0.151515
EGY,85.839905,0.442308
EGY,130.426128,0.272727
EGY,67.421608,0.417808
EGY,114.09622,1
EGY,86.678008,0.273148
EGY,149.633958,0.075758
EGY,72.227209,0.914286
EGY,124.178022,0.884615
EGY,121.864215,0.909091
EGY,122.112056,0.461538
EGY,132.605558,0.409091
EGY,120.84767,0.457143
EGY,93.92245,1
EGY,126.216698,1
EGY,85.115705,0.213636
EGY,120.948759,1
EGY,133.396065,0.214286
EGY,122.664198,0.5
EGY,116.373163,0.12013
EGY,148.368132,0.4
EGY,189.685522,1
EGY,118.335411,1
EGY,160.86834,0.203125
EGY,116.681447,0.941176
EGY,60.002359,0.955556
EGY,63.733113,1
EGY,116.693763,0.944444
EGY,97.247937,0.97561
EGY,118.126459,1
EGY,111.764291,0.085714
EGY,92.192955,0.262222
EGY,100.187717,0.301075
EGY,127.082719,0.464286
EGY,87.356251,0.952381
EGY,127.209377,0.5
EGY,148.666784,1
EGY,97.058273,0.296296
EGY,184.640283,1
EGY,89.914786,1
EGY,199.776,0.415789
EGY,87.325678,0.947368
EGY,136.961253,0.894737
EGY,114.09622,1
EGY,105.482438,0.862069
EGY,124.171817,0.307692
EGY,110.042484,0.870968
EGY,60.717874,1
EGY,141.322654,1
EGY,165.504088,1
EGY,109.976698,0.944444
EGY,134.66997,0.10453
EGY,88.303177,0.12931
EGY,82.164641,0.96875
EGY,105.402691,0.871795
EGY,199.776,0.844037
EGY,124.459448,0.171429
EGY,96.764245,0.933333
EGY,47.698031,0.898551
EGY,154.41349,1
EGY,119.859522,0.172973
EGY,130.187415,1
EGY,199.776,0.855769
EGY,133.87453,0.168421
EGY,81.120515,1
EGY,135.854071,0.5
EGY,76.627369,0.758065
EGY,107.472679,0.8125
EGY,156.786992,0.9
EGY,107.611257,0.846154
EGY,49.612396,1
EGY,62.702732,0.955556
EGY,71.76383,1
EGY,199.776,0.862385
EGY,160.458849,1
EGY,171.534566,1
EGY,107.991339,0.446429
EGY,134.861651,0.47619
EGY,135.240094,0.625
EGY,71.386263,0.368687
EGY,108.288449,1
EGY,174.072066,0.5
EGY,101.520074,0.909091
EGY,132.605558,0.909091
EGY,141.089693,0.097701
EGY,84.033021,0.385321
EGY,199.776,0.638889
EGY,199.776,0.638889
EGY,78.386292,0.96875
EGY,91.06883,0.175
EGY,110.766427,0.428571
EGY,91.627669,0.909091
EGY,128.734461,0.163636
EGY,93.945025,1
EGY,130.271571,0.909091
EGY,100.303916,0.315789
EGY,84.974336,0.95
EGY,111.567671,0.092308
EGY,135.501545,0.833333
EGY,73.145764,0.913043
EGY,97.278038,0.90625
EGY,81.408971,1
EGY,94.117862,0.280423
EGY,199.776,0.858491
EGY,108.662837,1
EGY,37.10692,0.789474
EGY,72.712068,0.947368
EGY,115.014497,0.211039
EGY,68.771553,0.864407
EGY,74.722814,0.76087
EGY,128.073259,0.578947
EGY,119.414453,0.234375
EGY,104.603046,1
EGY,101.747598,0.913043
EGY,105.857176,0.933333
EGY,101.020264,1
EGY,116.911808,0.923077
EGY,64.373643,0.896552
EGY,101.960861,1
EGY,117.687207,0.875
EGY,111.089633,0.060158
EGY,118.597691,0.923077
EGY,73.916878,0.953488
EGY,19.164294,0.831461
EGY,92.228766,0.95
EGY,108.146823,0.941176
EGY,108.548717,0.104167
EGY,125.351128,1
EGY,113.260411,1
EGY,111.507112,1
EGY,131.618463,0.846154
EGY,154.39861,1
EGY,149.383132,1
EGY,123.535309,0.45
EGY,58.260678,0.854545
EGY,76.728673,0.954545
EGY,37.441649,0.878788
EGY,51.642396,1
EGY,95.82622,0.714286
EGY,104.603046,1
EGY,109.192842,0.3
EGY,81.585834,0.4375
EGY,174.549805,0.428571
EGY,128.007985,1
EGY,98.967943,1
EGY,190.879713,1
EGY,110.065981,1
EGY,119.563396,1
EGY,91.49712,1
EGY,106.090137,1
EGY,84.433682,0.959184
EGY,76.037302,1
EGY,80.802107,0.48
EGY,72.77883,1
EGY,87.33573,0.882353
EGY,120.126698,1
EGY,109.976698,0.944444
EGY,72.688532,0.901961
EGY,76.225402,0.280864
EGY,108.961698,0.219512
EGY,108.662837,1
EGY,166.504207,1
EGY,125.201698,1
EGY,153.37617,0.75
EGY,83.824786,0.461538
EGY,92.231867,0.96
EGY,68.200485,0.833333
EGY,88.232701,0.947368
EGY,134.95966,0.625
EGY,29.612206,0.560748
EGY,97.058273,0.5
EGY,72.77883,1
EGY,154.39861,1
EGY,89.63943,1
EGY,74.563709,0.918367
EGY,35.844106,0.807229
EGY,199.776,0.29
EGY,111.009235,0.118681
EGY,43.691226,1
EGY,112.036459,1
EGY,110.778226,1
EGY,63.733113,1
EGY,89.078977,1
EGY,107.323736,1
EGY,103.975981,1
EGY,97.507334,0.20625
EGY,113.738046,0.777778
EGY,124.86251,0.305556
EGY,80.287687,1
EGY,127.172176,1
EGY,72.77883,1
EGY,92.10142,0.764706
EGY,138.414151,1
EGY,93.945025,1
EGY,181.625044,1
EGY,157.44361,0.285714
EGY,76.83883,1
EGY,150.35349,0.875
EGY,106.035742,1
EGY,199.776,0.791667
EGY,133.036396,1
EGY,145.323132,1
EGY,87.855025,1
EGY,112.095981,1
EGY,126.186937,1
EGY,135.023702,1
EGY,142.307893,1
EGY,86.400773,0.928571
EGY,130.232056,1
EGY,134.247415,1
EGY,143.461444,1
EGY,118.126459,1
EGY,110.778226,1
EGY,142.516845,1
EGY,78.997127,0.430769
EGY,125.201698,1
EGY,86.660834,1
EGY,34.183682,0.864865
EGY,35.491679,1
EGY,63.242557,0.969697
EGY,123.149377,1
EGY,63.226551,0.911111
EGY,130.232056,1
EGY,108.035981,1
EGY,44.778343,0.931034
EGY,137.373022,0.923077
EGY,136.277415,1
EGY,89.870144,1
EGY,107.015854,0.913043
EGY,72.400138,0.911765
EGY,166.504207,1
EGY,36.426791,0.891566
EGY,137.680558,1
EGY,119.143354,1
EGY,83.825133,0.925926
EGY,107.860235,0.085859
EGY,109.262438,0.774194
EGY,115.678555,1
EGY,96.333407,1
EGY,93.491574,0.220395
EGY,89.336604,1
EGY,176.370853,1
EGY,126.517226,0.075472
EGY,126.186937,1
EGY,157.44361,1
EGY,75.645264,1
EGY,105.751146,1
EGY,93.499688,1
EGY,162.595585,0.714286
EGY,98.670333,0.8125
EGY,70.707339,0.756098
EGY,93.676551,1
EGY,101.745855,0.441176
EGY,109.976698,0.944444
EGY,103.975981,1
EGY,72.582811,1
EGY,117.687207,1
EGY,82.946283,0.928571
EGY,106.735679,0.964286
EGY,100.005264,0.259259
EGY,103.673226,1
EGY,109.01378,0.479167
EGY,96.900742,0.842105
EGY,92.960411,0.787879
EGY,81.34712,1
EGY,119.947507,0.234375
EGY,103.439033,0.9
EGY,100.414754,1
EGY,101.012475,0.916667
EGY,87.825264,0.9375
EGY,60.299969,1
EGY,95.766698,0.9375
EGY,92.307986,0.112782
EGY,100.145251,0.157447
EGY,87.237157,0.225
EGY,122.961476,0.947368
EGY,92.140957,0.896552
EGY,141.285453,0.257576
EGY,108.00622,1
EGY,127.769272,1
EGY,115.029377,0.9375
EGY,132.187654,0.916667
EGY,129.217056,0.2
EGY,199.776,0.397368
EGY,45.606489,0.829268
EGY,124.171817,0.307692
EGY,94.573134,0.483871
EGY,82.920311,0.9375
EGY,134.668195,0.818182
EGY,88.50364,0.636364
EGY,68.71883,0.636364
EGY,84.24269,1
EGY,125.201698,1
EGY,33.573033,0.253894
EGY,73.115454,0.909091
EGY,77.779427,1
EGY,77.541339,0.795918
EGY,110.693393,0.931034
EGY,89.078977,0.9
EGY,90.182564,0.458333
EGY,104.686765,0.76087
EGY,81.913369,0.804878
EGY,68.895366,0.921569
EGY,81.869188,1
EGY,174.579566,1
EGY,58.79803,0.80597
EGY,54.997868,0.964286
EGY,199.776,0.871795
EGY,102.457074,1
EGY,65.902569,0.915254
EGY,63.595616,0.831169
EGY,61.935398,0.945946
EGY,66.87679,0.854839
EGY,85.016322,0.811321
EGY,62.956468,1
EGY,103.869245,1
EGY,81.824547,0.9
EGY,59.782991,0.703704
EGY,199.776,0.773196
EGY,43.02441,0.378981
EGY,94.930264,1
EGY,71.76383,1
EGY,103.673226,1
EGY,35.51184,0.759494
EGY,124.264514,0.44
EGY,111.537685,0.857143
EGY,87.914547,1
EGY,106.737626,0.9
EGY,91.388982,0.119949
EGY,90.363285,0.861111
EGY,81.675742,0.7
EGY,147.353132,1
EGY,87.028464,0.956522
EGY,86.596792,1
EGY,124.48535,1
EGY,98.310705,1
EGY,113.312631,1
EGY,114.232717,1
EGY,119.657762,0.896552
EGY,91.339902,0.942857
EGY,90.847943,0.9375
EGY,127.120094,0.875
EGY,154.39861,0.833333
EGY,141.285453,1
EGY,97.930622,0.916667
EGY,110.495358,1
EGY,138.307415,1
EGY,96.490764,1
EGY,81.869188,1
EGY,96.490764,0.956522
EGY,154.41349,1
EGY,129.194736,1
EGY,61.397523,0.921875
EGY,124.204151,1
EGY,83.291245,0.9375
EGY,130.187415,1
EGY,142.307893,1
EGY,84.609897,0.29078
EGY,109.326547,0.862069
EGY,65.68871,1
EGY,117.687207,1
EGY,105.362207,0.903226
EGY,98.780041,0.947368
EGY,139.979345,0.333333
EGY,119.526322,0.941176
EGY,116.424872,1
EGY,98.189762,0.941176
EGY,113.836573,1
EGY,110.021339,1
EGY,81.771631,0.956522
EGY,112.095981,1
EGY,144.696275,1
EGY,138.277654,1
EGY,128.007985,1
EGY,111.05122,1
EGY,101.990622,1
EGY,130.006774,0.274074
EGY,139.771621,0.123932
EGY,56.285728,0.862069
EGY,108.854962,0.928571
EGY,138.725632,0.448276
EGY,132.545828,0.384615
EGY,83.429823,1
EGY,103.869245,1
EGY,97.61709,1
EGY,86.660834,1
EGY,106.035742,1
EGY,105.013302,1
EGY,88.835926,0.884615
EGY,113.738046,1
EGY,67.404324,0.925
EGY,112.685074,1
EGY,181.20714,1
EGY,138.815228,1
EGY,117.687207,0.857143
EGY,199.776,0.776316
EGY,86.400773,1
EGY,68.844045,0.911765
EGY,178.594924,0.4
EGY,69.73383,1
EGY,94.166382,0.92
EGY,73.704547,0.944444
EGY,81.598767,0.952381
EGY,89.944547,1
EGY,103.587837,1
EGY,130.187415,1
EGY,133.984978,0.071429
EGY,124.171817,0.196429
EGY,90.313051,0.894737
EGY,68.414614,0.933333
EGY,140.250695,0.305556
EGY,129.104166,0.5
EGY,98.602746,0.966667
EGY,114.006937,1
EGY,101.990622,1
EGY,100.572807,0.944444
EGY,49.457193,0.875
EGY,130.127893,0.1875
EGY,101.960861,1
EGY,84.28149,0.928571
EGY,85.202074,0.852941
EGY,49.911256,1
EGY,127.411644,0.221429
EGY,51.225742,0.783333
EGY,113.380219,0.851852
GLF,64.322205,0.909091
GLF,92.959786,1
GLF,136.866508,0.916667
GLF,112.685074,1
GLF,133.262176,0.6
GLF,81.824547,1
GLF,105.013302,1
GLF,111.05122,1
GLF,108.274937,0.388889
GLF,136.108424,0.142157
GLF,128.007985,1
GLF,102.990742,1
GLF,132.605558,1
GLF,142.516845,1
GLF,126.731384,0.5
GLF,103.587837,1
GLF,132.545828,1
GLF,62.605088,0.193182
GLF,33.486488,0.92
GLF,126.172056,1
GLF,29.859466,0.897436
GLF,108.035981,1
GLF,108.146823,0.882353
GLF,124.602351,0.681818
GLF,72.652346,0.88
GLF,121.043688,0.47619
GLF,95.648154,0.210227
GLF,99.4952,1
GLF,121.141698,1
GLF,104.319483,0.95
GLF,133.262176,1
GLF,81.6311,0.971429
GLF,56.956873,1
