@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R25-34,50'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute uniqueTags numeric
@attribute /CD numeric
@attribute /DT numeric
@attribute /DTJJ numeric
@attribute /DTJJR numeric
@attribute /DTNN numeric
@attribute /DTNNP numeric
@attribute /DTNNS numeric
@attribute /IN numeric
@attribute /JJ numeric
@attribute /NN numeric
@attribute /NNP numeric
@attribute /NNS numeric
@attribute /NOUN numeric
@attribute /PRP numeric
@attribute /RB numeric
@attribute /RP numeric
@attribute /UH numeric
@attribute /VBD numeric
@attribute /VBN numeric
@attribute /VBP numeric
@attribute /WP numeric
@attribute /WRB numeric
@attribute Adverbials numeric
@attribute Adverbs numeric
@attribute ConjSub numeric
@attribute Conjunctions numeric
@attribute Demonstratives numeric
@attribute Modals numeric
@attribute Negation numeric
@attribute Particles numeric
@attribute Prepositionals numeric
@attribute Prepositions numeric
@attribute Pronoun numeric
@attribute Quantitives numeric
@attribute QuestionWords numeric
@attribute Relatives numeric
@attribute StopWords numeric

@data
GLF,7,0,0,0,0,1,0,0,1,0,3,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
GLF,13,1,0,1,0,2,1,0,2,2,15,5,2,0,1,0,0,0,2,0,8,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,6
GLF,8,0,0,0,0,2,1,0,1,0,6,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5
GLF,5,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLF,5,0,0,0,0,2,0,0,1,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,4,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,11,1,1,1,0,2,1,0,2,0,5,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,4
GLF,7,0,0,1,0,2,1,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,5,0,0,0,0,0,0,0,1,3,11,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4
GLF,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GLF,3,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GLF,6,0,0,0,0,2,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
GLF,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GLF,5,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
GLF,6,0,0,1,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,9,0,0,0,0,3,2,0,1,1,9,7,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,3
GLF,11,0,0,1,0,9,2,2,5,0,13,8,0,1,0,0,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,6
GLF,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
GLF,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,8,0,1,1,0,4,0,0,0,2,9,12,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,6
GLF,4,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GLF,8,0,0,1,0,2,0,0,1,0,4,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,4
GLF,3,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
GLF,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
GLF,7,0,0,2,0,1,0,0,0,1,2,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
GLF,8,0,1,2,0,4,1,0,3,0,6,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,4
GLF,6,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GLF,11,0,0,2,0,5,1,0,5,1,7,6,0,0,0,1,1,0,3,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4
GLF,10,0,1,4,0,2,2,0,4,3,8,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,2,5
GLF,5,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
GLF,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,4,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,4,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GLF,8,0,0,1,0,2,1,0,2,0,6,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4
GLF,10,0,0,0,0,4,1,0,3,3,8,13,0,0,0,0,2,0,3,0,1,1,0,0,0,0,5,0,0,1,0,0,3,0,0,2,2,4
GLF,5,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GLF,6,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GLF,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,6,0,0,1,0,3,0,0,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,2
GLF,7,1,0,0,0,2,1,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,3
GLF,8,1,0,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,9,0,0,0,0,3,2,0,2,1,8,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,0,4
GLF,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GLF,7,0,0,1,0,2,0,0,2,0,9,11,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,5
GLF,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,5,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,8,0,0,2,0,1,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
GLF,7,0,0,2,0,3,1,0,0,2,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,4,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,9,0,1,0,0,1,0,0,0,2,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GLF,8,0,0,0,0,0,1,0,0,1,3,2,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GLF,5,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
GLF,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2
GLF,5,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GLF,6,0,0,0,0,1,0,0,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
GLF,7,0,0,0,0,1,0,0,1,1,4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
GLF,11,2,1,0,0,6,2,0,2,0,6,8,0,0,0,0,1,0,1,0,7,1,0,0,0,0,1,0,0,1,2,0,2,0,0,2,1,6
GLF,11,0,0,1,0,3,2,0,2,2,13,9,1,0,0,0,2,0,0,1,4,0,0,0,0,0,3,0,0,2,1,2,2,0,0,0,0,10
GLF,5,0,0,1,0,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,5,0,0,0,0,1,0,0,1,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,1,4
GLF,10,5,0,0,0,1,2,0,2,2,4,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3
GLF,3,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
GLF,8,2,1,1,0,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,4
GLF,5,0,0,0,0,3,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3
GLF,6,0,0,0,0,1,0,0,1,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
GLF,9,0,0,1,0,6,1,0,1,2,10,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
GLF,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,11,0,0,0,0,3,0,0,4,0,4,1,1,0,1,0,1,0,3,0,2,1,1,0,0,0,1,0,0,0,1,0,3,1,0,2,2,8
GLF,6,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GLF,4,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLF,5,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
GLF,6,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2
GLF,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,9,0,1,0,0,0,2,0,1,1,10,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,6
GLF,6,0,0,1,0,0,0,0,0,1,10,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,9,0,0,0,0,2,0,0,4,1,19,9,1,0,1,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1,10
GLF,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,7,0,0,1,0,1,0,0,0,0,2,5,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3
GLF,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,9,0,0,1,0,3,1,0,4,0,5,5,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4
GLF,9,2,0,0,0,1,1,0,3,4,8,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,7
GLF,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GLF,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,4,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GLF,5,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
GLF,4,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,4,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,5,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
GLF,7,0,0,1,0,1,2,0,1,0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
GLF,7,0,0,0,0,1,0,1,3,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,3
GLF,7,0,1,0,0,2,1,0,0,1,8,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GLF,7,0,0,0,0,2,0,1,1,2,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3
GLF,4,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
GLF,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GLF,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
GLF,5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
GLF,6,0,0,0,0,2,0,1,3,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
GLF,4,0,0,0,0,2,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GLF,8,0,0,0,0,2,1,0,4,0,4,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,3
GLF,4,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLF,9,0,0,0,0,2,1,0,0,0,2,1,1,0,1,0,2,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,5
GLF,10,0,0,0,0,2,0,1,1,1,11,2,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,3
GLF,11,0,0,1,0,1,1,2,2,2,9,6,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3
GLF,6,0,0,0,0,0,1,0,1,0,6,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GLF,4,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GLF,6,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
GLF,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2
GLF,7,0,0,1,0,2,0,0,0,2,7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GLF,13,3,0,5,0,9,3,1,8,3,24,16,0,1,0,0,0,0,4,0,7,1,0,0,0,0,2,0,0,1,1,1,8,0,1,3,4,13
GLF,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,4,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
GLF,9,0,0,0,0,1,0,0,1,1,11,3,0,0,0,0,2,0,0,1,4,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,1,4
GLF,10,0,0,0,0,1,1,0,2,0,6,9,0,0,0,0,1,0,2,0,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,1,2,6
GLF,11,0,0,0,0,2,0,2,2,1,10,5,1,0,2,0,2,0,1,0,4,0,0,0,0,0,1,0,0,1,0,1,3,0,0,2,1,5
GLF,9,0,1,1,0,2,0,0,2,0,3,11,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,6
GLF,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,5,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GLF,9,0,0,0,0,2,0,0,2,2,4,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3
GLF,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,10,0,0,1,0,3,0,0,2,2,7,4,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,1,6
GLF,12,0,1,3,0,4,0,2,5,3,11,6,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6
GLF,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,15,1,1,3,0,6,1,1,3,1,8,13,0,1,0,0,1,0,2,0,7,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
GLF,9,0,0,1,0,4,0,0,2,7,10,7,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3
GLF,9,0,0,0,0,4,4,0,3,0,10,11,2,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,8
GLF,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
GLF,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GLF,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GLF,7,0,0,0,0,2,0,0,2,0,3,8,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLF,6,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
GLF,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GLF,6,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,8,0,1,1,0,1,0,0,1,2,5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,3
GLF,3,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
GLF,5,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
GLF,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,8,0,0,0,0,3,0,0,1,0,3,10,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLF,7,0,0,0,0,2,0,0,2,1,6,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,2
GLF,9,0,0,0,0,2,0,0,0,1,12,2,0,0,0,0,1,0,2,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2
GLF,11,0,1,0,0,2,1,0,3,1,2,13,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,5
GLF,4,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
GLF,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,3,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GLF,9,0,0,1,0,1,1,1,1,0,4,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,3
GLF,5,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
GLF,4,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
GLF,5,0,0,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
GLF,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,5,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
GLF,5,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GLF,9,0,0,0,0,4,1,0,2,2,12,9,0,0,0,0,1,0,4,0,2,0,0,0,0,0,1,0,0,1,2,0,2,0,0,2,2,7
GLF,4,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLF,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,9,0,0,0,0,2,2,0,3,2,9,5,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4
GLF,9,0,0,2,0,2,1,1,2,0,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
GLF,4,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GLF,5,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
GLF,6,0,0,0,0,3,0,1,1,2,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GLF,8,0,0,1,0,1,1,0,3,2,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3
GLF,4,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLF,6,0,0,0,0,1,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2
GLF,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
