@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R25,50'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute uniqueTags numeric
@attribute /CD numeric
@attribute /DT numeric
@attribute /DTJJ numeric
@attribute /DTJJR numeric
@attribute /DTNN numeric
@attribute /DTNNP numeric
@attribute /DTNNS numeric
@attribute /IN numeric
@attribute /JJ numeric
@attribute /NN numeric
@attribute /NNP numeric
@attribute /NNS numeric
@attribute /NOUN numeric
@attribute /PRP numeric
@attribute /RB numeric
@attribute /RP numeric
@attribute /UH numeric
@attribute /VBD numeric
@attribute /VBN numeric
@attribute /VBP numeric
@attribute /WP numeric
@attribute /WRB numeric
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute MSAEGY numeric
@attribute MSAGLF numeric
@attribute MSALAV numeric
@attribute MSANOR numeric
@attribute Adverbials numeric
@attribute Adverbs numeric
@attribute ConjSub numeric
@attribute Conjunctions numeric
@attribute Demonstratives numeric
@attribute Modals numeric
@attribute Negation numeric
@attribute Particles numeric
@attribute Prepositionals numeric
@attribute Prepositions numeric
@attribute Pronoun numeric
@attribute Quantitives numeric
@attribute QuestionWords numeric
@attribute Relatives numeric
@attribute StopWords numeric

@data
EGY,13,0,1,1,0,5,0,1,4,2,17,13,0,1,1,0,0,0,4,0,2,2,0,0,20,0,0,1,29,23,23,21,0,0,0,1,0,0,1,1,1,2,0,1,1,2,8
EGY,8,0,0,3,0,5,0,0,2,2,12,15,3,0,0,0,0,0,1,0,0,0,0,0,12,0,2,4,31,18,27,19,0,0,0,0,0,0,0,1,3,2,0,0,1,1,5
EGY,6,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
EGY,8,0,0,0,0,0,1,0,2,3,7,1,0,0,1,0,1,0,0,0,2,0,0,0,2,1,2,0,13,10,13,13,0,0,0,1,0,0,1,0,0,1,0,0,1,1,6
EGY,17,1,2,5,0,15,3,2,12,3,24,7,1,3,1,0,3,0,5,0,7,3,0,2,27,3,0,2,67,54,56,46,0,0,0,0,0,0,3,0,1,6,1,1,6,5,15
EGY,7,0,2,0,0,1,0,0,0,1,12,3,1,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,9,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,4,0,0,0,0,1,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,6,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,4,5,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
EGY,15,0,1,2,0,4,2,1,2,1,13,5,1,0,1,0,1,0,0,1,2,1,0,1,12,3,1,1,14,12,11,11,0,0,0,4,0,0,0,0,3,1,1,0,0,0,6
EGY,10,0,0,1,0,1,0,1,1,1,3,1,1,0,2,0,0,0,0,0,1,0,0,0,3,0,1,0,6,4,5,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2
EGY,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,7,0,1,0,0,3,0,0,1,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,12,12,10,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
EGY,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,5,6,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
EGY,6,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,2,1,0,0,2,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,15,1,1,1,0,11,1,1,4,1,18,3,0,0,1,1,1,0,6,0,1,0,0,0,27,0,0,1,25,23,23,18,0,0,0,0,1,0,0,0,0,2,0,0,2,0,7
EGY,4,0,0,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,10,2,0,0,0,3,1,0,1,1,6,6,0,0,0,0,0,0,1,0,3,1,0,1,1,0,1,0,10,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EGY,8,0,0,0,0,8,0,0,2,1,11,4,0,0,0,0,1,0,3,0,6,0,0,0,7,1,1,1,22,20,21,16,0,0,0,2,0,0,1,1,1,1,0,0,2,0,4
EGY,15,0,0,4,0,19,5,0,17,15,92,54,4,1,6,0,2,0,15,1,14,0,1,5,91,8,10,9,133,105,115,95,0,0,0,1,0,0,1,4,4,15,2,1,7,3,35
EGY,6,0,1,0,0,2,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3
EGY,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,4,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,3,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EGY,9,0,0,1,0,2,0,1,1,1,9,5,0,0,2,0,0,0,4,0,0,0,0,0,2,0,1,0,18,13,16,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
EGY,12,0,1,3,0,9,0,1,8,4,17,9,0,0,0,0,1,0,5,0,1,1,0,4,20,2,0,0,43,32,35,30,0,1,0,0,1,0,0,2,0,6,0,0,4,4,12
EGY,5,0,0,0,0,1,0,0,1,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,4,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,7,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,1,0,4,2,0,0,4,0,0,0,10,9,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EGY,12,0,3,0,1,7,0,0,7,5,23,2,2,1,3,0,0,0,5,0,2,0,0,0,21,3,0,0,36,28,30,26,0,0,0,0,0,0,0,1,0,2,2,0,3,2,10
EGY,7,0,0,0,0,0,0,0,2,4,6,6,0,0,2,0,0,0,2,0,0,1,0,0,4,0,0,0,17,14,16,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
EGY,8,0,0,1,0,1,0,1,2,4,4,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,9,9,9,8,0,0,0,0,0,0,0,1,0,1,0,0,1,1,5
EGY,9,0,0,1,0,1,0,0,1,1,9,5,1,0,0,0,1,0,4,0,0,0,0,2,2,1,0,1,14,11,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
EGY,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,4,0,0,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,5,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
EGY,6,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EGY,8,3,0,0,0,2,0,0,1,1,8,1,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0,1,6,5,5,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
EGY,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,2,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
EGY,4,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,5,0,0,0,0,3,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,17,1,3,4,0,12,2,2,13,13,73,28,7,1,0,1,3,0,14,2,10,0,0,3,60,2,1,1,111,86,93,82,0,0,1,1,2,0,4,1,1,10,1,0,6,5,24
EGY,7,0,0,0,0,2,0,0,0,2,3,2,0,0,1,0,0,0,1,0,0,1,0,1,3,0,0,0,9,8,8,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
EGY,17,5,2,2,0,20,1,2,10,8,56,13,2,1,2,0,0,0,3,1,15,4,0,6,48,2,8,2,72,53,66,38,0,0,0,0,0,0,0,1,0,4,0,0,1,1,13
EGY,7,0,0,0,0,4,3,1,3,0,3,10,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,13,10,12,9,0,0,0,4,0,0,0,0,1,3,0,0,1,1,5
EGY,15,0,3,6,0,14,1,1,6,9,39,10,3,1,2,0,0,0,2,0,7,3,0,5,38,1,2,5,57,45,50,40,0,0,0,10,0,0,0,1,1,4,2,0,4,2,16
EGY,12,0,0,1,0,2,1,1,2,1,12,23,0,0,1,0,0,0,3,0,2,1,0,0,24,0,0,1,18,17,16,11,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3
EGY,7,0,0,0,0,1,0,0,2,1,5,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,10,9,10,8,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4
EGY,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,4,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,12,2,0,0,0,8,2,2,9,7,23,14,0,1,1,0,0,0,3,0,2,0,0,3,25,1,4,1,41,32,34,31,0,0,0,0,0,0,1,0,0,2,1,0,2,2,10
EGY,8,0,0,0,0,3,0,1,2,0,7,1,0,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,9,8,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
EGY,8,0,0,0,0,3,0,1,2,0,7,1,0,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,9,8,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
EGY,11,3,0,1,0,5,1,3,0,3,25,9,2,0,0,0,0,0,1,0,4,0,0,4,23,1,0,3,17,13,14,11,0,0,0,1,0,0,0,1,0,0,0,0,2,0,4
EGY,14,0,0,3,0,12,1,4,7,4,48,24,2,0,1,0,2,0,5,0,6,1,0,5,48,3,1,5,50,44,46,27,0,0,0,0,0,0,3,1,1,5,1,0,4,2,11
EGY,6,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,5,5,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
EGY,4,0,0,0,0,1,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EGY,13,0,1,1,0,2,0,0,0,1,29,10,1,5,0,0,1,0,5,1,1,1,0,0,20,0,0,1,25,20,21,21,0,0,0,0,0,0,1,1,0,0,0,5,1,0,10
EGY,8,0,0,1,0,2,0,1,1,0,5,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,7,5,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EGY,7,0,0,2,0,4,0,0,2,1,4,7,0,0,0,0,0,0,6,0,0,0,0,2,4,0,1,1,11,11,11,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2
EGY,7,0,0,1,0,3,0,2,0,1,11,0,2,0,0,0,0,0,2,0,0,0,0,2,3,0,1,1,12,9,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EGY,4,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
EGY,6,0,0,1,0,1,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EGY,4,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EGY,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,5,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,5,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
EGY,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,9,0,2,1,0,7,1,0,3,0,14,11,0,0,0,0,0,0,2,0,1,0,0,1,19,2,1,0,25,14,18,8,0,0,0,0,1,0,0,0,0,2,0,0,2,2,7
EGY,10,0,0,0,0,6,0,0,2,2,21,12,1,1,1,0,0,0,3,0,0,2,0,1,22,1,3,1,26,21,22,20,0,0,0,1,0,0,0,1,1,1,1,1,0,0,8
EGY,3,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,6,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EGY,9,0,0,1,0,4,0,0,0,2,11,4,1,0,2,0,0,0,2,0,1,0,0,0,5,3,0,0,12,7,10,7,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5
EGY,8,0,0,0,0,1,0,1,1,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,5,6,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
EGY,5,0,1,0,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,7,0,0,0,0,2,0,0,2,2,6,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,6,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
EGY,13,2,0,4,0,10,0,0,5,2,21,7,2,0,1,0,2,0,8,0,5,1,0,1,32,3,1,2,34,29,28,24,0,0,0,0,0,0,0,3,0,2,0,0,2,0,6
EGY,10,0,0,2,0,6,0,0,6,1,19,5,1,0,1,0,3,0,1,0,0,0,0,2,12,0,2,1,34,31,31,24,0,0,0,1,0,0,1,0,1,4,1,0,2,2,11
EGY,5,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,1,0,2,0,0,1,4,0,0,0,6,4,4,5,0,0,0,1,0,0,0,0,1,2,0,0,1,1,3
EGY,4,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5
EGY,11,1,1,0,0,2,1,0,2,0,9,12,0,0,1,0,2,0,3,0,1,0,0,0,3,3,0,2,20,17,20,17,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6
EGY,11,0,0,0,0,4,0,1,2,4,10,10,1,0,1,0,0,0,5,0,2,1,0,0,13,0,3,1,22,16,20,14,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4
EGY,11,0,0,0,0,7,0,2,6,5,10,6,2,2,0,0,0,0,4,0,2,1,0,0,16,1,1,0,24,21,22,20,0,0,0,0,0,0,1,0,0,5,0,2,1,2,10
EGY,12,0,0,0,0,6,0,1,7,0,22,7,2,4,1,0,1,0,9,0,2,4,0,0,19,0,0,2,35,31,33,30,0,0,0,9,0,0,0,0,0,6,0,1,3,5,14
EGY,5,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,8,7,8,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
EGY,13,0,1,0,0,8,0,2,4,2,25,6,1,2,0,0,0,0,2,1,4,1,0,2,19,0,0,1,36,33,33,26,0,0,0,0,0,0,1,1,1,2,0,2,2,2,10
EGY,14,1,0,3,0,3,0,4,4,2,14,2,0,1,0,1,1,0,5,0,2,1,0,1,16,1,0,0,19,18,18,15,0,0,0,5,0,0,1,1,0,1,0,0,2,1,5
EGY,10,0,1,0,1,2,1,0,3,0,14,9,0,0,1,0,0,0,1,0,1,0,0,2,5,2,3,1,15,16,15,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
EGY,9,0,0,0,0,5,0,0,1,2,27,3,1,0,0,0,2,0,6,0,6,0,0,2,10,0,0,0,35,30,31,27,0,0,0,2,0,0,2,0,0,1,0,0,2,1,8
EGY,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,10,0,0,1,0,4,0,1,2,0,8,6,3,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,12,9,12,7,0,0,0,0,0,0,2,0,0,2,0,0,1,1,2
EGY,7,0,0,0,0,4,0,0,1,1,6,0,0,0,1,0,0,0,2,0,1,0,0,0,3,1,0,0,8,8,6,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3
EGY,7,0,0,0,0,1,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,7,0,0,0,0,0,0,2,0,0,6,4,1,1,0,1,0,0,4,0,0,0,0,0,5,1,0,0,11,12,11,9,0,1,0,1,0,0,0,0,1,1,1,0,0,0,4
EGY,9,0,1,0,0,2,0,0,1,1,4,3,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,9,7,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3
EGY,4,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EGY,4,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,4,3,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2
EGY,9,0,2,0,0,2,0,0,3,1,5,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,10,8,11,9,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4
EGY,6,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,7,7,6,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
EGY,15,0,1,1,0,6,1,0,3,1,13,4,1,1,2,0,1,0,6,0,2,1,0,0,13,2,1,0,26,22,24,18,0,0,0,1,1,0,1,1,0,1,0,0,0,0,6
EGY,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EGY,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EGY,5,0,0,0,0,3,0,0,0,0,11,2,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,0,11,8,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EGY,7,0,0,1,0,2,0,0,1,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,3,0,1,0,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
EGY,9,0,1,0,0,5,1,0,4,0,12,7,0,0,0,0,0,0,5,0,1,2,0,1,14,0,0,1,16,14,16,11,0,0,0,1,0,0,0,0,0,3,1,0,0,0,5
EGY,10,0,1,0,0,2,0,0,0,2,10,1,2,0,1,0,0,0,3,0,2,1,0,1,7,0,3,2,9,9,9,8,0,0,0,1,0,0,0,0,0,0,1,0,2,0,4
EGY,13,0,0,1,0,3,0,0,4,2,24,3,1,2,1,2,0,0,5,0,2,3,0,1,17,0,0,1,28,25,26,22,0,2,0,0,0,0,0,2,0,3,0,1,3,3,10
EGY,4,0,0,0,0,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,3,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EGY,4,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,1,0,0,1,0,0,2,0,0,1,1,4
EGY,4,0,0,0,0,2,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,6,5,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1
EGY,4,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
EGY,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,10,0,1,1,0,1,0,1,2,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,10,7,9,8,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
EGY,7,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,7,0,0,0,0,0,1,0,0,2,8,4,0,0,0,0,1,0,1,0,1,0,0,0,13,0,1,0,6,4,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EGY,12,0,1,0,0,2,1,0,3,2,19,18,2,0,3,0,1,0,9,0,3,0,0,0,23,1,0,1,25,20,22,21,0,0,0,3,0,0,1,1,3,1,1,0,2,2,8
EGY,7,0,0,0,0,0,1,0,1,2,7,3,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,7,7,6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
EGY,5,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGY,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EGY,9,0,3,0,0,1,0,0,3,2,16,8,2,3,0,0,0,0,0,0,2,0,0,0,9,1,1,0,16,16,15,13,0,0,0,0,0,0,3,1,0,1,0,3,1,0,6
EGY,9,0,0,0,0,3,0,1,4,2,7,2,0,0,1,0,0,0,0,0,1,1,0,2,3,1,0,1,10,6,8,7,0,0,0,0,0,0,0,0,0,2,1,0,1,1,4
EGY,5,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
EGY,11,0,0,0,0,4,0,1,6,1,22,21,2,0,1,0,2,0,2,0,2,0,0,2,27,2,2,2,30,24,27,22,0,0,0,1,0,0,1,0,1,1,1,0,2,1,11
EGY,13,3,0,1,0,1,0,0,0,1,9,1,2,1,3,0,2,0,3,0,5,1,0,0,5,0,0,0,19,16,18,16,0,0,0,0,0,0,2,0,1,1,2,1,1,0,8
EGY,10,0,0,0,0,5,0,0,4,8,25,7,4,0,3,0,1,0,1,0,3,0,0,2,24,0,0,0,37,32,33,26,0,0,0,0,0,0,1,1,1,5,1,0,3,3,11
EGY,6,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EGY,7,0,1,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
EGY,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EGY,7,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
