@relation textClassifier

@ATTRIBUTE class {EGY, GLF, LAV, MSA, NOR}
@ATTRIBUTE uniqueTags  NUMERIC
@ATTRIBUTE /CD NUMERIC
@ATTRIBUTE /DT NUMERIC
@ATTRIBUTE /DTJJ NUMERIC
@ATTRIBUTE /DTJJR NUMERIC
@ATTRIBUTE /DTNN NUMERIC
@ATTRIBUTE /DTNNP NUMERIC
@ATTRIBUTE /DTNNS NUMERIC
@ATTRIBUTE /IN NUMERIC
@ATTRIBUTE /JJ NUMERIC
@ATTRIBUTE /NN NUMERIC
@ATTRIBUTE /NNP NUMERIC
@ATTRIBUTE /NNS NUMERIC
@ATTRIBUTE /NOUN NUMERIC
@ATTRIBUTE /PRP NUMERIC
@ATTRIBUTE /RB NUMERIC
@ATTRIBUTE /RP NUMERIC
@ATTRIBUTE /UH NUMERIC
@ATTRIBUTE /VBD NUMERIC
@ATTRIBUTE /VBN NUMERIC
@ATTRIBUTE /VBP NUMERIC
@ATTRIBUTE /WP NUMERIC
@ATTRIBUTE /WRB NUMERIC
@ATTRIBUTE readability NUMERIC
@ATTRIBUTE pureMSA NUMERIC
@ATTRIBUTE pureEGY NUMERIC
@ATTRIBUTE pureGLF NUMERIC
@ATTRIBUTE pureLAV NUMERIC
@ATTRIBUTE pureNOR NUMERIC
@ATTRIBUTE MSAEGY NUMERIC
@ATTRIBUTE MSAGLF NUMERIC
@ATTRIBUTE MSALAV NUMERIC
@ATTRIBUTE MSANOR NUMERIC
@ATTRIBUTE Adverbials NUMERIC
@ATTRIBUTE Adverbs NUMERIC
@ATTRIBUTE ConjSub NUMERIC
@ATTRIBUTE Conjunctions NUMERIC
@ATTRIBUTE Demonstratives NUMERIC
@ATTRIBUTE Modals NUMERIC
@ATTRIBUTE Negation NUMERIC
@ATTRIBUTE Particles NUMERIC
@ATTRIBUTE Prepositionals NUMERIC
@ATTRIBUTE Prepositions NUMERIC
@ATTRIBUTE Pronoun NUMERIC
@ATTRIBUTE Quantitives NUMERIC
@ATTRIBUTE QuestionWords NUMERIC
@ATTRIBUTE Relatives NUMERIC
@ATTRIBUTE StopWords NUMERIC
@ATTRIBUTE typeTokenRatio NUMERIC

@data
EGY,7,0,0,0,0,3,1,0,2,0,3,5,0,0,0,0,0,0,3,0,2,0,0,126.24044023526316,1,5,0,0,0,9,8,10,7,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0.47619047619047616
EGY,12,0,1,3,0,6,0,0,2,2,20,9,0,1,1,0,0,0,3,0,2,1,0,65.53886400737707,4,10,0,0,1,33,23,26,19,0,0,0,1,1,0,0,1,0,1,0,1,0,0,4,0.8387096774193549
EGY,8,0,0,0,0,1,0,0,0,0,5,3,0,1,0,0,3,0,3,1,0,1,0,122.455558328,0,3,0,0,2,10,8,8,8,0,0,0,2,0,0,0,0,0,0,0,1,0,2,3,0.85
EGY,9,0,0,0,0,8,1,0,7,1,3,7,0,0,0,0,1,0,2,0,1,0,0,88.98123531967741,3,6,1,2,1,20,16,19,15,0,0,0,1,0,0,0,0,0,5,0,0,3,3,5,0.8709677419354839
EGY,6,0,1,0,0,2,0,0,0,0,4,9,0,0,0,0,0,0,1,0,0,1,0,78.41672860894737,1,7,1,0,2,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9473684210526315
EGY,6,0,0,0,0,1,0,1,0,0,5,0,0,1,0,0,0,0,2,0,0,1,0,88.50363951090911,1,2,0,0,0,9,7,8,6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,1.0
EGY,9,0,1,0,0,1,0,0,0,1,5,2,2,1,0,0,0,0,1,0,1,0,0,101.737028696,1,7,0,0,0,6,6,6,5,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1.0
EGY,10,0,2,0,0,10,0,0,8,2,21,16,2,0,0,0,4,0,5,0,5,0,0,87.66958504258827,0,27,3,2,5,37,34,33,31,0,0,0,6,0,0,1,3,0,3,0,0,1,1,9,0.24904214559386972
EGY,11,0,0,0,0,2,0,1,4,3,14,10,1,2,0,0,0,0,2,0,3,1,0,89.97893457204547,1,17,1,1,0,18,15,16,13,0,0,0,0,0,0,0,0,0,3,0,1,3,3,7,0.4673913043478261
EGY,7,0,0,0,0,2,0,0,2,0,7,6,0,0,0,0,0,0,0,1,2,2,0,92.7268248027273,0,14,0,1,0,9,5,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9090909090909091
EGY,11,0,0,1,0,5,0,0,7,3,6,5,1,1,0,0,2,0,3,0,1,0,0,96.17618848571428,0,12,2,3,0,17,15,16,13,0,0,0,0,0,0,1,1,0,6,0,1,3,2,10,0.8285714285714286
EGY,7,0,0,1,0,1,0,0,0,1,4,2,0,0,1,0,0,0,0,0,1,0,0,138.3901907,0,3,1,0,0,5,3,4,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0.30952380952380953
EGY,6,0,0,0,0,1,0,0,2,1,3,2,0,0,0,0,0,0,2,0,0,0,0,136.2625344275,0,4,0,0,0,7,6,7,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0.3076923076923077
EGY,9,0,0,0,0,3,1,0,3,2,4,7,0,0,1,0,0,0,5,0,1,0,0,94.6424851462069,0,8,0,0,0,23,18,21,16,0,0,0,0,0,0,0,1,0,1,1,0,2,1,5,0.896551724137931
EGY,10,0,3,0,0,5,0,1,5,3,20,4,0,0,0,0,0,0,4,0,1,1,0,63.955094853199995,0,14,0,2,0,26,23,23,21,0,0,0,0,0,0,1,0,1,3,0,0,2,5,9,0.8627450980392157
EGY,12,1,2,1,0,5,0,0,2,4,20,16,1,1,0,0,0,0,3,0,0,1,0,87.77519107852463,3,20,0,2,0,27,25,25,21,0,0,0,0,0,0,0,1,2,3,0,1,2,2,11,0.4583333333333333
EGY,8,0,0,0,0,2,0,0,0,2,3,1,1,0,0,0,0,0,3,0,1,1,0,58.76484869857143,1,4,0,0,1,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,12,0,0,0,0,7,0,1,11,2,28,19,1,3,0,0,2,0,5,1,5,0,0,199.776,3,32,2,1,1,50,40,41,36,0,0,0,2,0,0,2,2,2,2,0,1,1,2,13,0.872093023255814
EGY,10,0,0,0,0,8,1,1,6,3,14,12,0,0,0,0,1,0,3,0,3,0,0,52.14956346631581,3,15,3,1,0,34,27,27,22,0,0,0,5,0,0,1,1,2,5,0,0,1,1,9,0.8305084745762712
EGY,7,0,0,1,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,62.479399641000015,2,3,1,1,0,3,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1.0
EGY,11,0,2,0,0,7,0,2,5,5,15,5,1,0,1,0,0,0,0,0,6,0,1,53.46403818584906,2,20,1,1,2,31,21,24,14,0,0,0,0,2,0,0,1,0,1,0,0,1,0,6,0.8363636363636363
EGY,7,0,0,0,0,3,0,0,1,2,4,3,0,0,0,0,1,0,0,0,2,0,0,95.38196201437499,0,4,0,1,1,13,10,10,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1.0
EGY,9,0,0,0,0,2,0,0,5,2,11,5,1,0,0,0,0,0,3,0,9,3,0,75.34302721795456,1,12,2,1,0,29,25,29,20,0,0,0,0,0,0,1,2,1,2,0,0,2,3,7,0.9772727272727273
EGY,8,0,0,0,0,4,0,0,4,2,7,2,0,1,0,0,0,0,1,0,3,0,0,119.00009417874999,0,5,0,0,0,16,15,15,14,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0.875
EGY,12,0,0,0,0,7,0,0,5,2,22,10,1,1,1,1,3,0,5,1,0,0,0,69.60695233467742,1,19,2,0,0,38,29,28,23,0,0,1,6,0,0,2,2,1,4,3,1,2,2,18,0.8870967741935484
EGY,12,0,2,1,0,8,0,0,6,3,10,4,1,1,0,0,0,0,1,0,1,1,0,64.30128108733332,2,7,0,2,0,29,23,29,24,0,0,0,0,0,0,1,0,1,7,0,1,3,3,9,0.7777777777777778
EGY,13,0,0,1,0,3,0,1,3,5,32,23,2,1,2,0,0,0,7,0,4,2,0,38.240110911666676,0,30,1,1,1,49,38,43,26,0,0,0,0,0,0,0,1,1,2,0,0,4,2,8,0.8444444444444444
EGY,6,0,0,0,0,1,1,0,1,0,3,0,0,0,1,0,0,0,0,0,2,0,0,122.93298471599999,0,2,0,1,0,4,5,7,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.8333333333333334
EGY,7,0,0,0,0,1,0,0,1,0,3,5,0,0,0,0,2,0,2,0,2,0,0,109.56926061411765,1,2,0,1,1,7,5,5,4,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0.9411764705882353
EGY,9,0,0,1,0,2,0,0,3,2,9,10,0,1,0,0,0,0,2,0,2,0,0,98.03370735031251,0,4,0,5,0,17,16,15,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.875
EGY,9,0,1,0,0,2,0,1,3,2,2,2,1,0,0,0,0,0,1,0,0,0,0,105.96133940249999,0,3,1,2,0,9,9,9,8,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,0.9375
EGY,12,0,2,1,0,6,0,0,3,3,11,6,1,1,0,0,0,0,5,0,2,1,0,90.63217591999998,1,12,1,0,0,31,30,29,21,0,0,0,0,2,0,1,0,0,2,0,1,1,1,9,0.9555555555555556
EGY,13,1,0,1,0,8,3,0,5,6,23,16,3,0,0,0,1,0,2,0,2,0,1,77.94742862391892,6,27,4,4,1,35,24,30,22,0,0,1,0,0,0,1,0,1,4,0,0,3,2,8,0.48
EGY,14,0,3,0,0,4,0,2,4,1,13,1,1,1,1,0,1,0,1,0,5,1,0,85.04094948071429,1,13,1,1,0,18,19,17,18,0,0,0,3,1,0,1,0,2,3,0,1,2,2,8,0.8571428571428571
EGY,5,1,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,105.01330164125,0,5,0,0,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,9,0,0,0,0,1,0,1,2,2,6,5,0,1,0,0,0,0,4,0,2,0,0,117.68720733428572,0,4,0,0,0,9,8,9,8,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0.22413793103448276
EGY,5,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,1,0,1,0,0,0,0,113.26041110399999,1,4,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.0
EGY,8,0,0,0,0,2,0,1,2,1,8,4,0,0,0,0,0,0,0,0,1,1,0,99.16524817285715,1,6,1,1,1,10,9,9,8,0,0,0,0,0,0,1,0,0,2,0,1,1,0,3,0.47619047619047616
EGY,8,0,0,0,0,1,0,0,1,2,5,1,0,0,1,0,0,0,1,0,3,0,0,130.99869627705885,0,3,1,0,0,10,7,9,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0.3148148148148148
EGY,10,0,0,0,0,6,0,0,2,2,16,8,2,0,0,0,1,0,2,1,4,0,0,125.58048610490566,0,9,1,3,1,25,22,23,17,0,0,0,1,0,0,3,1,1,1,0,0,2,1,4,0.05384615384615384
EGY,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,161.861992358,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,9,0,0,0,0,3,0,0,4,0,12,10,3,0,1,0,2,0,2,0,1,0,0,94.25292434928573,0,13,1,0,0,19,14,16,12,0,0,0,2,0,0,0,2,0,3,0,0,1,1,7,0.9111111111111111
EGY,8,0,0,1,0,3,0,0,1,1,6,0,0,0,1,0,0,0,3,0,0,1,0,93.92245035941178,1,4,1,0,0,8,5,6,5,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4,0.8823529411764706
EGY,7,1,1,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,96.33340728299999,0,1,0,0,0,7,5,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1.0
EGY,11,0,1,2,0,5,0,0,6,3,16,13,1,0,0,0,1,0,1,0,2,0,0,105.44511296321429,3,18,2,1,6,30,16,22,21,0,0,0,0,0,0,0,0,0,4,0,0,1,1,6,0.06613756613756613
EGY,13,0,0,5,0,16,2,1,13,2,64,25,4,0,0,0,6,0,4,0,6,2,0,199.776,7,63,6,5,2,84,61,72,51,0,0,0,0,0,0,0,0,0,7,0,0,1,1,15,0.8376623376623377
EGY,5,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,153.37616970124998,0,0,0,1,0,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.875
EGY,10,0,0,1,0,3,0,0,1,8,6,3,2,1,0,0,0,0,1,0,5,0,0,82.9211395109091,1,1,1,2,1,17,14,14,10,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0.45714285714285713
EGY,14,0,1,3,0,14,1,1,9,0,26,6,0,3,0,0,1,0,3,1,10,3,0,101.82170492808513,5,25,5,1,2,53,42,46,41,0,0,0,2,1,0,0,1,0,4,0,1,2,5,15,0.11487481590574375
EGY,8,0,0,0,0,1,0,0,1,2,5,1,1,0,0,0,3,0,1,0,0,0,0,138.2627734325,0,3,1,1,0,9,8,9,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.4411764705882353
EGY,8,3,0,0,0,3,0,0,2,0,8,1,0,1,0,0,0,0,1,0,2,0,0,109.21416618681819,0,0,0,0,0,14,11,13,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.0
EGY,8,0,0,0,0,2,1,0,3,0,4,4,0,0,0,0,0,0,3,0,2,1,0,112.78298471599999,0,3,0,2,0,11,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.95
EGY,6,0,0,0,0,1,0,0,0,2,7,0,0,2,0,0,0,0,2,0,2,0,0,108.63328490833332,0,7,2,1,0,6,7,7,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0.9473684210526315
EGY,10,2,2,0,0,3,0,0,2,1,8,1,2,0,0,0,0,0,0,1,2,0,0,147.7179810232143,0,3,2,0,0,16,14,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.43103448275862066
EGY,7,0,0,1,0,1,0,0,2,0,4,8,0,0,0,0,0,0,0,0,2,2,0,105.52855450699998,0,3,2,1,1,12,11,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0.95
EGY,6,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,3,0,1,0,0,100.17081543000002,0,1,1,0,0,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
EGY,8,0,0,1,0,1,1,0,2,0,7,13,0,0,0,0,5,0,0,0,1,0,0,132.73043331,0,13,2,1,1,14,13,12,11,2,0,0,3,0,0,0,0,0,2,0,0,1,1,3,0.10884353741496598
EGY,6,0,0,0,0,0,0,0,1,0,6,6,0,1,0,0,1,0,2,0,0,0,0,105.3019487264706,0,6,1,1,0,8,5,6,6,0,0,0,1,0,0,1,0,0,0,1,1,0,0,5,1.0
EGY,6,0,0,0,0,1,0,0,3,3,6,0,0,0,1,0,0,0,1,0,0,0,0,130.754749532,0,3,2,1,0,9,8,10,7,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1.0
EGY,5,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,1,0,0,159.14109424285715,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
EGY,14,0,1,2,0,5,0,0,4,2,15,4,1,1,1,0,1,0,3,0,1,2,0,97.97547229133335,1,14,1,0,0,25,22,22,22,0,0,0,0,0,0,1,2,1,2,1,1,2,1,7,0.31851851851851853
EGY,4,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,150.3534904475,0,1,0,0,0,4,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1.0
EGY,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,170.51956597,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,5,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,146.33813193999998,0,2,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.0
EGY,15,0,0,1,0,1,3,1,6,1,18,19,1,1,1,0,4,0,5,0,4,1,0,44.722270099701504,1,26,0,2,1,30,27,30,24,0,0,0,0,0,0,0,1,0,4,0,0,0,0,9,0.8208955223880597
EGY,6,0,2,0,0,4,0,0,5,2,16,4,0,0,0,0,0,0,0,0,0,0,0,105.01048810454544,3,2,2,0,0,17,18,16,13,0,0,0,1,2,0,0,0,1,4,0,0,3,3,9,0.9090909090909091
EGY,13,2,0,0,0,4,1,0,2,3,11,21,1,0,1,0,5,0,3,0,2,1,0,68.2705194863158,0,25,1,0,0,22,18,19,15,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0.8596491228070176
EGY,5,0,0,0,0,2,0,0,0,0,4,2,0,0,1,0,0,0,0,0,4,0,0,104.9612199,2,1,0,0,0,8,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9333333333333333
EGY,6,0,0,0,0,1,0,0,1,1,3,5,0,0,0,0,0,0,1,0,0,0,0,115.05169791,0,0,1,0,0,6,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
EGY,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,123.17169791,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
EGY,9,0,1,0,0,2,0,0,2,1,5,4,0,0,1,0,0,0,2,0,1,0,0,101.32545558473684,0,1,0,2,0,15,11,16,11,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,1.0
EGY,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,136.27741492500002,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,17,1,0,8,0,15,4,2,16,4,46,19,1,1,2,0,5,0,8,2,7,1,0,97.20603143225264,6,51,3,4,5,77,58,61,58,0,0,0,1,0,0,1,2,2,6,1,0,5,5,22,0.09163059163059163
EGY,14,0,0,1,0,6,0,1,7,2,22,14,2,1,1,0,1,0,5,0,6,2,0,63.42676849684931,0,19,0,3,1,43,39,40,31,0,0,0,0,0,0,2,1,0,4,1,0,2,3,12,0.9178082191780822
EGY,8,0,0,1,0,1,0,1,1,0,4,5,0,0,0,0,0,0,1,0,2,0,0,98.40464126812499,1,3,2,0,0,7,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375
EGY,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,132.844271522,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
EGY,10,0,0,2,0,6,0,0,2,1,17,3,2,0,0,0,0,0,1,0,5,3,0,104.62870419285714,1,12,2,0,0,22,18,17,13,0,0,0,0,0,0,0,4,0,2,0,0,2,2,5,0.4186046511627907
EGY,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.125980895,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,10,0,0,0,0,5,1,1,0,2,8,4,0,0,1,0,1,0,2,0,0,2,0,108.275319323,1,5,1,1,0,12,8,8,9,0,0,0,4,0,0,2,1,0,0,0,0,0,0,1,0.8
EGY,9,0,1,0,0,1,0,0,0,1,12,5,1,0,0,0,1,0,1,0,0,1,0,96.27636698,0,9,0,0,1,10,7,6,7,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0.8076923076923077
EGY,8,3,0,0,0,3,0,0,2,0,8,1,0,1,0,0,0,0,1,0,2,0,0,109.21416618681819,0,0,0,0,0,14,11,13,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.0
EGY,5,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,0,129.25913446363637,1,3,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333
EGY,9,0,1,0,0,6,0,0,1,1,13,5,2,0,2,0,0,0,0,0,5,0,0,78.94427439416667,2,4,0,1,0,24,21,21,16,0,0,0,0,0,0,3,1,0,0,0,0,1,0,3,0.8888888888888888
EGY,7,1,0,1,0,4,0,0,2,0,10,6,0,0,0,0,0,0,3,0,0,0,0,69.59990537250002,7,7,1,1,0,9,8,9,9,0,0,0,0,0,0,0,0,1,3,0,0,2,2,4,0.8928571428571429
EGY,3,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,138.27765392999999,0,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,7,0,0,0,0,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,124.48534991666666,0,1,1,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0
EGY,6,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,118.126458905,0,1,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1.0
EGY,5,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,90.05128272857145,0,2,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,11,0,0,1,0,9,1,1,4,3,14,7,1,0,0,0,0,0,0,0,3,2,0,60.52936397086957,2,15,1,0,0,32,25,24,22,0,0,0,0,0,0,0,0,1,5,0,0,2,1,5,0.7391304347826086
EGY,8,0,0,0,0,1,0,0,1,2,6,1,0,1,0,0,0,0,1,0,1,0,0,105.59649031928573,1,2,0,0,0,10,7,7,9,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0.46875
EGY,8,0,0,2,0,5,0,0,3,0,9,10,0,0,0,0,0,0,2,1,0,1,0,104.46696586742857,1,10,0,0,2,18,14,13,11,0,0,0,0,0,0,1,0,2,1,0,0,0,0,5,0.18232044198895028
EGY,12,1,1,0,0,5,0,1,3,1,12,11,1,0,0,0,5,0,2,0,4,0,0,101.9311003975,3,19,1,1,2,25,18,18,18,0,0,0,1,0,0,2,2,0,1,0,0,0,0,6,0.18431372549019606
EGY,3,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,134.247414925,0,1,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,170.51956597,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,5,0,0,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,3,0,1,0,0,107.12771675857141,1,9,0,2,1,5,4,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1.0
EGY,4,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,60.29996943200004,2,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,7,0,1,0,0,1,0,0,3,1,2,3,0,1,0,0,0,0,0,0,0,0,0,113.19158759999999,1,2,0,0,0,7,7,6,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1.0
EGY,6,0,0,0,0,2,0,0,2,1,7,0,0,0,1,2,0,0,0,0,0,0,0,135.2660081647059,0,1,0,0,0,8,7,7,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,4,0.21052631578947367
EGY,7,0,1,0,0,3,0,0,0,4,6,1,0,0,0,0,0,0,1,0,2,0,0,130.3582905559091,0,2,1,0,0,8,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09134615384615384
EGY,10,0,2,0,0,1,0,1,2,4,11,1,1,0,0,0,0,0,2,0,0,1,0,118.72801865624999,0,10,2,1,0,14,12,14,7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0.09285714285714286
EGY,9,0,1,1,0,4,0,0,1,2,6,8,0,1,0,0,0,0,2,0,0,0,0,113.43197592678162,0,6,1,1,1,11,8,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.13541666666666666
EGY,4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,117.68720733428573,0,1,0,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.4375
EGY,12,0,1,0,0,1,2,0,3,4,11,6,0,0,1,0,1,0,3,0,1,2,0,131.3964866265,1,12,0,1,0,24,21,23,18,0,0,0,0,1,0,0,3,1,1,1,0,1,0,11,0.09659090909090909
EGY,12,0,0,0,0,1,1,0,2,2,7,11,1,0,1,0,1,0,1,0,3,2,0,107.69268739583336,0,10,0,1,0,13,12,12,9,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0.14035087719298245
EGY,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,1,0,144.64731975545453,0,1,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3055555555555555
EGY,7,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,1,0,106.005980895,0,1,0,0,0,6,6,6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.0
EGY,9,0,0,0,0,2,0,0,0,1,6,1,1,0,0,0,1,0,1,1,1,0,0,108.2396995429412,0,0,0,0,0,7,8,7,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0.21052631578947367
EGY,9,0,0,0,0,3,0,0,2,2,9,19,1,0,0,0,2,0,5,0,0,1,0,115.33381943823899,0,9,1,0,0,25,23,24,14,0,0,0,0,0,0,0,0,1,2,0,0,2,1,6,0.11607142857142856
EGY,5,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,144.30813194,1,2,0,0,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
EGY,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,186.670282985,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
EGY,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,141.32265393,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
EGY,11,0,0,2,0,4,1,0,0,5,11,15,0,1,1,0,3,0,1,0,2,0,0,68.4146141980435,3,14,1,0,0,20,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9347826086956522
EGY,10,0,0,1,0,5,1,0,1,0,7,1,0,1,0,0,1,0,2,0,2,0,0,116.40674020757577,0,7,1,0,0,7,9,10,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0.2916666666666667
EGY,7,0,0,0,0,1,0,0,2,1,4,3,0,1,0,0,0,0,1,0,0,0,0,124.35224946000001,0,4,1,0,0,9,6,8,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0.9230769230769231
